ID_hash	ult_avaliacao_clima	qtde_projetos_3m	qtde_projetos_6m	qtde_projetos_12m	qtde_projetos_24m	media_horas_trabalho_3m	media_horas_trabalho_6m	media_horas_trabalho_12m	tempo_empresa	flag_promocao_3m	flag_promocao_6m	flag_promocao_12m	flag_promocao_vida	departamento	patamar_salario	turnover
2521		0	4	6	10	156	153	162	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2522	0.69	1	3	6	7	162	160	169	4	0	0	0	0	dados	01_menor_igual_media	0
2523	0.37	5	5	8	11	189	192	201	6	0	0	0	1	RH/financeiro	02_acima_media	0
2524	0.67	3	3	3	6	163	160	172	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
2525	0.69	3	6	7	8	167	168	173	5	0	0	0	0	marketing/produto	02_acima_media	0
2526	0.87	3	5	8	8	186	176	167	7	0	0	0	0	vendas	01_menor_igual_media	0
2527	0.69	3	5	8	9	183	181	182	1	0	0	1	1	dados	01_menor_igual_media	0
2528		0	2	4	9	159	159	159	3	0	1	0	1	marketing/produto	02_acima_media	1
2529	0.86	4	5	7	8	145	154	156	1	0	0	0	1	vendas	01_menor_igual_media	1
2530	0.62	1	2	2	5	194	190	190	3	0	0	0	1	vendas	01_menor_igual_media	1
2531	0.14	1	3	3	3	150	155	155	4	1	0	0	1	RH/financeiro	01_menor_igual_media	0
2532	0.12	2	5	6	11	156	155	158	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
2533	0.94	4	4	5	9	181	188	188	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2534	0.59	1	3	5	5	193	190	199	2	0	0	0	1	TI/suporte	02_acima_media	0
2535	0.55	1	2	5	6	147	156	152	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
2536	0.91	1	3	6	9	180	181	188	1	0	0	0	1	dados	01_menor_igual_media	0
2537	0.83	2	4	5	5	175	176	188	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
2538	0.98	0	3	5	5	196	189	201	2	0	0	0	0	dados	01_menor_igual_media	0
2539	0.99	3	3	5	9	155	155	143	2	0	0	0	0	vendas	02_acima_media	0
2540	0.64	3	4	7	12	167	168	159	1	0	0	0	1	RH/financeiro	02_acima_media	0
2541		0	4	4	5	156	154	154	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2542	0.82	1	3	3	6	153	159	164	3	0	1	0	1	dados	01_menor_igual_media	0
2543	0.82	4	4	6	11	156	156	159	2	0	0	0	1	TI/suporte	01_menor_igual_media	1
2544	0.03	5	6	6	6	184	194	204	4	0	0	0	0	TI/suporte	01_menor_igual_media	1
2545	0.09	0	3	4	5	172	182	173	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
2546	0.98	2	3	6	6	165	160	161	2	0	0	0	1	vendas	01_menor_igual_media	1
2547	0.22	0	3	4	5	159	155	157	1	0	0	0	0	dados	01_menor_igual_media	0
2548	0.21	1	4	6	6	156	156	154	3	0	0	0	0	dados	01_menor_igual_media	0
2549	0.86	2	4	4	6	177	182	188	2	0	0	0	0	marketing/produto	02_acima_media	0
2550	0.95	3	5	7	12	169	159	160	3	0	0	0	0	TI/suporte	02_acima_media	0
2551	0.85	4	5	5	10	156	158	166	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
2552	0.11	1	5	6	11	174	173	175	3	0	0	0	1	vendas	02_acima_media	0
2553	0.44	2	5	5	6	147	150	154	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2554	0.29	3	4	7	7	152	157	152	6	0	0	0	0	TI/suporte	01_menor_igual_media	1
2555	0.84	0	3	3	8	157	155	162	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
2556	0.29	1	4	7	10	166	162	155	2	0	0	0	0	dados	01_menor_igual_media	0
2557	0.95	0	3	4	8	158	159	166	3	0	0	0	0	vendas	01_menor_igual_media	0
2558	0.77	3	3	5	5	163	164	169	2	0	0	0	0	vendas	01_menor_igual_media	0
2559	0.81	5	5	6	11	167	159	152	6	0	0	0	0	marketing/produto	02_acima_media	0
2560		3	3	3	8	154	157	153	10	0	0	0	0	TI/suporte	01_menor_igual_media	0
2561	0.93	0	3	3	6	156	157	160	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
2562	0.9	1	4	7	8	185	180	175	5	0	0	0	1	dados	01_menor_igual_media	0
2563	0.3	5	5	7	11	162	160	163	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
2564	0.05	0	3	5	7	172	173	181	3	0	0	0	0	vendas	01_menor_igual_media	1
2565	0.98	0	2	4	5	152	155	153	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2566	0.01	3	5	8	13	143	153	144	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2567	1	1	3	6	9	155	157	157	1	0	0	0	0	vendas	01_menor_igual_media	0
2568	0.7	2	2	4	9	164	156	163	3	0	0	0	0	dados	01_menor_igual_media	0
2569	0.94	0	4	6	11	166	171	173	6	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2570	0.72	3	3	6	8	145	150	151	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
2571	0.12	4	7	9	11	175	185	184	4	0	0	0	1	dados	01_menor_igual_media	0
2572	0.98	2	2	4	8	160	157	158	6	0	0	0	0	TI/suporte	02_acima_media	0
2573	0.84	3	5	5	10	174	183	183	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
2574	0.72	3	3	6	10	166	165	159	10	0	0	0	0	vendas	01_menor_igual_media	0
2575	0.06	2	2	4	8	150	153	157	3	0	0	0	1	dados	01_menor_igual_media	0
2576	0.41	0	2	4	7	155	156	158	3	0	0	0	0	vendas	01_menor_igual_media	0
2577	0.55	6	6	9	10	153	162	168	5	0	0	0	0	vendas	01_menor_igual_media	0
2578	0.3	2	3	6	7	173	172	177	4	0	0	0	0	dados	01_menor_igual_media	0
2579	0.94	1	3	6	10	187	185	178	2	0	0	0	1	vendas	01_menor_igual_media	0
2580	0.98	2	4	6	8	188	186	177	2	0	0	0	1	dados	01_menor_igual_media	0
2581	0.17	0	2	5	5	153	155	158	3	0	0	0	0	RH/financeiro	02_acima_media	0
2582	0.31	6	6	6	11	148	153	164	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
2583	0.21	5	6	6	9	170	168	161	3	0	0	0	0	dados	01_menor_igual_media	0
2584	0.18	3	7	7	11	191	186	186	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
2585	0.92	2	5	6	10	186	185	187	6	0	0	0	1	dados	01_menor_igual_media	0
2586	0.82	0	4	5	7	157	153	160	3	0	0	0	0	vendas	01_menor_igual_media	1
2587	0.69	3	4	6	9	159	161	150	3	0	0	0	1	dados	01_menor_igual_media	0
2588	0.94	0	2	3	6	154	156	149	2	0	1	0	1	marketing/produto	01_menor_igual_media	0
2589	0.54	2	2	3	3	145	155	151	3	0	0	0	0	dados	01_menor_igual_media	0
2590	0.98	1	3	3	5	156	158	156	3	0	0	0	0	dados	02_acima_media	0
2591	0.88	1	3	5	8	160	160	150	3	0	0	1	1	dados	01_menor_igual_media	0
2592	0.98	0	3	3	3	162	155	164	1	0	0	0	0	vendas	01_menor_igual_media	0
2593	0.94	2	4	4	9	154	153	158	3	0	1	0	1	marketing/produto	01_menor_igual_media	0
2594	0.98	5	5	6	8	154	157	154	4	0	0	0	1	TI/suporte	02_acima_media	0
2595	0.69	1	5	7	10	175	177	184	4	0	0	0	1	vendas	01_menor_igual_media	0
2596	0.46	3	3	5	10	170	160	165	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
2597	0.25	4	5	6	10	163	172	173	3	0	0	0	1	vendas	01_menor_igual_media	1
2598	0.79	3	4	6	8	146	155	154	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
2599	0.24	0	2	3	3	171	164	166	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
2600	0.39	2	3	3	4	159	161	162	2	0	0	0	0	dados	02_acima_media	0
2601	0.99	2	3	3	4	167	159	156	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
2602	0.84	0	3	4	9	166	157	146	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
2603	0.35	2	4	6	9	160	160	165	1	0	0	0	1	TI/suporte	02_acima_media	0
2604	0.88	3	3	4	7	156	156	144	1	0	0	0	0	vendas	02_acima_media	0
2605	0.98	4	4	5	9	151	155	158	2	0	0	0	1	vendas	01_menor_igual_media	0
2606	0.84	0	4	4	4	177	183	180	2	0	0	0	0	vendas	01_menor_igual_media	0
2607	0.29	2	4	4	8	165	155	152	2	0	0	0	1	marketing/produto	01_menor_igual_media	0
2608	0.97	3	5	8	13	160	155	156	3	0	0	0	0	vendas	01_menor_igual_media	0
2609	0.3	1	5	6	6	162	159	158	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
2610	0.6	1	4	7	8	181	178	184	1	0	0	0	1	vendas	01_menor_igual_media	0
2611	0.99	2	3	4	7	186	188	187	2	0	1	0	1	RH/financeiro	01_menor_igual_media	0
2612	0.56	0	2	2	4	180	183	193	3	0	0	0	1	vendas	01_menor_igual_media	0
2613	0.89	0	2	2	6	191	190	196	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2614	0.01	1	2	5	10	158	153	158	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
2615	0.48	4	4	6	7	186	179	177	2	0	0	1	1	dados	01_menor_igual_media	0
2616	0.15	0	6	9	11	176	181	183	4	0	0	0	0	vendas	01_menor_igual_media	0
2617	0.91	3	4	6	7	168	174	163	4	0	0	0	0	dados	01_menor_igual_media	0
2618	0.64	2	3	6	11	150	151	140	3	0	0	0	1	dados	01_menor_igual_media	0
2619	0.83	1	4	6	8	176	177	175	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
2620	0.82	1	4	7	10	157	156	162	5	0	0	0	0	dados	01_menor_igual_media	0
2621	1	4	5	6	6	156	158	154	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2622	0.88	4	4	4	5	160	153	148	5	0	0	0	0	TI/suporte	01_menor_igual_media	1
2623		3	3	5	5	160	164	152	4	0	0	0	1	dados	01_menor_igual_media	1
2624	0.32	1	4	7	10	159	157	156	2	0	0	0	0	TI/suporte	01_menor_igual_media	1
2625	0.92	4	4	5	6	158	158	160	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
2626	0.6	3	6	8	9	176	173	172	6	0	0	0	1	RH/financeiro	01_menor_igual_media	0
2627	0.87	5	5	5	7	176	182	193	5	0	0	0	0	dados	01_menor_igual_media	0
2628	0.66	1	2	4	8	147	155	156	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2629	0.47	1	2	4	6	191	190	202	6	1	0	0	1	RH/financeiro	01_menor_igual_media	0
2630	0.59	0	3	6	8	161	158	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2631	0.74	2	2	2	2	153	155	158	5	0	0	0	0	vendas	01_menor_igual_media	0
2632	0.78	3	4	6	6	188	178	170	3	0	0	0	0	TI/suporte	02_acima_media	0
2633	0.81	1	2	3	4	157	155	153	3	0	0	0	0	vendas	01_menor_igual_media	0
2634	0.78	2	3	6	10	163	166	165	2	0	0	0	1	dados	01_menor_igual_media	0
2635	0.7	4	4	6	11	177	180	186	6	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2636	0.77	1	3	5	7	157	160	148	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
2637	1	2	3	6	11	187	186	198	2	0	0	0	0	TI/suporte	02_acima_media	0
2638	0.15	0	4	5	6	182	188	190	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
2639	0.99	1	3	3	6	154	155	149	10	0	0	0	0	marketing/produto	02_acima_media	0
2640	0.96	0	3	5	10	157	158	167	4	0	0	0	0	dados	01_menor_igual_media	1
2641	0.58	0	2	3	8	185	187	188	1	0	0	0	0	vendas	01_menor_igual_media	1
2642	0.89	0	2	3	3	159	156	154	3	0	0	0	0	vendas	02_acima_media	0
2643	0.99	2	3	6	8	157	160	155	10	0	0	0	0	dados	01_menor_igual_media	0
2644	0.66	1	3	4	6	149	156	152	4	0	0	0	1	dados	01_menor_igual_media	0
2645	0.14	4	4	6	6	173	175	173	1	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2646	0.5	2	2	2	2	156	154	155	3	0	0	0	0	vendas	01_menor_igual_media	1
2647	0.66	0	3	3	8	168	170	166	3	0	0	0	1	vendas	01_menor_igual_media	0
2648	0.92	0	4	4	9	173	174	174	6	0	0	0	1	vendas	01_menor_igual_media	1
2649	0.13	1	5	6	7	179	185	183	6	0	0	0	0	dados	02_acima_media	0
2650	0.14	1	6	8	12	193	192	191	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
2651	0.91	3	4	4	7	184	176	178	6	0	0	0	0	TI/suporte	01_menor_igual_media	0
2652	0.89	0	2	3	5	180	178	175	1	1	0	0	1	vendas	01_menor_igual_media	0
2653	0.69	4	4	6	7	158	159	162	1	0	0	0	0	vendas	02_acima_media	0
2654	0.6	5	5	7	8	174	177	168	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
2655	0.32	1	3	4	7	159	156	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2656	0.96	1	4	6	8	170	170	171	2	1	0	0	1	dados	01_menor_igual_media	0
2657	0.78	0	3	6	8	154	156	155	4	0	0	0	1	vendas	01_menor_igual_media	0
2658	1	3	3	3	6	187	178	175	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2659	0.47	1	3	6	7	185	178	188	8	0	0	0	0	vendas	01_menor_igual_media	0
2660	0.87	3	4	4	6	192	189	191	2	0	0	0	0	dados	01_menor_igual_media	0
2661	0.3	5	5	7	12	163	166	157	4	0	1	0	1	TI/suporte	01_menor_igual_media	0
2662	0.96	4	4	5	10	192	183	181	3	0	0	0	1	dados	02_acima_media	0
2663	0.67	3	3	4	5	160	158	156	3	0	0	0	1	marketing/produto	02_acima_media	0
2664	0.89	0	3	4	6	157	155	155	3	0	0	0	0	dados	01_menor_igual_media	0
2665	0.9	0	4	5	10	185	183	186	6	0	0	0	0	vendas	01_menor_igual_media	0
2666	0.04	0	3	4	5	187	180	178	4	0	1	0	1	marketing/produto	02_acima_media	1
2667	0.62	2	5	5	10	175	168	164	1	0	0	0	1	TI/suporte	02_acima_media	0
2668	0.48	2	3	5	6	169	160	171	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
2669	0.25	3	4	6	10	160	168	167	3	0	0	0	0	dados	01_menor_igual_media	0
2670	0.93	0	3	6	10	164	155	160	2	0	0	0	1	dados	01_menor_igual_media	0
2671	0.85	5	5	7	8	180	172	175	5	0	0	0	0	dados	01_menor_igual_media	0
2672		2	3	5	8	174	178	178	4	0	0	0	1	dados	01_menor_igual_media	0
2673	0.45	2	4	5	8	164	156	152	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
2674		1	5	6	10	181	189	191	2	0	0	0	0	vendas	02_acima_media	0
2675	0.74	1	4	5	7	158	158	169	10	0	0	0	0	marketing/produto	02_acima_media	0
2676	0.98	3	3	3	4	179	171	174	4	0	0	0	0	dados	01_menor_igual_media	0
2677	0.77	4	4	5	6	177	177	181	3	0	0	0	1	dados	01_menor_igual_media	0
2678	0.63	3	4	5	7	155	154	160	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2679	0.63	0	4	7	9	143	153	152	10	0	0	0	0	marketing/produto	01_menor_igual_media	0
2680	0.8	0	2	2	2	178	174	178	3	0	0	0	1	marketing/produto	02_acima_media	0
2681	0.51	2	2	2	6	158	165	173	3	0	0	0	0	RH/financeiro	02_acima_media	0
2682	0.89	0	2	4	6	152	155	152	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
2683	0.97	3	5	7	7	165	168	168	3	1	0	0	1	vendas	01_menor_igual_media	1
2684	0.27	3	5	7	8	159	158	160	2	0	0	0	0	dados	02_acima_media	0
2685	1	0	4	5	7	164	157	157	10	0	0	0	0	TI/suporte	01_menor_igual_media	0
2686	1	3	4	5	9	157	160	159	7	0	0	0	0	vendas	01_menor_igual_media	0
2687	0.97	4	5	5	10	148	154	164	3	0	0	1	1	RH/financeiro	01_menor_igual_media	0
2688	0.82	2	3	4	4	182	180	173	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2689	0.59	0	2	4	6	143	151	153	1	0	0	0	1	marketing/produto	02_acima_media	0
2690	0.33	0	3	4	6	150	155	157	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2691	0	1	3	4	8	150	150	162	3	0	0	1	1	TI/suporte	01_menor_igual_media	0
2692	0.11	6	7	9	11	199	204	192	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
2693	0.82	2	4	5	10	175	178	179	4	0	0	0	0	RH/financeiro	01_menor_igual_media	1
2694	0.85	3	3	5	8	178	177	177	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
2695		5	5	6	8	157	158	159	3	0	0	0	0	dados	01_menor_igual_media	1
2696	0.91	3	4	6	7	198	190	189	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2697	0.78	0	3	5	7	181	187	186	8	0	0	0	0	TI/suporte	01_menor_igual_media	0
2698	0.95	4	4	7	10	179	182	184	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2699	0.83	5	5	5	8	163	155	158	3	0	0	0	0	dados	01_menor_igual_media	0
2700	0.06	1	6	9	12	174	177	188	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
2701	0.33	2	4	4	7	167	160	171	3	0	0	0	1	dados	02_acima_media	0
2702	1	1	4	7	12	166	157	153	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
2703	0.14	4	6	9	12	206	198	193	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
2704	0.34	3	4	5	7	149	159	160	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
2705	0.1	0	4	7	11	192	192	193	6	0	0	1	1	RH/financeiro	01_menor_igual_media	0
2706	0.92	0	3	6	8	167	166	168	3	0	0	0	0	vendas	01_menor_igual_media	1
2707	0.37	3	3	3	7	160	162	151	4	0	0	0	0	RH/financeiro	01_menor_igual_media	1
2708		1	2	3	5	156	154	162	8	0	0	0	1	vendas	01_menor_igual_media	0
2709		4	5	8	8	184	185	187	7	0	0	1	1	vendas	01_menor_igual_media	0
2710	0.91	4	4	7	7	161	155	148	3	0	0	0	0	TI/suporte	02_acima_media	0
2711	0.81	1	3	5	8	149	153	164	1	0	0	0	0	RH/financeiro	02_acima_media	0
2712	0.32	1	3	3	8	148	157	167	1	0	0	0	0	vendas	02_acima_media	1
2713	0.89	3	3	3	4	166	165	171	1	0	0	0	1	TI/suporte	02_acima_media	0
2714	0.04	5	6	8	10	165	155	167	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
2715		2	3	5	7	182	182	183	4	0	0	1	1	dados	02_acima_media	0
2716	0.88	1	3	6	6	180	185	187	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
2717	0.39	3	3	3	8	154	155	155	3	0	0	0	0	vendas	01_menor_igual_media	0
2718	0.98	3	3	6	8	160	159	166	3	0	0	0	1	TI/suporte	02_acima_media	1
2719	0.24	4	5	7	11	155	156	155	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
2720		1	2	5	9	148	158	161	4	0	0	0	1	vendas	01_menor_igual_media	1
2721	0.75	0	3	3	5	163	160	160	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
2722	0.91	2	3	4	5	158	155	155	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
2723		1	6	7	7	145	152	154	6	0	0	1	1	TI/suporte	02_acima_media	0
2724	0.94	1	4	7	11	186	183	181	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
2725	0.19	3	6	7	12	180	181	181	5	0	0	0	0	vendas	01_menor_igual_media	1
2726	0.39	0	2	4	8	154	156	162	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2727	0.46	0	3	6	6	180	182	171	4	0	0	0	0	vendas	01_menor_igual_media	1
2728	0.3	2	2	5	8	154	153	153	3	0	0	0	0	dados	02_acima_media	0
2729	0.15	5	5	5	5	166	164	161	7	1	0	0	1	marketing/produto	01_menor_igual_media	1
2730	0.69	3	3	5	10	168	166	154	7	0	0	0	0	dados	01_menor_igual_media	0
2731	0.93	2	4	7	8	188	192	190	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
2732	0.79	1	2	3	3	153	155	144	3	0	0	0	0	dados	01_menor_igual_media	0
2733		1	4	6	8	178	171	169	4	0	0	0	1	marketing/produto	02_acima_media	0
2734	0.74	1	3	3	8	159	160	158	10	0	0	0	0	marketing/produto	02_acima_media	0
2735	0.22	2	6	6	8	184	182	179	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
2736	0.66	0	5	6	9	166	162	153	2	0	0	1	1	vendas	01_menor_igual_media	0
2737	0.91	2	3	3	4	167	157	164	3	0	0	0	1	RH/financeiro	02_acima_media	0
2738	0.99	0	3	4	8	164	164	166	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
2739	0.99	0	5	6	8	181	178	180	2	0	0	0	1	vendas	01_menor_igual_media	0
2740	0.41	0	2	2	2	153	156	159	3	0	0	0	1	dados	02_acima_media	0
2741	0.4	0	5	8	13	144	153	141	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
2742	0.05	2	2	5	5	154	156	147	3	0	0	0	0	dados	01_menor_igual_media	0
2743	0.94	3	4	4	6	154	154	166	4	0	0	0	0	dados	01_menor_igual_media	0
2744	0.09	5	7	9	13	172	181	188	4	0	0	0	0	vendas	01_menor_igual_media	1
2745	0.91	2	3	3	7	166	158	156	3	0	0	0	0	vendas	01_menor_igual_media	0
2746		2	3	6	11	175	177	171	3	0	0	0	1	vendas	01_menor_igual_media	1
2747	0.38	2	4	4	7	154	154	145	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
2748	0.89	5	5	7	10	177	184	182	1	0	0	0	1	marketing/produto	02_acima_media	0
2749	0.17	5	6	9	14	195	199	202	4	0	0	0	1	dados	01_menor_igual_media	0
2750	0.75	1	5	5	10	189	185	173	5	0	0	0	0	dados	01_menor_igual_media	0
2751	1	1	4	4	6	182	180	183	1	0	0	0	0	marketing/produto	02_acima_media	0
2752	0.86	3	3	3	7	169	159	152	3	0	0	1	1	RH/financeiro	01_menor_igual_media	1
2753	0.33	2	4	6	7	171	174	175	1	0	0	1	1	TI/suporte	01_menor_igual_media	1
2754	0.82	3	3	5	7	152	153	142	1	0	0	0	0	vendas	01_menor_igual_media	0
2755	0.85	2	2	3	8	168	160	152	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
2756	0.78	0	3	4	6	162	163	155	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
2757	0.84	4	4	5	9	166	169	171	4	0	0	0	0	dados	01_menor_igual_media	0
2758	0.64	2	5	8	10	160	158	164	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
2759	0.85	2	4	7	9	154	155	146	3	0	0	0	0	dados	01_menor_igual_media	0
2760	0.46	1	5	6	10	196	188	188	2	0	0	0	0	vendas	02_acima_media	1
2761	0.49	0	4	5	8	190	188	191	1	0	0	0	1	RH/financeiro	01_menor_igual_media	1
2762	0.57	3	3	3	4	146	155	156	10	0	0	0	0	TI/suporte	01_menor_igual_media	0
2763	0.62	0	2	4	4	155	156	150	3	0	0	0	0	vendas	01_menor_igual_media	0
2764	1	3	3	3	5	158	158	158	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
2765	0.32	2	4	5	10	163	155	152	6	0	0	0	1	marketing/produto	01_menor_igual_media	0
2766	0.06	1	3	3	8	171	174	177	2	0	0	0	0	dados	01_menor_igual_media	0
2767	0.93	2	3	4	8	163	166	172	3	0	0	0	0	dados	01_menor_igual_media	0
2768	1	4	5	7	11	156	158	156	3	0	0	0	1	marketing/produto	01_menor_igual_media	1
2769	0.9	2	4	6	10	186	187	193	3	0	0	0	0	vendas	01_menor_igual_media	0
2770		4	5	8	10	169	172	182	4	0	0	0	0	TI/suporte	01_menor_igual_media	1
2771	0.37	2	2	2	5	163	155	158	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
2772		0	3	6	11	166	163	165	3	0	0	0	1	dados	02_acima_media	0
2773	0.64	0	2	3	4	157	154	160	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2774	0.78	2	4	7	10	185	183	172	3	0	0	0	0	vendas	02_acima_media	0
2775	0.73	2	5	8	12	181	172	165	1	0	0	0	1	dados	01_menor_igual_media	0
2776	0.99	3	3	3	5	161	159	158	4	0	0	0	1	RH/financeiro	01_menor_igual_media	1
2777	0.8	0	3	4	5	172	176	174	3	0	0	0	0	vendas	01_menor_igual_media	0
2778		3	3	5	9	148	157	157	3	0	0	0	1	marketing/produto	02_acima_media	0
2779	0.28	0	4	4	6	179	170	178	5	0	0	0	1	marketing/produto	01_menor_igual_media	0
2780	0.97	1	4	6	11	167	160	159	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
2781	0.93	3	3	4	9	174	173	168	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
2782	0.69	4	5	5	5	178	177	186	2	0	0	0	1	RH/financeiro	01_menor_igual_media	1
2783	0	0	2	4	5	153	155	149	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2784	0.89	2	4	6	11	186	187	184	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
2785	0.81	5	5	8	11	171	172	175	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2786	0.77	2	3	3	4	155	158	157	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
2787	0.58	2	5	7	7	178	176	171	4	0	0	0	0	dados	01_menor_igual_media	1
2788	0.87	2	2	5	7	176	176	164	3	0	0	0	0	vendas	01_menor_igual_media	0
2789	0.67	2	4	6	7	174	175	178	3	0	0	0	1	vendas	01_menor_igual_media	1
2790	0.74	3	4	4	5	149	157	164	2	0	0	0	1	dados	01_menor_igual_media	0
2791	0.08	6	7	7	11	179	182	173	4	0	0	0	1	marketing/produto	01_menor_igual_media	1
2792	0.56	3	5	6	8	155	153	150	4	0	0	0	1	dados	01_menor_igual_media	0
2793	0.87	1	3	3	7	161	166	167	3	0	0	0	0	dados	01_menor_igual_media	0
2794	0.4	1	6	8	11	151	157	145	7	0	0	0	0	vendas	01_menor_igual_media	0
2795	0.67	1	3	4	7	157	165	154	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
2796	0.99	2	2	4	7	156	155	148	1	0	0	0	0	vendas	01_menor_igual_media	0
2797		2	2	4	8	157	153	147	3	0	0	0	0	RH/financeiro	02_acima_media	0
2798		2	2	2	6	185	186	183	3	0	0	0	0	vendas	01_menor_igual_media	1
2799	0.32	4	4	7	9	158	155	161	7	0	0	0	1	marketing/produto	02_acima_media	0
2800	0.26	2	2	3	6	177	176	185	3	0	0	0	0	vendas	01_menor_igual_media	0
2801	0.64	2	3	4	7	178	188	191	10	0	0	0	1	TI/suporte	01_menor_igual_media	0
2802	1	0	3	5	7	177	169	168	3	0	0	0	0	dados	01_menor_igual_media	0
2803	0.8	3	3	4	7	172	181	193	1	0	0	0	0	TI/suporte	02_acima_media	0
2804	0.45	0	3	6	10	143	150	142	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
2805	0.99	2	3	4	4	163	164	161	3	0	0	0	0	vendas	01_menor_igual_media	1
2806	0.26	6	6	7	9	188	193	195	5	0	0	0	1	vendas	01_menor_igual_media	0
2807	0.48	0	4	5	8	180	183	172	2	1	0	0	1	vendas	01_menor_igual_media	1
2808	0.49	4	5	7	7	165	157	153	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2809	0.7	2	3	6	7	152	156	159	8	0	0	0	0	dados	02_acima_media	0
2810	0.84	2	3	5	6	179	177	182	4	0	0	0	0	dados	01_menor_igual_media	0
2811	0.78	2	4	4	5	152	155	164	3	1	0	0	1	marketing/produto	02_acima_media	0
