ID_respondente	ult_avaliacao_clima	qtde_projetos_3m	qtde_projetos_6m	qtde_projetos_12m	qtde_projetos_24m	media_horas_trabalho_3m	media_horas_trabalho_6m	media_horas_trabalho_12m	tempo_empresa	flag_promocao_3m	flag_promocao_6m	flag_promocao_12m	flag_promocao_vida	departamento	patamar_salario	turnover
1718	0.25	0	3	4	5	151	153	151	2	0	0	0	0	vendas	01_menor_igual_media	1
1719	0.29	1	2	2	2	155	154	147	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1720	0.81	1	5	6	8	188	178	187	5	0	0	0	1	vendas	01_menor_igual_media	1
1721	0.92	3	3	6	8	158	155	156	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1722	0.31	3	3	6	9	172	171	183	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1723	0.61	5	5	6	9	152	155	157	1	0	0	0	1	dados	01_menor_igual_media	0
1724	0.83	1	5	6	9	187	189	182	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1725	0.03	4	4	4	4	150	154	160	4	0	0	0	1	dados	02_acima_media	0
1726	0.43	5	5	7	10	172	175	172	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1727	0.89	0	3	3	3	155	157	163	1	0	0	0	1	dados	02_acima_media	0
1728	0.83	0	3	5	9	159	156	155	2	0	0	0	1	dados	01_menor_igual_media	0
1729	0.96	3	4	5	6	193	192	192	6	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1730	0.8	0	3	6	11	191	184	179	2	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1731	0.62	1	4	7	12	164	166	157	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1732	0.95	0	2	5	7	147	153	154	5	0	0	0	1	marketing/produto	01_menor_igual_media	0
1733	0.45	2	4	6	10	167	160	151	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1734	0.47	1	2	3	7	148	153	151	3	0	0	0	0	marketing/produto	02_acima_media	0
1735	0.34	6	6	7	8	156	154	166	6	0	0	0	0	dados	01_menor_igual_media	0
1736	0.34	1	3	6	8	156	154	166	2	0	1	0	1	vendas	02_acima_media	0
1737	0.27	2	2	3	5	152	154	155	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1738	0.95	1	3	4	6	171	174	172	3	0	0	0	0	dados	01_menor_igual_media	0
1739	0.85	3	5	8	12	176	179	179	3	0	0	0	1	marketing/produto	02_acima_media	0
1740		0	4	4	5	191	189	183	1	0	0	0	0	vendas	01_menor_igual_media	0
1741	0.45	0	2	4	4	194	194	195	4	0	0	0	1	vendas	01_menor_igual_media	1
1742	0.99	1	3	5	6	161	160	156	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
1743	0.93	3	4	7	11	156	156	144	1	0	0	0	0	vendas	01_menor_igual_media	1
1744	0.7	0	3	4	4	157	158	155	3	0	0	0	0	vendas	01_menor_igual_media	1
1745	0.29	5	5	5	8	155	155	149	5	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1746	0.54	3	4	4	7	181	180	179	1	0	0	0	1	dados	01_menor_igual_media	1
1747	0.97	2	3	6	10	160	159	161	2	0	0	0	1	vendas	01_menor_igual_media	0
1748	0.93	1	4	4	4	190	183	184	5	0	0	0	0	dados	01_menor_igual_media	0
1749	0.6	3	3	5	7	155	158	161	3	0	0	0	1	TI/suporte	02_acima_media	0
1750	0.99	0	4	4	6	148	158	148	3	1	0	0	1	dados	02_acima_media	0
1751	0.82	5	6	7	11	153	153	152	8	0	0	0	1	dados	02_acima_media	0
1752	0.1	0	3	4	7	185	184	185	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1753	0.45	0	4	5	7	167	166	154	1	0	0	0	1	marketing/produto	01_menor_igual_media	0
1754	0.99	1	3	5	6	152	153	155	3	0	0	0	0	vendas	01_menor_igual_media	1
1755	0.55	5	5	6	7	148	150	141	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
1756	0.96	2	4	4	9	165	164	176	3	0	0	0	0	vendas	01_menor_igual_media	0
1757	0.91	3	4	5	6	180	179	186	6	0	0	0	0	marketing/produto	01_menor_igual_media	1
1758	0.81	0	4	7	10	163	166	169	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
1759	0.11	3	3	4	6	167	172	160	5	0	0	0	0	vendas	01_menor_igual_media	0
1760	0.26	0	2	2	5	164	155	144	3	0	0	0	0	vendas	01_menor_igual_media	1
1761	0.76	1	2	5	7	157	158	161	4	0	0	0	1	marketing/produto	01_menor_igual_media	1
1762	0.29	0	3	3	7	158	161	161	2	0	0	0	0	marketing/produto	01_menor_igual_media	1
1763	0.71	2	3	6	9	162	154	151	4	0	0	0	0	vendas	01_menor_igual_media	1
1764	0.85	5	5	7	10	168	167	157	5	0	0	0	0	dados	01_menor_igual_media	0
1765	0.27	3	3	5	8	161	155	151	4	0	0	0	1	vendas	01_menor_igual_media	1
1766	0.96	2	5	8	11	188	180	184	1	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1767	0.67	0	4	5	5	152	154	144	3	0	0	0	0	vendas	01_menor_igual_media	0
1768	0.89	3	5	5	8	159	158	150	1	0	0	0	0	TI/suporte	02_acima_media	0
1769	0.99	3	4	4	9	158	158	160	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1770	0.48	0	5	6	11	152	157	155	3	0	0	0	0	vendas	01_menor_igual_media	0
1771	0.94	2	3	3	5	182	182	181	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1772	0.58	1	2	3	5	158	153	161	3	0	0	0	0	vendas	01_menor_igual_media	0
1773	0.13	3	6	6	8	168	177	165	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
1774	0.93	0	5	7	8	183	181	187	2	0	0	0	1	dados	02_acima_media	0
1775	0.95	0	4	6	10	184	181	174	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1776	0.18	6	6	6	11	201	200	197	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
1777	0.67	3	4	4	8	159	164	162	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1778	0.93	3	4	7	10	157	155	154	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
1779	0.95	3	4	4	6	156	157	159	3	1	0	0	1	RH/financeiro	02_acima_media	0
1780	0.11	2	2	5	5	154	154	144	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1781	0.94	3	3	4	4	165	174	177	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1782	0.86	2	4	4	9	179	171	182	3	0	0	0	0	dados	02_acima_media	0
1783	0.36	0	4	4	5	187	184	180	1	0	0	0	0	vendas	01_menor_igual_media	0
1784	0.65	0	2	2	6	156	154	155	3	0	0	1	1	vendas	01_menor_igual_media	0
1785	0.05	3	7	9	12	194	185	185	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1786	1	3	4	5	5	174	173	174	2	0	0	0	1	vendas	01_menor_igual_media	0
1787	0.02	4	6	9	14	197	194	196	4	0	0	1	1	dados	01_menor_igual_media	0
1788	0.59	1	4	7	7	175	177	175	4	0	0	0	1	dados	01_menor_igual_media	0
1789	0.91	0	6	7	9	171	164	152	1	0	0	0	1	vendas	01_menor_igual_media	0
1790	0.67	1	3	6	6	179	178	169	10	0	0	0	0	vendas	01_menor_igual_media	0
1791	0.94	3	4	7	11	186	185	185	3	0	0	0	1	vendas	02_acima_media	0
1792	0.94	1	5	8	13	160	160	169	2	0	0	0	0	TI/suporte	02_acima_media	0
1793	0.1	5	6	9	14	186	192	194	4	0	0	0	0	dados	01_menor_igual_media	0
1794	0.7	0	3	6	9	160	162	163	5	0	0	0	1	marketing/produto	02_acima_media	0
1795	0.04	2	6	7	8	180	178	176	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1796	0.84	4	4	6	11	193	185	178	3	0	0	1	1	TI/suporte	01_menor_igual_media	0
1797	0.9	1	3	6	9	162	154	155	3	0	0	0	0	vendas	01_menor_igual_media	1
1798	0.79	3	3	6	10	161	156	154	3	0	0	0	1	vendas	01_menor_igual_media	0
1799	0.62	1	3	4	7	157	159	147	6	0	0	0	1	vendas	01_menor_igual_media	0
1800	0.88	2	4	6	7	175	177	184	5	0	0	0	1	marketing/produto	01_menor_igual_media	0
1801	0.79	4	4	6	10	183	178	180	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1802	0.94	2	4	6	9	167	170	159	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
1803	0.85	3	4	6	8	163	160	160	1	0	0	0	0	vendas	01_menor_igual_media	0
1804	0.87	0	5	6	7	176	173	176	5	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1805	0.92	2	4	7	7	159	158	158	5	0	0	0	0	vendas	02_acima_media	0
1806	1	3	3	5	9	146	155	156	10	0	0	0	0	marketing/produto	02_acima_media	0
1807	0.06	2	6	9	9	202	194	186	4	0	0	0	0	dados	01_menor_igual_media	0
1808	0.62	0	2	3	5	158	155	155	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1809	0.84	1	3	6	6	175	174	178	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
1810	0.88	0	3	4	7	151	155	157	1	0	0	0	0	vendas	01_menor_igual_media	0
1811	0.8	3	5	5	8	175	172	183	1	0	0	0	1	dados	01_menor_igual_media	0
1812	0.91	2	4	7	10	151	154	154	2	0	0	0	1	vendas	01_menor_igual_media	0
1813	0.48	2	4	6	7	177	176	178	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
1814	0.71	2	4	6	10	162	159	156	3	0	0	0	0	vendas	01_menor_igual_media	0
1815		4	5	7	9	158	168	161	6	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1816	0.47	0	3	4	4	149	159	164	3	0	0	0	0	vendas	01_menor_igual_media	0
1817	0.42	1	4	7	12	164	165	165	3	1	0	0	1	marketing/produto	01_menor_igual_media	0
1818	0	2	6	8	13	172	178	182	4	0	0	0	0	dados	01_menor_igual_media	0
1819	0.79	0	4	4	4	158	157	149	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1820	0.25	0	4	4	7	156	154	144	3	0	0	0	1	vendas	02_acima_media	1
1821	1	2	3	5	10	184	190	200	3	0	0	0	1	vendas	01_menor_igual_media	0
1822	0.69	0	2	3	8	153	155	158	3	0	0	0	0	vendas	01_menor_igual_media	0
1823	0.95	3	4	5	10	176	168	159	6	0	0	0	0	marketing/produto	02_acima_media	0
1824	0.81	0	3	5	8	150	151	148	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1825	0.78	1	2	3	6	152	153	151	3	0	0	0	0	vendas	01_menor_igual_media	0
1826	0.94	2	3	6	9	153	154	152	2	0	0	0	0	marketing/produto	02_acima_media	0
1827	0.99	1	3	6	8	153	154	153	3	0	0	0	0	dados	01_menor_igual_media	0
1828	0.09	3	6	7	8	200	194	193	4	0	0	0	0	dados	01_menor_igual_media	0
1829	0.57	6	6	8	8	160	160	165	5	0	0	0	0	dados	01_menor_igual_media	0
1830	0.43	0	5	8	8	180	183	186	3	0	0	0	0	dados	02_acima_media	0
1831	0.77	0	2	4	4	163	156	154	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1832	0.82	2	3	4	7	161	158	169	3	0	0	0	1	dados	02_acima_media	0
1833	0.73	4	4	7	8	176	169	167	10	0	0	0	1	vendas	01_menor_igual_media	0
1834	0.73	2	5	6	11	181	181	193	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
1835	0.63	1	4	5	6	158	155	164	3	0	0	0	1	marketing/produto	02_acima_media	0
1836		4	4	7	8	153	163	166	2	0	0	0	1	TI/suporte	01_menor_igual_media	1
1837	0.99	1	5	8	12	153	156	168	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1838	0.47	3	3	3	5	174	164	163	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
1839	0.72	4	4	5	6	149	159	153	3	0	0	0	0	dados	01_menor_igual_media	0
1840	0.87	2	5	5	10	189	189	193	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1841	0.5	1	4	4	5	176	180	170	3	0	0	0	1	dados	01_menor_igual_media	0
1842	0.03	0	6	8	10	149	152	145	7	0	0	0	0	vendas	01_menor_igual_media	0
1843	0.23	2	3	4	9	156	157	158	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1844	0.83	2	3	6	6	164	165	166	3	0	0	0	0	TI/suporte	02_acima_media	0
1845	0.29	3	4	7	10	171	172	179	4	0	0	0	0	dados	02_acima_media	0
1846	0.4	2	2	5	5	150	154	142	3	0	0	0	1	dados	01_menor_igual_media	0
1847	0.03	7	7	7	10	191	192	195	4	0	0	0	1	dados	01_menor_igual_media	0
1848	0.48	4	6	6	9	167	168	174	10	0	0	0	0	marketing/produto	01_menor_igual_media	0
1849	0.66	2	5	8	10	179	174	177	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1850	0.93	1	3	3	4	161	156	162	2	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1851		0	4	7	8	171	175	173	5	0	0	0	1	marketing/produto	01_menor_igual_media	0
1852	0.92	3	4	7	11	161	154	154	2	1	0	0	1	vendas	01_menor_igual_media	0
1853	0.99	3	3	6	11	178	182	185	3	1	0	0	1	vendas	01_menor_igual_media	0
1854	0.61	1	3	5	10	167	177	178	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1855	0.64	0	4	5	5	193	192	182	6	0	0	0	1	dados	01_menor_igual_media	0
1856	0.93	0	4	4	5	167	168	167	3	0	0	0	0	dados	01_menor_igual_media	0
1857	0.96	3	3	3	5	155	158	162	3	0	0	0	0	vendas	01_menor_igual_media	0
1858	0.1	1	3	4	8	154	156	153	3	0	0	0	1	vendas	01_menor_igual_media	1
1859	0.63	3	4	4	4	159	154	152	4	1	0	0	1	marketing/produto	01_menor_igual_media	0
1860	0.21	2	2	3	6	152	153	155	3	0	0	0	1	vendas	01_menor_igual_media	0
1861	0.73	2	4	6	11	190	189	182	1	0	0	0	1	TI/suporte	02_acima_media	0
1862		0	3	4	9	166	170	172	4	0	1	0	1	dados	01_menor_igual_media	0
1863	0.21	2	2	4	8	144	151	148	3	0	0	0	0	dados	01_menor_igual_media	0
1864	0.25	1	3	6	6	156	159	162	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
1865	0.46	5	5	5	5	145	155	151	3	0	0	0	1	vendas	01_menor_igual_media	0
1866	0.52	1	2	2	2	154	153	141	2	0	0	0	1	dados	01_menor_igual_media	0
1867	0.67	1	5	5	10	182	182	172	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
1868	0.31	0	2	3	7	159	156	159	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1869	0.94	1	5	6	9	153	153	144	3	0	0	0	0	dados	01_menor_igual_media	0
1870	0.95	1	3	4	4	151	160	151	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1871	0.75	4	4	7	8	174	171	168	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
1872	0.18	5	7	9	10	203	202	208	4	0	0	0	0	dados	01_menor_igual_media	0
1873	0.61	3	5	6	10	158	159	157	3	0	0	0	0	vendas	01_menor_igual_media	0
1874	0.99	4	4	5	10	159	156	149	3	0	0	0	0	marketing/produto	02_acima_media	0
1875	0.68	3	5	6	11	151	157	159	3	0	0	0	0	RH/financeiro	02_acima_media	0
1876	0.5	0	3	5	7	180	178	171	10	0	0	0	0	vendas	01_menor_igual_media	0
1877	0.51	0	3	6	6	163	167	169	2	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1878	0.98	0	3	5	7	158	161	162	1	0	1	0	1	RH/financeiro	01_menor_igual_media	0
1879	0.99	0	3	3	8	163	158	161	1	0	0	1	1	TI/suporte	01_menor_igual_media	1
1880	0.72	2	3	3	3	183	176	175	3	0	0	0	0	vendas	01_menor_igual_media	0
1881	0.19	3	3	3	6	157	160	170	1	0	0	0	0	vendas	01_menor_igual_media	1
1882	0.08	0	6	6	9	171	170	164	4	0	0	0	0	dados	01_menor_igual_media	1
1883		3	3	3	5	145	153	154	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1884	0.24	1	3	3	3	192	182	190	3	0	0	0	1	marketing/produto	01_menor_igual_media	1
1885	1	3	5	6	8	167	173	176	2	0	0	0	0	TI/suporte	01_menor_igual_media	1
1886	0.24	4	5	8	13	153	155	157	3	0	0	0	1	dados	01_menor_igual_media	0
1887	0.63	1	3	4	9	162	160	157	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
1888	0.83	0	4	4	9	183	183	183	5	1	0	0	1	vendas	01_menor_igual_media	0
1889	0.91	0	3	5	6	158	156	159	3	0	0	0	0	dados	02_acima_media	0
1890	0.95	0	5	5	9	166	159	156	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
1891	0.76	2	2	2	7	162	164	159	2	0	0	0	1	marketing/produto	02_acima_media	0
1892	0.06	2	4	5	6	161	160	158	4	0	0	0	0	dados	01_menor_igual_media	0
1893	0.44	2	2	3	4	157	156	164	3	0	0	0	1	vendas	01_menor_igual_media	0
1894	0.54	0	2	2	7	143	150	154	1	1	0	0	1	vendas	02_acima_media	0
1895	0.93	0	3	3	8	191	187	181	3	0	1	0	1	TI/suporte	01_menor_igual_media	0
1896	0.02	3	6	9	11	192	190	193	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
1897	0.18	2	3	3	4	168	158	168	2	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1898	0.45	1	2	2	5	157	154	155	3	0	0	0	1	vendas	01_menor_igual_media	0
1899	0.92	2	6	8	13	148	150	149	6	0	0	0	0	marketing/produto	02_acima_media	0
1900	0.65	2	3	3	7	156	158	164	4	0	0	0	0	dados	01_menor_igual_media	0
1901	0.01	4	4	6	11	188	186	189	7	0	0	0	1	marketing/produto	01_menor_igual_media	0
1902	0.88	1	5	6	11	195	185	184	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
1903	0.63	1	2	5	8	150	153	157	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1904		3	4	6	9	149	159	157	7	0	0	0	0	marketing/produto	02_acima_media	0
1905	0.68	3	3	4	7	169	174	174	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1906		0	2	4	6	154	158	170	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1907	0.16	3	3	6	10	182	182	183	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
1908	0.07	1	6	9	9	181	186	185	4	0	0	0	0	vendas	01_menor_igual_media	1
1909	0.98	2	3	6	8	151	159	156	10	0	0	0	0	TI/suporte	01_menor_igual_media	0
1910	0.97	2	3	4	5	154	157	154	3	0	0	0	0	TI/suporte	02_acima_media	0
1911	0.35	1	6	7	7	158	166	177	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
1912	0.42	0	2	2	5	151	154	155	3	0	0	0	1	dados	01_menor_igual_media	0
1913	0.99	4	5	7	10	169	159	171	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1914	0.02	0	2	3	8	160	153	145	3	0	0	0	0	vendas	01_menor_igual_media	0
1915	0.59	3	5	7	8	182	183	192	10	0	0	0	0	marketing/produto	02_acima_media	0
1916	0.02	4	4	7	7	163	160	160	8	0	0	0	0	vendas	01_menor_igual_media	0
1917	0.58	3	4	4	5	155	155	164	1	0	0	0	0	dados	01_menor_igual_media	0
1918	0.71	3	3	5	8	156	155	164	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1919	0.38	0	4	7	10	185	182	184	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1920	0.87	1	3	6	9	157	156	156	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
1921	0.55	4	4	6	11	172	172	167	5	0	0	0	1	dados	01_menor_igual_media	0
1922	0.86	2	4	4	6	160	159	161	3	0	0	0	1	vendas	01_menor_igual_media	1
1923	0.98	4	4	4	9	170	171	160	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
1924	0.55	1	2	2	4	154	153	160	3	0	0	0	0	dados	01_menor_igual_media	0
1925	0.79	2	3	5	9	160	161	161	3	0	0	0	0	RH/financeiro	02_acima_media	0
1926		0	4	4	6	175	174	172	3	0	0	0	1	dados	01_menor_igual_media	0
1927	0.35	6	6	8	9	159	168	173	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
1928	0.98	0	5	7	9	168	158	152	6	0	0	0	1	TI/suporte	01_menor_igual_media	1
1929	0.26	0	2	4	7	164	166	167	6	0	0	0	1	TI/suporte	01_menor_igual_media	0
1930	0.77	3	3	3	5	177	185	185	6	0	0	0	0	vendas	02_acima_media	0
1931	0.94	1	5	6	6	157	164	164	7	0	0	0	0	vendas	01_menor_igual_media	0
1932	0.64	0	4	6	9	177	180	187	2	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1933	0.01	6	6	8	11	178	188	199	4	0	0	0	0	dados	01_menor_igual_media	0
1934	0.68	1	4	6	11	151	152	142	1	0	0	0	0	vendas	01_menor_igual_media	1
1935	0.2	1	2	2	5	156	153	165	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
1936	0.43	2	2	2	2	155	153	161	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1937	0.99	2	4	6	8	179	182	183	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
1938	1	3	4	6	6	153	157	149	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
1939	0.82	3	4	7	12	168	172	172	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1940	0.11	1	3	5	6	160	159	159	10	1	0	0	1	marketing/produto	02_acima_media	0
1941	0.96	2	3	4	7	159	159	150	1	0	0	0	1	vendas	01_menor_igual_media	0
1942	0.38	0	2	4	4	192	185	186	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1943	0.92	3	3	5	9	154	154	162	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1944	0.91	2	5	8	13	156	154	151	3	0	0	0	0	dados	01_menor_igual_media	0
1945	0.59	3	4	7	8	162	155	158	8	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1946	0.22	2	2	4	8	156	159	162	8	0	0	0	0	marketing/produto	01_menor_igual_media	0
1947	1	0	4	5	10	162	163	172	8	0	0	0	1	TI/suporte	01_menor_igual_media	1
1948	0.13	1	2	4	7	156	153	157	4	0	0	0	0	vendas	01_menor_igual_media	1
1949	0.11	0	2	5	5	146	153	148	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1950	0.97	0	2	5	7	147	154	155	3	0	0	0	1	dados	01_menor_igual_media	0
1951	0.93	0	5	7	12	155	156	151	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1952	0.91	2	5	5	8	159	157	162	3	0	0	0	1	vendas	01_menor_igual_media	0
1953	0.96	2	4	6	11	179	182	183	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
1954	0.16	0	3	6	8	198	192	193	2	0	0	0	1	dados	01_menor_igual_media	0
1955	0.9	2	3	6	10	156	158	167	3	0	0	0	1	dados	01_menor_igual_media	0
1956	0.87	0	3	4	4	160	157	155	2	0	0	1	1	dados	01_menor_igual_media	0
1957	0.59	0	2	3	6	156	153	153	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
1958	0.53	4	5	7	12	177	180	191	1	0	0	0	0	RH/financeiro	02_acima_media	0
1959	0.39	2	3	6	9	161	158	158	2	0	0	0	1	dados	01_menor_igual_media	0
1960	0.91	5	5	6	7	144	154	156	2	0	0	0	0	TI/suporte	02_acima_media	0
1961	0.69	1	3	4	4	171	179	168	5	0	0	0	1	marketing/produto	01_menor_igual_media	0
1962		1	3	4	7	167	157	167	1	0	0	0	0	marketing/produto	02_acima_media	0
1963	0.63	0	2	5	6	159	153	157	3	0	0	1	1	marketing/produto	01_menor_igual_media	0
1964	0.24	2	2	3	8	155	154	156	3	0	0	0	0	vendas	01_menor_igual_media	0
1965	0.34	2	3	6	7	150	151	150	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
1966	0.45	4	4	4	8	160	170	172	3	0	1	0	1	TI/suporte	02_acima_media	0
1967	0.88	1	3	3	8	185	181	182	6	1	0	0	1	TI/suporte	01_menor_igual_media	0
1968	0.5	0	5	6	8	153	155	150	3	0	0	0	1	vendas	01_menor_igual_media	0
1969	0.7	1	4	4	6	154	156	153	2	0	0	0	0	vendas	01_menor_igual_media	0
1970	0.31	3	5	7	7	153	154	152	4	0	0	0	0	vendas	01_menor_igual_media	0
1971	0.99	3	4	7	8	178	186	181	3	0	0	1	1	TI/suporte	01_menor_igual_media	0
1972	0.81	2	2	3	5	153	152	157	3	0	0	0	0	vendas	01_menor_igual_media	0
1973	0.7	3	3	3	8	172	164	172	7	0	0	0	1	vendas	01_menor_igual_media	0
1974	0.92	1	4	5	8	183	185	181	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1975	0.45	3	3	5	10	154	154	144	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1976	0.95	0	4	5	9	157	154	152	3	0	0	0	0	dados	02_acima_media	0
1977	0.99	2	3	5	9	160	159	150	4	0	0	1	1	RH/financeiro	01_menor_igual_media	0
1978	0.96	1	4	7	10	168	168	167	10	0	0	0	1	marketing/produto	02_acima_media	0
1979	0.95	4	4	5	7	157	154	157	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1980	0.41	0	5	7	10	179	182	187	1	0	0	0	1	dados	01_menor_igual_media	0
1981	0.38	0	4	6	11	165	163	158	3	0	0	0	0	vendas	01_menor_igual_media	1
1982	0.87	3	3	3	6	162	163	162	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1983	0.97	2	3	3	6	156	157	157	3	0	0	0	0	dados	01_menor_igual_media	0
1984	0.37	2	3	5	5	169	160	159	2	0	1	0	1	RH/financeiro	01_menor_igual_media	0
1985	0.82	1	3	5	9	177	172	175	1	0	0	0	0	vendas	01_menor_igual_media	0
1986	0.87	3	4	4	7	200	190	197	5	0	1	0	1	vendas	01_menor_igual_media	0
1987	0.42	4	5	5	7	179	179	186	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1988	0.7	2	3	3	8	146	152	153	3	0	0	0	0	dados	01_menor_igual_media	0
1989	0.65	1	2	3	4	153	155	155	3	0	0	0	0	RH/financeiro	02_acima_media	0
1990	1	1	3	3	5	161	160	156	1	0	0	0	0	vendas	01_menor_igual_media	0
1991	0.96	3	5	6	10	174	176	176	4	0	0	0	0	marketing/produto	02_acima_media	0
1992	0.9	1	3	3	8	163	164	161	3	0	0	0	1	dados	01_menor_igual_media	0
1993	0.44	0	4	4	9	160	170	168	3	0	0	0	1	RH/financeiro	02_acima_media	0
1994	0.59	1	5	8	12	162	164	165	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
1995	0.7	1	2	3	6	169	159	158	1	0	0	0	0	vendas	01_menor_igual_media	1
1996	0.69	0	4	7	8	185	188	185	2	0	0	0	0	marketing/produto	02_acima_media	0
1997	0.6	3	4	5	7	154	157	157	3	0	0	0	0	vendas	01_menor_igual_media	1
1998	0.41	0	5	5	9	155	152	156	5	0	0	0	1	vendas	01_menor_igual_media	1
1999	0.75	0	4	6	8	147	154	150	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
2000	0.54	1	3	4	8	158	150	162	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2001	0.09	0	2	2	4	149	158	155	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
2002	0.75	2	3	3	7	156	156	167	3	0	0	0	1	vendas	01_menor_igual_media	0
2003		1	2	5	10	159	158	146	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
2004	0.05	0	2	3	4	158	155	152	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
2005	0.02	3	4	7	12	167	158	155	4	0	0	0	0	marketing/produto	02_acima_media	1
2006	0.4	0	3	5	5	192	183	184	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
