ID_Cliente	Investimento_Fixa	Investimento_Tesouro	Investimento_Poupanca	Rendimento_Liq_12M	Saldo_Conta	Investiu_Variavel_6M
3758	1330.78	10401.83	0	406.57	2887.82	0
3759	0	1830.20	0	83.45	0	0
3760	1280.02	1340.23	0	123.23	0	0
3761	5818.28	1314.03	0	224.74	0	0
3762	2077.92	1806.65	3363.54	150.94	0	0
3763	5431.99	3843.48	0	60.48	0	0
3764	5024.32	0	0	242.90	0	0
3765	7068.22	3826.52	487.37	128.18	0	1
3766	3666.14	2409.92	0	143.23	0	0
3767	1012.45	3114.97	0	127.88	0	0
3768	5886.89	1739.88	0	318.84	0	0
3769	4812.39	0	0	169.61	0	0
3770	6993.36	1458.17	0	59.75	2432.70	0
3771	5906.85	0	2641.58	135.25	0	0
3772	3698.12	4475.19	0	138.54	358.89	0
3773	10758.04	1494.52	0	252.64	200.33	0
3774	3171.17	0	0	69.40	3533.00	0
3775	0	1252.14	0	9.64	1611.47	0
3776	1009.34	1993.03	0	25.64	2832.46	1
3777	1513.50	4713.38	666.03	225.89	416.91	0
3778	4661.22	3502.37	0	86.34	380.62	0
3779	5208.78	4053.13	0	446.29	0	0
3780	0	5291.25	0	81.80	0	0
3781	3731.88	1544.84	2269.75	147.93	3233.43	0
3782	17089.48	9808.32	0	914.51	0	0
3783	0	4373.69	0	163.29	0	0
3784	10650.93	3061.65	0	228.72	1324.38	1
3785	9657.66	0	0	316.00	0	0
3786	0	1013.85	0	45.86	0	0
3787	3731.63	6733.20	0	90.91	282.23	0
3788	2923.11	4509.96	0	19.04	0	0
3789	9228.35	0	514.65	357.19	396.64	0
3790	3458.49	2178.61	0	215.85	0	1
3791	12668.72	4274.51	0	651.40	0	0
3792	3458.12	6874.54	0	43.88	0	0
3793	8664.34	0	0	59.88	0	0
3794	6315.17	1292.75	0	327.98	0	0
3795	1364.00	13443.32	0	717.09	0	0
3796	0	4404.09	0	171.45	0	0
3797	2041.13	4964.80	2105.62	332.47	0	0
3798	2719.14	0	0	114.54	0	0
3799	6077.84	4328.48	0	11.65	567.90	0
3800	1664.49	1615.68	0	127.11	2186.30	0
3801	1342.42	8959.19	211.56	236.07	335.68	0
3802	2512.55	1435.66	0	64.21	0	0
3803	3483.76	2423.60	0	197.40	0	0
3804	5196.65	0	0	116.77	0	0
3805	3450.51	0	0	93.04	0	0
3806	2332.22	0	0	68.64	952.13	0
3807	2706.47	1433.93	0	196.43	0	0
3808	8068.54	4215.62	0	13.81	1147.28	0
3809	1479.10	1287.31	0	25.60	0	0
3810	1966.74	0	0	39.80	999.74	0
3811	3343.62	4304.40	0	215.57	0	0
3812	4789.34	1179.45	0	110.26	0	0
3813	8780.25	1251.10	0	243.14	0	0
3814	0	2855.78	0	99.78	1303.13	0
3815	5061.12	0	0	193.95	0	0
3816	13007.66	0	192.98	137.03	0	0
3817	0	5835.06	0	116.55	0	0
3818	0	5367.16	106.25	89.38	0	0
3819	3530.77	0	2266.56	44.92	0	0
3820	2447.28	24271.43	0	1029.15	0	0
3821	0	3009.76	0	141.70	0	0
3822	12100.39	6532.75	0	496.98	2950.70	1
3823	4898.06	0	0	178.05	2960.20	0
3824	9362.19	1251.94	2400.83	82.24	0	0
3825	3679.05	5095.33	0	187.22	1074.20	0
3826	1301.19	0	0	26.18	0	0
3827	0	1001.59	1348.96	44.16	0	0
3828	0	2062.61	1435.21	34.83	0	0
3829	2735.19	1284.84	179.43	94.61	0	0
3830	3252.49	2378.45	0	56.80	535.46	0
3831	16334.16	0	0	191.91	0	0
3832	1875.45	1268.01	0	25.67	2205.47	0
3833	5027.31	1340.90	0	109.96	0	0
3834	6069.48	1503.38	0	23.61	124.90	0
3835	2567.64	3502.58	0	221.53	1626.34	0
3836	2517.83	0	0	74.51	0	0
3837	6379.51	13247.55	0	522.43	0	0
3838	1163.83	5406.44	0	323.23	0	0
3839	13775.48	2293.24	240.70	381.66	0	0
3840	7105.15	5497.03	0	87.72	289.98	0
3841	0	1065.22	0	19.86	0	0
3842	9191.38	0	0	101.63	517.54	0
3843	0	3137.03	0	9.38	0	0
3844	10606.61	6709.13	1274.47	269.88	0	0
3845	2607.43	3595.65	0	259.79	52.01	0
3846	2207.48	0	2828.15	127.64	0	0
3847	2392.31	4329.09	0	294.72	0	1
3848	1714.73	2769.22	0	12.83	53.67	0
3849	1478.87	0	0	25.96	0	0
3850	2692.09	2269.02	934.16	96.30	14.75	0
3851	3386.94	0	5726.49	179.28	0	0
3852	0	5206.81	213.74	9.05	3666.93	0
3853	3726.70	2520.51	0	219.90	0	0
3854	2131.42	1615.54	0	66.14	0	0
3855	0	2437.48	0	100.38	0	0
3856	21481.62	1915.77	4549.27	755.10	0	1
3857	8243.76	2853.08	455.34	312.23	512.56	0
3858	1743.45	3005.86	0	107.61	0	0
3859	5605.63	2354.68	0	316.50	0	0
3860	3322.43	0	0	164.83	0	0
3861	0	1087.83	0	34.15	0	1
3862	0	3789.46	0	78.28	284.37	0
3863	8616.55	0	0	398.85	0	0
3864	1538.01	4271.18	0	201.23	0	0
3865	0	3007.74	0	104.81	0	0
3866	1115.29	1359.38	5192.43	12.76	494.40	0
3867	0	8699.40	0	415.53	364.62	0
3868	2275.49	1370.40	0	10.26	405.03	0
3869	10857.75	4414.26	0	679.08	0	0
3870	0	3756.50	0	95.79	0	1
3871	1920.37	0	2853.89	81.77	28.67	0
3872	4099.72	4396.72	0	383.75	0	0
3873	1374.16	0	0	39.21	781.78	0
3874	1591.10	1849.76	0	35.44	0	0
3875	7733.66	10243.33	0	213.97	0	1
3876	5223.06	2195.23	0	253.74	140.89	0
3877	4220.59	2229.62	0	141.41	0	0
3878	4303.81	7065.36	132.44	555.98	0	0
3879	0	1935.17	0	69.87	0	1
3880	2529.41	9004.20	0	313.94	0	0
3881	4718.06	7799.11	0	121.54	0	0
3882	0	4037.78	0	189.42	0	0
3883	5891.25	0	0	142.56	2426.09	0
3884	7782.51	3224.00	0	283.76	0	0
3885	0	3874.13	2130.81	199.87	0	0
3886	4463.14	0	0	128.29	0	0
3887	2879.91	2706.21	7673.92	223.99	0	0
3888	7820.06	9378.76	0	664.92	0	0
3889	6794.49	1780.08	0	293.19	0	0
3890	3329.51	11122.92	0	53.44	1223.90	0
3891	3978.78	3290.10	0	141.15	0	0
3892	1559.75	24017.86	0	1262.34	895.64	0
3893	0	1191.46	1686.98	38.97	402.30	0
3894	1451.41	3439.12	0	189.92	0	0
3895	6593.92	2433.12	0	29.13	0	0
3896	1210.99	1379.27	2677.94	62.39	0	0
3897	1509.74	1779.87	0	12.42	535.15	0
3898	1065.76	1505.20	0	54.60	4238.38	0
3899	0	14091.82	0	569.57	0	0
3900	8617.49	2723.04	0	532.98	0	0
3901	1238.09	3252.35	0	73.80	0	0
3902	1489.16	3545.36	372.22	83.86	0	0
3903	0	3531.20	0	62.62	835.74	0
3904	6833.50	2257.79	0	439.51	0	0
3905	1603.05	0	0	75.48	0	0
3906	3827.29	5861.17	0	385.91	0	0
3907	1700.58	4917.00	0	129.24	0	0
3908	0	5197.12	0	252.16	0	0
3909	3861.57	6898.22	0	298.58	255.19	0
3910	5891.43	0	0	127.10	0	0
3911	4141.77	5313.09	0	17.49	0	0
3912	0	1540.71	0	20.46	0	0
3913	12087.32	0	0	539.86	0	0
3914	7871.61	1108.34	0	8.96	1517.03	0
3915	1015.42	5474.26	0	301.74	0	0
3916	1620.08	0	0	27.49	2046.62	0
3917	9654.32	2857.09	0	195.39	0	0
3918	14517.79	2818.57	0	325.85	3475.00	0
3919	6818.98	3568.10	0	66.91	0	0
3920	2056.85	4275.74	0	263.01	0	0
3921	1662.52	0	0	36.34	698.09	1
3922	1386.42	2629.84	0	23.18	0	0
3923	6743.31	4857.41	0	197.69	0	0
3924	3208.26	1255.90	629.15	155.26	0	0
3925	0	3875.87	0	53.02	0	0
3926	0	9298.28	0	42.92	0	0
3927	5034.53	0	0	80.54	0	0
3928	2456.79	7086.39	0	465.26	1990.82	0
3929	4284.88	4460.16	0	248.25	895.90	0
3930	0	3288.17	0	121.42	0	0
3931	20304.29	0	1401.15	932.08	0	0
3932	4545.78	0	0	149.27	0	0
3933	3958.65	1327.71	0	190.17	0	0
3934	2678.28	10793.78	0	611.12	2255.57	0
3935	10916.40	0	0	540.50	0	1
3936	4642.92	1337.97	0	236.75	0	0
3937	4861.02	2853.60	0	374.30	0	0
3938	5427.49	2101.94	1292.90	263.69	667.00	0
3939	10219.62	2367.21	0	207.38	1644.30	0
3940	0	5007.16	0	112.43	647.65	0
3941	1396.15	1041.30	0	55.86	729.69	0
3942	2842.28	0	0	57.76	1112.78	0
3943	2518.50	7415.41	0	96.43	2727.17	0
3944	2078.71	1302.46	0	32.20	0	0
3945	6639.98	6305.08	0	550.82	504.24	0
3946	3112.17	4082.62	0	54.85	0	0
3947	0	8041.29	0	58.08	0	0
3948	3154.44	7153.08	0	61.33	0	0
3949	6055.82	8265.13	0	121.02	0	0
3950	6535.45	14854.13	0	631.66	0	0
3951	11197.02	4089.95	0	687.55	0	1
3952	6940.15	0	0	224.89	2403.83	0
3953	7929.58	2751.63	1216.23	237.29	3879.89	0
3954	6701.74	3580.62	0	513.17	0	0
3955	4291.55	3554.91	0	148.15	0	0
3956	6373.86	3097.90	0	358.71	0	0
3957	0	1747.16	0	23.74	0	0
3958	4137.30	0	388.84	181.20	0	0
3959	7236.24	0	1948.41	62.57	0	0
3960	3428.98	1340.71	0	110.32	3383.01	0
3961	8676.39	5907.94	0	290.39	1244.96	0
3962	2684.24	2401.74	0	21.85	0	0
3963	17990.94	0	0	361.49	2496.76	0
3964	4406.15	3150.19	0	9.09	0	0
3965	0	1414.28	0	29.27	0	1
3966	4914.17	1285.72	0	9.34	1271.03	0
3967	2588.22	0	0	28.17	0	0
3968	0	4729.71	0	19.35	0	0
3969	4828.20	0	0	43.57	0	0
3970	1613.93	2340.58	0	183.25	0	0
3971	1629.84	3594.88	0	38.25	0	0
3972	1132.70	2949.47	635.27	83.06	0	0
3973	6053.54	1122.85	0	186.06	0	0
3974	1805.66	4314.80	2185.49	129.15	1096.58	0
3975	1702.65	6613.53	0	39.82	0	0
3976	1922.43	3066.98	0	117.07	0	0
3977	1371.62	4800.98	0	300.16	0	0
3978	3530.63	0	0	20.27	2808.83	0
3979	3870.91	0	0	152.87	137.86	0
3980	1262.48	3067.56	0	147.90	1585.81	0
3981	4089.16	2030.84	0	197.08	3631.41	0
3982	2063.54	1350.80	624.30	172.81	0	0
3983	0	11897.61	88.38	135.59	0	0
3984	10165.90	1662.98	0	170.91	0	0
3985	3049.80	11786.17	0	94.80	82.73	0
3986	5148.61	1594.05	0	304.34	0	0
3987	2858.28	3634.42	0	188.89	0	0
3988	1138.71	1376.08	0	49.36	0	0
3989	13595.31	3847.18	0	166.65	582.56	0
3990	0	3367.54	980.09	151.42	0	0
3991	12853.00	9457.04	0	750.11	161.87	0
3992	8140.53	0	0	195.80	3288.43	1
3993	1039.85	1736.25	0	94.51	0	0
3994	1358.18	3221.58	0	172.18	0	1
3995	3559.04	0	0	28.47	0	0
3996	5958.76	3317.29	0	145.65	0	0
3997	4641.53	0	0	159.30	0	0
3998	7251.79	0	0	137.72	0	0
3999	0	6309.93	0	175.87	3304.30	0
4000	2115.60	0	0	102.85	0	0
4001	7355.60	0	0	86.76	0	0
4002	0	2284.46	0	9.00	1022.60	0
4003	0	6668.28	0	316.10	0	0
4004	1525.65	2301.66	1798.11	161.93	870.85	0
4005	12950.12	0	0	513.33	377.98	0
4006	2148.93	0	0	69.00	360.21	0
4007	0	5206.11	0	82.31	1230.76	0
4008	3178.12	1604.71	0	73.59	2565.59	0
4009	2075.09	9519.45	0	377.03	0	0
4010	0	2634.20	0	83.00	6.25	0
4011	3040.19	3129.59	0	119.34	141.62	0
4012	2086.92	4436.56	0	95.02	0	0
4013	0	4088.18	0	22.89	0	0
4014	23866.56	12192.49	181.67	342.69	4178.33	0
4015	0	8633.35	4420.19	244.56	0	0
4016	7244.00	0	0	185.51	2325.41	0
4017	9354.63	2242.13	0	135.95	0	0
4018	1868.88	7737.02	0	413.06	0	1
4019	1916.70	7509.68	0	148.23	468.42	0
4020	4038.42	0	0	27.76	0	0
4021	3364.96	1415.11	0	85.76	0	0
4022	4772.44	4391.76	0	205.93	0	0
4023	8892.21	1263.66	0	497.33	0	0
4024	8629.11	0	0	309.35	0	0
4025	4441.59	0	0	179.35	0	0
4026	4376.79	0	0	213.82	21.70	0
4027	0	3450.82	0	128.23	0	0
4028	4280.46	0	0	121.14	1080.77	0
4029	3358.37	1108.77	0	100.08	2038.49	1
4030	0	1870.93	0	13.70	0	0
4031	0	3162.79	0	152.84	253.24	0
4032	6386.71	0	0	266.67	0	0
4033	0	3076.89	93.52	42.45	0	0
4034	2481.32	1250.24	0	115.77	0	0
4035	1193.07	6301.46	0	105.96	4482.01	0
4036	0	3960.34	0	62.45	2047.45	0
4037	1141.50	1910.14	0	39.95	287.39	0
4038	8827.39	1459.19	0	371.33	0	1
4039	1947.53	1823.26	0	117.19	1037.74	0
4040	6301.59	0	0	52.98	442.37	0
4041	2224.82	4703.57	0	137.26	0	0
4042	3554.54	3271.17	0	337.27	0	0
4043	1427.19	1102.41	0	62.16	1978.61	0
4044	1815.89	0	2034.84	15.54	0	0
4045	2780.47	3805.53	0	295.17	0	1
4046	6462.86	0	0	141.12	0	0
4047	0	2629.19	0	27.22	0	0
4048	1929.91	4536.84	0	228.23	7174.66	0
4049	2733.28	4652.53	0	139.89	0	0
4050	1753.61	2952.38	0	176.11	0	0
4051	3858.18	1240.22	0	93.79	0	0
4052	3461.78	12366.65	0	490.17	45.49	0
4053	2430.02	1705.63	0	60.22	0	1
4054	8150.12	1463.59	0	309.88	1876.27	0
4055	9995.44	3284.69	0	298.77	0	0
4056	6257.22	0	0	168.83	0	0
4057	8280.20	0	0	68.25	3943.18	1
4058	0	6104.45	0	169.78	0	0
4059	0	1901.76	0	43.20	0	0
4060	2642.96	0	0	128.55	0	0
4061	13266.02	5837.88	0	936.09	0	0
4062	7307.24	2233.01	0	343.21	1636.93	0
4063	3316.60	2411.63	0	246.67	1443.23	0
4064	1411.08	0	0	25.31	1024.33	0
4065	0	3930.31	0	59.02	0	0
4066	1474.18	5458.01	0	284.97	0	0
4067	0	2231.88	0	15.68	0	0
4068	9954.58	0	0	350.17	0	0
4069	3219.36	1679.05	21.69	107.13	0	0
4070	0	2305.22	0	82.68	0	0
4071	3893.64	2386.19	0	139.39	1130.03	0
4072	0	6631.09	0	155.00	425.30	1
4073	2676.46	0	0	33.23	0	0
4074	7147.11	1343.00	0	171.57	0	0
4075	2734.01	0	0	112.07	948.78	0
4076	0	10824.34	0	137.84	5147.15	0
4077	2968.20	3717.16	1009.65	90.91	2022.81	0
4078	2648.29	0	0	91.65	0	0
4079	2525.99	1336.13	0	169.47	0	1
4080	2299.53	11189.02	0	131.25	0	0
4081	4808.04	6633.90	0	64.55	0	0
4082	1340.68	7409.70	0	294.59	0	0
4083	3867.48	1788.24	0	235.90	0	0
4084	0	1922.57	0	8.97	0	0
4085	3635.57	11762.55	0	744.62	0	1
4086	5163.88	9715.92	0	431.51	0	1
4087	2687.28	7310.12	0	84.50	1960.10	1
4088	0	5286.92	0	19.71	0	0
4089	2050.79	0	0	29.57	76.09	0
4090	1951.03	0	0	66.97	2372.58	0
4091	3238.33	1260.37	0	86.90	1062.61	0
4092	2214.43	0	0	67.00	0	0
4093	2178.36	0	0	46.96	0	0
4094	4173.21	7421.63	1056.97	155.65	1444.47	0
4095	2532.19	0	0	56.13	0	0
4096	8754.84	0	0	283.16	0	0
4097	4139.91	4079.32	0	10.55	4800.83	0
4098	0	2562.58	0	112.17	0	0
4099	11394.14	9339.15	0	452.01	0	0
4100	0	1753.40	204.62	13.13	137.91	0
4101	10436.00	2459.03	0	536.75	0	0
4102	2755.68	0	0	28.55	0	0
4103	1939.23	0	0	38.78	0	0
4104	11257.17	4896.22	533.04	494.75	560.67	0
4105	0	1159.33	0	19.52	484.34	0
4106	11054.23	12036.23	0	1027.24	0	0
4107	1982.39	5578.61	1082.05	153.15	0	0
4108	17179.64	0	0	774.02	0	0
4109	12334.89	0	0	288.62	0	0
4110	1239.45	7806.63	0	334.67	112.17	0
4111	3826.56	0	2301.99	184.51	0	0
4112	6295.34	1931.44	0	62.68	831.05	0
4113	0	1764.39	0	54.37	345.09	0
4114	7153.99	0	0	172.93	511.43	1
4115	0	1834.45	0	46.56	0	0
4116	3050.32	6269.57	0	306.00	0	0
4117	3357.70	2062.48	0	74.19	1312.70	0
4118	1337.06	0	0	25.67	1463.96	0
4119	0	1040.30	348.01	28.45	0	0
4120	1037.83	0	0	27.04	2086.79	0
4121	0	4111.88	0	11.20	0	0
4122	0	1746.67	0	87.44	0	0
4123	5543.30	0	0	157.74	0	0
4124	1963.13	0	0	56.67	175.63	1
4125	6563.96	8981.71	0	275.97	0	0
4126	2268.58	3386.69	0	53.53	0	0
4127	3094.58	1235.76	0	129.53	0	0
4128	4046.31	2640.70	712.81	127.89	0	0
4129	5281.75	18852.81	0	916.97	0	0
4130	8050.55	5026.58	0	629.22	0	0
4131	1783.37	0	0	22.87	0	1
4132	3727.35	1386.14	0	27.08	976.23	0
4133	1034.14	2588.78	0	127.41	0	0
4134	6275.63	4517.72	0	361.02	448.09	0
4135	3882.89	2513.07	0	259.13	481.60	0
4136	4137.53	4169.07	0	146.28	0	0
4137	2652.98	0	0	71.06	0	0
4138	1768.29	4804.48	0	180.69	0	1
4139	0	3532.03	0	108.93	0	0
4140	0	1162.34	0	49.94	0	0
4141	4399.87	2754.72	0	309.35	0	0
4142	0	3108.25	0	9.87	0	0
4143	4711.82	4079.69	0	335.20	0	0
4144	1594.77	0	0	14.57	0	0
4145	0	4619.23	0	9.62	3392.33	0
4146	3560.04	1109.38	0	8.96	2049.69	0
4147	5213.73	4627.67	0	41.94	4111.81	0
4148	1924.47	4789.55	0	297.12	423.45	0
4149	5063.93	2171.07	0	85.43	0	0
4150	5567.02	1709.36	0	182.15	0	0
4151	1669.13	5678.30	0	90.66	1026.85	0
4152	2307.61	0	0	93.59	483.37	0
4153	3678.10	4308.63	506.16	367.97	0	1
4154	0	2354.60	0	83.89	3071.88	0
4155	4703.04	0	0	12.00	0	0
4156	0	1109.61	1002.92	48.50	0	0
4157	5248.12	1718.79	0	170.17	0	0
4158	1786.07	6052.81	0	139.21	0	0
4159	1338.21	2771.95	0	187.78	0	0
4160	1532.92	12944.99	0	496.94	3689.86	0
4161	7367.29	5542.33	0	244.37	3180.50	0
4162	1022.59	0	0	16.42	0	0
4163	9768.27	0	0	29.07	0	1
4164	3961.32	6686.47	0	268.88	0	0
4165	7517.27	5536.31	0	575.60	0	0
4166	0	1194.23	0	10.27	0	0
4167	1545.47	0	0	76.49	0	0
4168	2286.07	0	0	68.87	0	0
4169	1015.90	4412.56	0	206.91	0	0
4170	2113.22	3468.53	0	67.28	0	0
4171	2236.82	15194.15	0	547.53	0	0
4172	9116.50	1310.01	0	436.18	0	1
4173	0	4586.95	0	98.06	0	0
4174	4271.48	1925.47	0	182.21	0	0
4175	5248.14	1992.51	5240.80	365.90	0	0
4176	1634.75	1607.09	0	88.06	691.30	1
4177	7746.74	1944.67	3585.27	49.82	0	0
4178	6686.30	6328.22	0	397.62	4222.06	0
4179	5984.03	15815.32	0	928.40	0	1
4180	2751.49	1021.46	0	10.54	0	0
4181	4680.17	0	0	78.97	2005.50	0
4182	6130.59	1789.89	0	305.86	1028.11	0
4183	1108.58	1767.29	0	44.70	2267.78	0
4184	8549.13	3715.56	0	81.33	0	0
4185	0	2914.27	0	30.40	0	0
4186	6240.25	3103.46	0	286.10	2391.00	0
4187	1632.81	7654.42	0	161.48	757.28	0
4188	3789.87	1570.43	0	185.57	0	1
4189	5198.08	8588.92	0	388.95	0	0
4190	5272.03	1723.62	0	313.90	0	0
4191	2755.85	0	0	79.02	924.27	0
4192	0	3015.40	0	12.64	0	0
4193	4894.59	1872.88	0	260.19	0	0
4194	3409.42	3746.62	1538.44	70.87	35.77	0
4195	2386.98	13105.69	0	657.80	0	0
4196	2077.13	3166.64	0	179.41	959.91	0
4197	3509.19	1034.80	562.91	182.19	1750.59	0
4198	0	5645.58	0	214.80	1557.25	0
4199	2209.96	0	0	60.40	0	0
4200	0	7867.43	0	224.31	145.78	0
4201	7956.43	4174.00	0	119.14	386.50	0
4202	6795.80	2194.61	0	226.01	0	0
4203	1610.41	2300.76	0	69.11	0	0
4204	3882.90	2823.08	0	273.74	574.62	0
4205	2346.63	11647.30	0	346.24	31.43	0
4206	15658.34	2224.11	0	885.52	0	0
4207	3672.69	3489.38	0	9.54	362.89	0
4208	9053.27	0	19.47	272.57	640.50	0
4209	7937.21	1580.02	0	201.62	0	0
4210	1954.37	12282.66	0	452.60	172.74	0
4211	1026.58	1583.83	0	43.29	0	0
4212	1709.82	0	2345.83	39.36	0	0
4213	0	6044.03	0	134.89	0	0
4214	3116.83	1510.52	0	196.37	0	0
4215	7554.13	2718.96	4383.93	387.38	0	0
4216	5774.37	2311.14	0	295.32	0	0
4217	0	1997.19	0	80.67	0	0
4218	1543.21	1861.12	0	67.21	886.13	0
4219	0	1463.89	0	35.22	0	0
4220	6010.25	3601.77	0	190.86	3811.55	0
4221	2014.50	13304.52	0	595.91	0	0
4222	1030.55	6161.85	0	152.20	0	0
4223	1740.44	2983.41	0	114.91	0	0
4224	0	1479.12	0	11.11	1041.29	0
4225	0	8150.59	0	348.55	2225.23	0
4226	4367.34	5498.47	620.75	245.11	0	0
4227	2334.52	1834.39	0	160.23	0	0
4228	0	1468.13	0	43.79	0	0
4229	7583.72	0	0	103.89	0	0
4230	1376.29	0	7261.99	43.44	0	0
4231	1927.04	0	2183.45	9.33	1617.05	0
4232	1541.94	5776.60	1006.23	9.64	0	0
4233	1823.62	7673.40	0	314.72	2210.97	0
4234	0	2811.95	0	57.57	524.16	1
4235	1882.61	5855.35	0	323.56	0	0
4236	4117.77	0	0	170.30	1135.97	0
4237	11932.28	6265.99	0	303.32	0	0
4238	9504.59	4508.60	0	159.14	813.13	0
4239	1111.26	0	0	36.42	0	0
4240	9917.31	1151.44	0	395.67	0	0
4241	2190.66	3849.60	0	287.35	0	0
4242	1129.67	1276.44	4251.93	108.74	0	0
4243	3234.07	7487.96	0	241.96	0	0
4244	0	1190.46	0	42.30	0	0
4245	3026.09	1638.06	0	11.20	0	0
4246	1217.54	7612.37	0	390.97	0	0
4247	14512.89	3082.52	0	703.19	0	1
4248	1093.93	0	0	15.04	0	0
4249	10729.94	4792.65	0	650.18	0	1
4250	0	4129.18	0	161.03	0	0
4251	2550.89	3564.00	2465.82	183.43	2343.47	0
4252	3882.50	4367.66	5711.47	456.36	0	0
4253	8131.68	0	0	242.65	276.36	0
4254	4128.31	2535.19	0	27.11	0	0
4255	10528.11	0	0	500.68	1548.48	0
4256	4175.21	0	0	32.77	0	0
4257	1970.91	0	0	31.64	941.57	0
4258	2511.86	6546.86	0	187.98	614.95	0
4259	0	2844.83	499.03	59.39	0	0
4260	0	6608.63	0	230.08	0	0
4261	5387.51	6531.75	0	548.50	0	0
4262	0	1964.71	412.35	93.43	0	0
4263	5179.63	6096.42	369.45	196.54	0	0
4264	1131.80	1966.20	0	83.74	638.19	1
4265	3190.81	7992.54	0	332.94	8.52	0
4266	7651.45	7051.20	0	700.02	1149.75	0
4267	5384.77	10338.79	0	595.00	0	0
4268	8803.21	1430.10	0	448.36	0	0
4269	1542.03	1193.94	0	11.90	816.76	0
4270	5370.42	0	0	63.66	0	0
4271	7533.69	2449.05	0	313.67	0	0
4272	2825.65	7488.19	0	197.71	0	0
4273	6556.39	12384.96	0	307.34	0	0
4274	5780.15	0	0	170.57	0	1
4275	4460.38	12287.88	0	132.94	0	0
4276	0	6245.22	0	215.11	784.69	0
4277	4467.13	2263.59	0	129.65	1043.04	0
4278	1265.06	0	0	35.02	0	0
4279	0	1248.69	0	9.13	1003.43	0
4280	1339.02	3217.50	0	66.40	0	0
4281	2048.36	4888.68	0	243.41	0	0
4282	4004.30	2363.87	0	180.50	0	1
4283	2435.84	4378.27	0	192.01	0	0
4284	1307.04	2093.53	0	37.12	169.43	0
4285	1745.71	0	0	9.19	0	0
4286	3845.75	0	0	46.96	0	0
4287	6367.12	3209.81	2489.82	300.91	675.64	0
4288	5050.18	1588.66	0	288.13	5559.03	0
4289	3995.48	1803.34	0	38.20	0	0
4290	2207.56	2340.97	865.51	122.32	0	0
4291	0	3599.73	614.42	10.16	0	0
4292	1176.36	5449.56	0	133.17	0	0
4293	0	2612.62	0	22.36	0	0
4294	16653.81	5642.03	0	817.62	0	0
4295	0	0	1972.15	10.83	0	0
4296	5373.45	2699.02	0	43.46	315.04	0
4297	3438.71	1700.25	0	177.44	0	0
4298	5155.94	3924.05	0	64.60	0	0
4299	1853.29	0	0	59.66	0	1
4300	6601.62	0	0	115.90	0	0
4301	3812.32	2387.25	0	181.18	916.34	0
4302	1935.85	2679.76	0	141.03	0	0
4303	8006.39	5137.22	0	82.80	0	0
4304	9877.28	6542.20	0	415.51	183.60	0
4305	7874.65	7189.83	0	215.42	0	0
4306	6067.38	10759.87	0	159.24	0	0
4307	1783.61	0	0	16.06	731.91	0
4308	1369.32	0	0	46.57	0	0
4309	2243.07	0	0	10.18	1337.25	0
4310	4520.91	0	0	219.78	1671.57	0
4311	2261.67	2743.13	0	177.30	0	0
4312	4921.41	0	0	218.21	0	1
4313	2649.23	0	0	9.48	0	0
4314	10225.87	2595.98	0	274.20	0	0
4315	0	1916.70	0	79.31	2051.86	0
4316	1124.14	4346.67	89.03	198.45	0	0
4317	2392.99	21275.35	0	218.70	17.45	0
4318	2948.65	5467.81	326.82	296.58	2807.06	0
4319	0	1072.68	0	44.60	0	0
4320	4434.28	8956.20	0	301.00	146.43	0
4321	6323.97	4416.88	0	298.25	0	0
4322	0	4800.39	0	28.58	1237.09	0
4323	1724.32	1293.70	0	58.94	0	0
4324	2238.66	0	0	87.86	0	0
4325	3096.04	16934.14	0	827.82	0	0
4326	3196.96	8185.95	0	191.02	2926.67	0
4327	4672.53	1581.43	0	85.98	0	1
4328	1649.91	2358.07	0	69.25	0	0
4329	1481.57	1926.62	0	120.63	0	1
4330	0	1845.05	919.93	34.72	0	0
4331	13056.25	2653.47	0	779.46	2361.72	1
4332	11687.62	3839.89	0	9.06	317.69	0
4333	8722.68	0	0	338.43	1317.18	0
4334	1160.55	10021.45	0	256.34	0	0
4335	10530.46	5718.48	0	670.82	0	0
4336	7138.33	7894.03	0	354.39	0	0
4337	11214.97	4986.01	592.13	291.92	0	0
4338	2242.18	0	0	44.30	0	0
4339	3423.41	6667.16	0	304.38	1615.53	0
4340	2984.08	8259.17	909.36	275.86	289.30	0
4341	5941.70	10356.69	0	146.70	0	0
4342	6898.76	0	0	54.79	8.34	0
4343	4133.91	0	0	28.93	0	0
4344	6844.92	2750.20	0	205.60	0	0
4345	1164.25	2108.57	0	48.65	963.40	0
4346	7938.74	2347.65	0	302.72	0	0
4347	1610.40	2741.95	0	9.85	0	0
4348	0	9790.54	704.79	173.54	0	0
4349	3065.46	5974.55	0	141.64	0	0
4350	10308.13	0	0	240.06	0	1
4351	0	1776.88	0	67.44	0	0
4352	0	9030.82	0	14.95	0	0
4353	4313.56	3238.28	0	11.88	0	0
4354	4119.13	1010.82	0	100.62	1212.44	0
4355	1696.06	3538.67	0	173.38	934.05	0
4356	5413.10	2852.55	0	355.56	0	0
4357	1240.28	5018.65	0	9.60	0	0
4358	4765.69	6890.74	682.47	241.78	0	0
4359	7055.11	2827.43	0	295.06	491.01	0
4360	8326.27	5777.17	0	68.06	0	0
4361	7731.57	7049.13	0	497.39	0	0
