ID	SAFRA	IDADE	RENDA_MEDIA_MENSAL	TOTAL_INVESTIMENTOS	QTDE_CONSULTAS_CREDITO_12M	QTDE_CARTOES	QTDE_EMPRESTIMOS_12M	QTDE_CHEQUE_ESPECIAL_12M	QTDE_PGTOS_EM_ATRASO_12M	TOTAL_DIAS_ATRASO_12M	FLAG_PGTO_PARCIAL_12M	VALOR_PGTOS_12M	PERC_MEDIO_LIMITE_TOMADO_12M	RESPOSTA_MAU_BOM
0x2180a	Safra 1	34	9400	5900	0	5	1	1	3	14	Sim	28403	0.08	0
0x2181	Safra 3	34	18900	62700	0	3	0	1	4	18	Nao	6760	0.23	1
0x21810	Safra 2	34	19100	40900	0	3	0	3	2	13	Sim	19446	0.1	1
0x21816	Safra 3	34	12400	0	0	5	0	1	3	12	Sim	25529	0.39	1
0x2182	Safra 3	34	9900	24900	0	1	0	1	0	0	Nao	6458	0.32	1
0x21822	Safra 1	34	9200	7000	0	1	0	1	1	1	Nao	15892	0.21	1
0x2182e	Safra 1	34	6000	2500	1	3	1	2	2	10	Sim	13522	0.27	0
0x2183	Safra 1	34	9300	0	0	3	2	1	0	0	Nao	9179	0.31	1
0x21830	Safra 2	34	3700	100	0	4	1	2	3	23	Sim	17696	0.15	1
0x2183a	Safra 3	34	14300	3100	0	5	1	3	6	28	Sim	34008	0.05	0
0x2184	Safra 3	34	3700	0	1	4	0	1	3	15	Nao	7616	0.19	1
0x21840	Safra 1	34	6100	400	2	3	2	2	2	48	Sim	8119	0.48	1
0x21846	Safra 3	34	10800	62600	5	5	1	3	2	37	Sim	63225	0.01	1
0x21849	Safra 2	34	6900	3300	0	2	0	2	4	10	Sim	24048	0.42	1
0x2184a	Safra 3	34	5300	0	1	1	0	0	1	1	Sim	13660	0.73	0
0x2185	Safra 3	34	3200	5400	2	2	0	1	1	1	Nao	3971	0.75	0
0x21852	Safra 1	34	6600	0	0	3	1	2	5	28	Sim	10690	0	1
0x2185e	Safra 2	34	14800	0	4	5	1	3	4	68	Sim	12314	0.36	1
0x2186a	Safra 3	34	10800	400	0	7	1	2	3	57	Sim	36112	0.43	1
0x21876	Safra 1	34	8400	2000	3	7	3	2	3	9	Sim	6456	0.38	0
0x21882	Safra 3	34	11700	100	0	2	0	2	2	8	Sim	23606	0	1
0x21887	Safra 3	34	2700	2900	0	3	0	1	2	11	Nao	9628	0.33	1
0x21888	Safra 1	34	2900	0	0	2	0	1	2	4	Nao	18316	0.96	0
0x2188e	Safra 1	34	4200	2100	0	1	0	0	0	0	Nao	9113	0.05	1
0x2189a	Safra 3	34	6200	7300	0	2	0	0	2	3	Nao	3052	0.86	1
0x2189c	Safra 3	34	22300	43200	0	3	0	0	1	16	Sim	7210	0.51	1
0x2189d	Safra 2	34	6100	400	1	2	0	1	1	6	Sim	32307	0.78	1
0x218a	Safra 3	34	2500	0	0	1	0	1	0	0	Nao	11611	0.26	1
0x218a0	Safra 2	34	4900	0	0	2	0	1	2	2	Nao	13647	0.02	1
0x218a6	Safra 3	34	6000	50400	2	4	0	2	1	2	Sim	21639	0.1	1
0x218b	Safra 2	34	5700	0	0	5	1	2	5	93	Sim	48915	0.3	1
0x218b2	Safra 3	34	13000	89800	8	1	0	1	0	0	Nao	0	0	1
0x218be	Safra 3	34	8000	1800	0	1	0	1	0	0	Nao	17306	0.99	1
0x218c	Safra 1	34	7000	41100	0	1	0	1	0	0	Nao	18273	0.2	1
0x218c0	Safra 1	34	9700	0	0	1	0	1	0	0	Nao	13996	0.32	1
0x218ca	Safra 2	34	6800	100	0	4	0	0	3	10	Sim	10607	0.07	1
0x218d	Safra 2	34	7300	400	0	3	1	0	2	19	Sim	8416	0.6	1
0x218d0	Safra 1	34	5300	42700	3	3	0	1	1	12	Nao	13865	0.29	1
0x218d6	Safra 3	34	11300	0	0	4	0	1	3	9	Nao	19984	0.85	1
0x218e	Safra 2	34	11700	14600	2	1	0	2	1	1	Sim	25131	0.01	1
0x218e2	Safra 1	34	12300	21800	0	4	0	0	2	3	Sim	4839	0.52	1
0x218ee	Safra 2	34	13900	87400	2	2	0	4	1	3	Nao	8927	0.3	1
0x218f	Safra 2	34	7500	3100	0	1	0	1	0	0	Sim	26490	0.7	1
0x218f0	Safra 3	34	4300	1000	0	1	0	1	0	0	Nao	16086	0.63	1
0x218fa	Safra 3	34	4900	48200	3	2	0	1	1	3	Sim	21971	0.09	1
0x2190	Safra 2	34	7100	2700	2	1	0	1	0	0	Nao	6549	0	1
0x21900	Safra 1	34	3600	5500	1	2	0	1	3	9	Sim	12651	0.29	0
0x21906	Safra 2	34	1500	94300	0	1	0	1	0	0	Nao	5700	0.71	1
0x2191	Safra 2	34	25200	0	0	1	0	0	0	0	Nao	0	0	1
0x21912	Safra 2	34	11600	0	0	3	1	1	2	22	Sim	29243	0.09	1
0x2191e	Safra 3	34	9500	100	0	1	0	1	1	1	Nao	8580	0.05	1
0x2192a	Safra 2	34	14600	33900	0	2	0	1	1	7	Sim	21997	0.11	1
0x21936	Safra 1	34	8900	56900	0	2	0	1	2	7	Nao	18364	0.33	1
0x21942	Safra 1	34	17700	200	1	3	0	2	1	14	Sim	5704	0.16	1
0x2194e	Safra 1	34	2900	33000	0	1	0	1	0	0	Nao	5286	0.08	1
0x2195a	Safra 1	34	3800	0	1	2	0	2	7	9	Sim	10224	0.26	1
0x2196	Safra 3	34	6600	3700	0	2	0	1	2	2	Sim	26227	0.1	1
0x21960	Safra 3	34	7600	1200	2	3	1	1	3	26	Sim	9041	0.45	1
0x21966	Safra 2	34	20000	3800	0	2	0	0	2	3	Nao	14129	0.58	1
0x2197	Safra 1	34	11300	0	3	4	0	3	1	2	Sim	10288	0.39	1
0x21972	Safra 1	34	4000	1500	0	4	0	1	3	3	Nao	17488	0.01	0
0x2197e	Safra 2	34	1500	0	0	3	0	2	3	11	Nao	10849	0.21	1
0x2198	Safra 3	34	8400	500	0	2	0	1	1	2	Nao	8596	0.6	1
0x21980	Safra 2	34	19200	22200	0	2	0	1	3	7	Sim	35395	0.05	0
0x2198a	Safra 1	34	16000	9200	1	3	1	2	5	34	Sim	3101	0.28	0
0x2199	Safra 1	34	7400	300	1	2	0	3	2	3	Sim	2322	0.02	1
0x21990	Safra 3	34	2500	19000	0	2	0	1	2	2	Nao	12584	0.29	1
0x21996	Safra 1	34	10500	4300	1	3	1	2	2	20	Sim	9253	0.11	1
0x219a	Safra 1	34	15000	700	0	4	1	1	9	30	Sim	12193	0	1
0x219a2	Safra 1	34	4800	100	1	2	0	1	1	4	Nao	14920	0.02	1
0x219ae	Safra 2	34	14300	5400	2	4	1	2	4	28	Sim	22755	0.01	1
0x219b	Safra 1	34	7200	800	1	3	1	2	1	2	Sim	27177	0.71	1
0x219b0	Safra 3	34	16600	96400	6	3	2	1	2	3	Nao	6608	0.38	0
0x219ba	Safra 2	34	2500	0	0	2	0	1	2	2	Nao	13039	0.71	1
0x219c	Safra 3	34	7100	700	1	4	0	2	3	10	Sim	23984	0.25	1
0x219c0	Safra 1	34	8800	127700	2	1	0	1	0	0	Nao	10608	0.33	1
0x219c6	Safra 3	34	15700	59100	0	2	0	1	2	2	Sim	18360	0.32	1
0x219d	Safra 2	34	3500	0	0	2	0	1	3	3	Sim	4209	0.21	1
0x219d2	Safra 2	34	1600	64800	0	1	0	1	0	0	Nao	0	0	1
0x219de	Safra 3	34	12400	8000	0	6	1	1	3	31	Sim	15832	0.05	0
0x219ea	Safra 2	34	9000	0	0	1	0	1	0	0	Nao	4525	0.9	1
0x219f6	Safra 3	34	2900	3400	0	4	0	1	3	10	Nao	6899	0.82	1
0x21a02	Safra 2	34	6300	0	0	2	0	1	1	2	Sim	27976	0.74	1
0x21a0e	Safra 1	34	4500	0	1	3	0	4	2	15	Sim	36711	0.31	0
0x21a1a	Safra 3	34	15100	60300	5	4	1	3	2	27	Sim	2877	0.44	1
0x21a2	Safra 1	34	1500	35700	0	1	0	1	1	1	Nao	7287	0.15	1
0x21a20	Safra 1	34	6600	1200	0	1	0	1	1	1	Sim	15934	0.07	1
0x21a26	Safra 3	34	13900	60200	1	1	0	1	0	0	Sim	27245	0.28	0
0x21a3	Safra 1	34	14100	15700	0	5	1	1	3	37	Sim	66329	0.1	1
0x21a32	Safra 2	34	5800	0	0	1	0	1	0	0	Nao	9743	0.21	1
0x21a3e	Safra 3	34	10900	4300	1	6	1	2	8	67	Sim	25580	0.4	0
0x21a4	Safra 2	34	7700	900	0	2	0	1	2	2	Sim	22479	0.8	1
0x21a40	Safra 1	34	3000	0	0	2	0	1	1	2	Sim	27383	0.69	1
0x21a4a	Safra 1	34	4000	11000	0	1	0	2	0	0	Nao	7457	0.08	1
0x21a5	Safra 2	34	2800	15800	0	3	1	1	4	19	Nao	14032	0.32	1
0x21a50	Safra 1	34	12600	70900	5	2	0	1	2	7	Nao	10469	0.45	0
0x21a56	Safra 3	34	13800	7400	0	1	0	1	0	0	Nao	15569	0.46	1
0x21a6	Safra 3	34	7500	25600	0	1	0	1	1	1	Sim	9917	0.7	1
0x21a62	Safra 2	34	2100	0	0	1	0	1	1	1	Nao	3937	0.65	1
0x21a6e	Safra 2	34	7900	600	1	5	1	2	3	42	Sim	26250	0.05	0
0x21a7	Safra 3	34	4200	3100	2	2	0	1	2	9	Sim	20505	0.63	1
0x21a70	Safra 3	34	14700	47800	0	3	0	1	2	10	Sim	27347	0.5	1
0x21a7a	Safra 2	34	10600	0	2	4	0	2	5	15	Sim	19848	0.85	1
0x21a8	Safra 3	34	9500	0	1	5	2	1	1	40	Sim	14024	0.58	1
0x21a80	Safra 1	34	5400	0	2	2	0	2	2	5	Sim	12596	0.09	1
0x21a86	Safra 3	34	2300	3300	0	1	0	0	0	0	Nao	1334	0.06	1
0x21a9	Safra 2	34	2500	200	0	2	0	1	2	2	Nao	10598	0.04	1
0x21a92	Safra 2	34	4300	0	0	3	1	2	1	39	Sim	22205	0.19	1
0x21a9e	Safra 1	34	5000	0	0	4	0	1	0	0	Sim	2597	0.18	1
0x21aa0	Safra 3	34	16200	43600	2	3	2	2	3	32	Sim	12041	0.53	0
0x21aa1	Safra 1	34	5000	0	2	2	0	2	2	2	Sim	23190	0.44	1
0x21aaa	Safra 1	34	15300	66900	7	6	1	1	3	11	Sim	5896	0	1
0x21ab6	Safra 3	34	1300	14800	0	1	0	3	0	0	Nao	10437	0.51	1
0x21ac2	Safra 2	34	7100	600	0	3	0	1	2	11	Nao	10783	0.29	1
0x21ace	Safra 2	34	2600	5300	0	1	0	1	0	0	Sim	5850	0.04	1
0x21ad5	Safra 3	34	9500	22800	0	2	0	3	2	2	Nao	14961	0.41	0
0x21ada	Safra 1	34	13500	300	0	4	0	1	0	0	Nao	10083	0.1	1
0x21ae	Safra 2	34	12900	147000	0	2	0	0	2	3	Sim	15113	0.78	1
0x21ae0	Safra 3	34	27500	200	0	1	0	1	0	0	Nao	6740	0.24	1
0x21ae6	Safra 2	34	6400	200	1	3	2	2	2	59	Sim	13860	0.61	1
0x21af	Safra 3	34	26200	88400	0	2	0	1	2	5	Nao	7839	0.54	1
0x21af2	Safra 1	34	10400	3500	0	6	0	2	3	9	Sim	17250	0.26	1
0x21afe	Safra 2	34	8000	0	0	3	0	1	2	14	Nao	16041	0.57	1
0x21b0	Safra 2	34	2900	5600	1	2	0	1	2	2	Sim	10681	0.49	1
0x21b00	Safra 1	34	7200	76100	0	4	1	1	2	22	Nao	11977	0.02	1
0x21b0a	Safra 2	34	11000	40100	4	5	1	3	2	8	Sim	26869	0.16	1
0x21b1	Safra 2	34	14200	45300	0	2	0	0	1	2	Nao	7387	0.19	1
0x21b10	Safra 3	34	4100	300	0	3	0	1	2	13	Sim	21702	0.01	1
0x21b16	Safra 2	34	19800	49300	0	2	0	1	1	1	Nao	16037	0.07	1
0x21b2	Safra 3	34	7000	23900	0	3	0	0	4	16	Nao	7553	0.08	1
0x21b22	Safra 2	34	6900	0	1	6	1	2	4	78	Sim	10559	0.12	1
0x21b2e	Safra 2	34	2200	69400	3	2	0	1	2	4	Nao	12908	0.47	1
0x21b3	Safra 2	34	10000	19300	0	4	1	1	2	21	Sim	19068	0.08	0
0x21b30	Safra 2	34	20700	48800	6	6	1	3	2	25	Sim	35746	0.01	0
0x21b3a	Safra 3	34	6100	0	0	1	0	1	0	0	Sim	5723	0.14	1
0x21b4	Safra 1	34	1900	27900	0	2	0	1	1	4	Nao	13214	0.56	1
0x21b40	Safra 2	34	14600	49300	0	3	1	0	1	19	Sim	3769	0.06	1
0x21b46	Safra 2	34	7600	600	2	7	1	2	2	48	Sim	50883	0.46	1
0x21b5	Safra 3	34	15000	47100	2	2	0	1	1	4	Sim	20531	0.02	1
0x21b52	Safra 2	34	4800	12100	2	2	0	2	3	6	Sim	4748	0.52	0
0x21b53	Safra 2	34	7300	15000	0	1	0	1	0	0	Nao	6248	0.19	1
0x21b54	Safra 2	34	12500	6100	0	7	1	1	3	17	Sim	23262	0	1
0x21b5e	Safra 2	34	5400	0	1	4	1	2	3	25	Sim	23195	0.3	1
0x21b6a	Safra 3	34	4400	3900	2	3	1	2	2	19	Sim	20598	0.3	1
0x21b76	Safra 1	34	3100	34800	0	1	0	0	0	0	Nao	9891	0.32	1
0x21b82	Safra 3	34	11100	30800	0	1	0	1	0	0	Nao	6233	0.27	1
0x21b8e	Safra 2	34	2600	2900	1	1	0	1	0	0	Nao	15517	0.53	1
0x21b9a	Safra 2	34	5400	400	1	5	1	2	2	35	Sim	33613	0.26	1
0x21ba	Safra 2	34	2500	26600	1	2	0	2	2	3	Nao	10469	0.17	1
0x21ba0	Safra 2	34	13700	6100	0	2	0	1	1	1	Sim	24282	0.07	1
0x21ba6	Safra 2	34	7100	0	2	5	2	2	5	82	Sim	12774	0.02	1
0x21bb	Safra 1	34	6000	33700	2	1	0	2	0	0	Nao	4928	0.77	1
0x21bb2	Safra 2	34	6400	11400	2	5	1	4	9	48	Sim	8348	0.04	0
0x21bbe	Safra 1	34	1700	1500	0	2	0	1	3	9	Nao	1119	0.5	1
0x21bc	Safra 2	34	1800	2600	0	2	0	1	2	2	Nao	6966	0.05	1
0x21bc0	Safra 2	34	11300	0	6	4	0	5	1	1	Sim	17904	0.49	1
0x21bca	Safra 2	34	7900	0	0	2	0	1	2	2	Sim	24226	0.62	0
0x21bd	Safra 2	34	7900	300	0	4	0	1	0	0	Sim	2592	0.59	1
0x21bd0	Safra 3	34	2100	18100	0	1	0	0	0	0	Nao	2186	0.65	1
0x21bd6	Safra 2	34	7300	0	0	2	0	1	1	8	Sim	7872	0.66	1
0x21be	Safra 1	34	6500	0	1	1	0	1	0	0	Nao	11925	0.68	1
0x21be2	Safra 1	34	15800	7500	1	1	0	2	1	1	Sim	16214	0.13	1
0x21bee	Safra 2	34	5100	0	1	4	1	2	3	20	Sim	20602	0.64	1
0x21bf	Safra 3	34	4400	700	0	1	0	1	0	0	Nao	9041	0.32	1
0x21bf0	Safra 1	34	3100	102400	2	1	0	0	1	1	Nao	10895	0.33	1
0x21bfa	Safra 3	34	8700	2500	2	5	5	2	3	82	Sim	39525	0.01	1
0x21c0	Safra 2	34	8800	17300	0	1	0	1	0	0	Nao	9796	0.99	1
0x21c00	Safra 3	34	9500	300	0	1	0	3	1	1	Sim	1182	0.1	0
0x21c06	Safra 3	34	11800	45700	3	5	5	2	2	103	Sim	34297	0.8	0
0x21c1	Safra 1	34	13800	10200	0	5	1	2	2	36	Sim	28913	0.45	1
0x21c12	Safra 2	34	10500	136300	0	4	0	1	2	16	Nao	5688	0.76	1
0x21c1e	Safra 2	34	10900	17600	0	2	0	1	2	4	Nao	16629	0.28	1
0x21c2a	Safra 2	34	2400	100	0	1	0	1	0	0	Sim	18403	0.08	1
0x21c36	Safra 2	34	14200	70800	7	3	1	3	5	34	Sim	11256	0.17	1
0x21c42	Safra 3	34	17200	0	0	2	0	1	2	3	Nao	18462	0.97	1
0x21c43	Safra 2	34	15700	100	1	5	1	2	7	58	Sim	8020	0.28	0
0x21c4e	Safra 1	34	19400	1800	0	2	0	0	2	2	Nao	4052	0.87	0
0x21c5a	Safra 3	34	14400	600	0	2	0	1	3	3	Sim	17774	0.31	1
0x21c6	Safra 1	34	14600	24300	4	6	1	3	2	17	Sim	7577	0.63	0
0x21c60	Safra 2	34	7000	0	0	2	0	0	3	3	Sim	4866	0.31	1
0x21c66	Safra 3	34	17000	7900	0	3	2	0	3	4	Nao	4742	0.08	1
0x21c7	Safra 1	34	2400	14000	0	2	0	1	3	3	Nao	12660	0.35	1
0x21c72	Safra 2	34	12200	0	0	5	2	2	3	87	Sim	7011	0.28	1
0x21c7e	Safra 1	34	7500	7900	2	2	0	2	3	8	Sim	24482	0.38	1
0x21c8	Safra 1	34	10700	1300	0	2	0	1	2	6	Nao	5165	0.34	1
0x21c80	Safra 3	34	1700	0	0	2	0	1	4	4	Sim	19079	0.57	1
0x21c8a	Safra 1	34	8900	200	0	1	0	1	0	0	Nao	8514	0.32	1
0x21c9	Safra 2	34	9100	100	0	2	0	0	2	5	Nao	27604	0.21	1
0x21c90	Safra 2	34	5000	100	2	3	2	4	4	97	Sim	7726	0.13	0
0x21c96	Safra 2	34	4300	0	1	4	1	2	1	23	Sim	16061	0.4	1
0x21ca	Safra 2	34	4700	100	1	5	1	2	6	83	Sim	9029	0.03	0
0x21ca2	Safra 3	34	16200	53100	4	2	0	3	1	1	Sim	20259	0.37	1
0x21cae	Safra 3	34	21900	0	0	4	0	1	1	1	Sim	14544	0.02	1
0x21cb	Safra 1	34	4600	4900	0	1	0	1	0	0	Nao	4948	0.31	0
0x21cb0	Safra 1	34	9000	46700	4	1	0	1	0	0	Nao	3597	0.09	1
0x21cb1	Safra 2	34	8500	1000	0	1	0	1	0	0	Nao	7066	0.06	1
0x21cb2	Safra 2	34	17300	58100	0	1	0	0	1	1	Sim	19817	0.18	1
0x21cb3	Safra 3	34	11100	8600	4	8	1	3	1	30	Sim	66338	0.08	1
0x21cb4	Safra 3	34	15600	35700	0	4	0	1	2	6	Sim	20727	0.28	1
0x21cba	Safra 1	34	13900	28800	1	5	2	2	2	38	Sim	46336	0.33	1
0x21cc	Safra 3	34	8000	200	1	2	0	1	3	7	Nao	19457	0.62	1
0x21cc0	Safra 3	34	9800	11000	0	1	0	0	1	1	Nao	15378	0.87	1
0x21cc6	Safra 2	34	7500	1900	0	3	0	3	2	16	Sim	25587	0.28	1
0x21cd	Safra 3	34	4800	100	0	2	0	1	1	7	Nao	8892	0.63	0
0x21cd2	Safra 2	34	4000	0	0	3	1	1	4	19	Sim	2523	0.52	0
0x21cd8	Safra 1	34	5500	800	2	2	0	1	2	5	Sim	22203	0.22	1
0x21cd9	Safra 2	34	7700	0	0	2	0	0	2	7	Nao	4344	0.06	1
0x21cde	Safra 1	34	6900	100	0	7	1	1	4	86	Sim	11259	0.94	1
0x21cea	Safra 1	34	2800	100	0	2	0	1	4	8	Nao	9316	0.48	1
0x21cf6	Safra 2	34	7600	0	1	3	1	2	0	0	Sim	19653	0.43	1
0x21d02	Safra 3	34	4200	200	0	3	1	1	2	24	Nao	9183	0.06	1
0x21d0e	Safra 2	34	11200	33100	0	3	0	1	4	17	Nao	14431	0.85	0
0x21d1a	Safra 2	34	6000	8800	1	3	0	1	5	14	Sim	5182	0.48	1
0x21d1e	Safra 3	34	13600	11000	1	6	2	2	7	56	Sim	10417	0.61	0
0x21d1f	Safra 2	34	8500	7400	0	2	0	1	2	2	Sim	17665	0.27	1
0x21d2	Safra 3	35	1800	0	0	2	0	1	1	3	Sim	6015	0.29	1
0x21d20	Safra 3	35	7000	17900	1	1	0	1	0	0	Nao	13159	0.14	1
0x21d26	Safra 2	35	6300	3900	2	3	0	2	5	17	Sim	11325	0.2	1
0x21d3	Safra 1	35	8100	34200	0	2	0	1	4	4	Nao	7247	0.62	1
0x21d32	Safra 1	35	3300	3200	1	2	0	1	1	4	Nao	4849	0.01	1
0x21d3e	Safra 3	35	10900	138100	0	2	0	1	1	5	Sim	2364	0.72	1
0x21d4	Safra 1	35	2600	74500	0	4	0	1	5	16	Nao	7128	0.02	0
0x21d40	Safra 3	35	5400	7000	0	3	0	1	4	11	Sim	29140	0.51	1
0x21d4a	Safra 2	35	20400	300	0	5	1	1	4	5	Sim	26714	0.55	1
0x21d5	Safra 1	35	8200	0	0	2	0	1	2	2	Nao	12380	0.09	1
0x21d50	Safra 3	35	3800	1000	0	1	0	1	0	0	Nao	5047	0.31	1
0x21d56	Safra 2	35	8000	3600	2	5	1	2	3	34	Sim	20022	0.15	0
0x21d6	Safra 1	35	4100	105900	0	2	0	0	1	6	Sim	6889	0.01	1
0x21d62	Safra 3	35	23800	100	0	1	0	1	1	1	Sim	12533	0.33	0
0x21d6e	Safra 1	35	12100	40600	2	3	1	4	1	24	Sim	10925	0.27	1
0x21d7	Safra 2	35	13400	1500	1	5	1	2	2	33	Sim	3844	0	1
0x21d70	Safra 1	35	4600	0	1	3	0	2	3	12	Sim	35895	0	1
0x21d7a	Safra 2	35	7700	123300	2	6	1	2	5	55	Sim	22652	0.11	1
0x21d8	Safra 1	35	3700	2600	0	1	0	0	0	0	Sim	7939	0.14	1
0x21d80	Safra 2	35	11700	800	1	5	1	2	5	60	Sim	22023	0.43	0
0x21d86	Safra 2	35	36000	9900	0	4	0	0	2	15	Sim	17109	0.84	1
0x21d9	Safra 2	35	13000	28600	0	1	0	1	0	0	Nao	0	0	1
0x21d92	Safra 1	35	3800	0	2	2	0	1	2	6	Sim	24597	0.6	1
0x21d9e	Safra 3	35	4800	0	0	2	0	2	4	8	Sim	2412	0.09	0
0x21daa	Safra 3	35	4800	108500	0	2	0	1	2	7	Nao	8891	0.8	1
0x21db6	Safra 3	35	6900	118400	0	2	0	0	3	3	Nao	7059	0.26	1
0x21dbc	Safra 2	35	5600	0	2	6	2	4	4	38	Sim	38308	0.03	1
0x21dbd	Safra 2	35	6600	36400	3	4	0	1	3	14	Sim	31957	0.39	1
0x21dc2	Safra 1	35	4500	300	1	2	0	2	2	7	Sim	19513	0.8	1
0x21dc6	Safra 2	35	1800	2400	0	1	0	1	0	0	Sim	16547	0.75	1
0x21dc7	Safra 1	35	10600	500	2	3	1	4	3	42	Sim	2570	0.01	1
0x21dce	Safra 1	35	1400	87700	0	3	0	1	5	18	Sim	3832	0.5	1
0x21dda	Safra 1	35	2500	100	0	2	0	1	2	2	Nao	12316	0.55	1
0x21de	Safra 2	35	20200	22000	0	2	0	1	1	4	Nao	8949	0.74	0
0x21de0	Safra 3	35	4100	0	1	3	1	2	7	41	Sim	19046	0	1
0x21de6	Safra 1	35	9700	18500	0	2	0	3	2	2	Nao	19383	0.17	1
0x21df	Safra 3	35	4700	0	1	3	1	2	2	38	Sim	3942	0.17	1
0x21df2	Safra 3	35	7100	100	1	5	2	2	3	81	Sim	11955	0.18	1
0x21dfe	Safra 3	35	4800	0	1	3	0	2	3	11	Sim	7143	0.03	1
0x21e0	Safra 1	35	1500	100	0	4	1	1	2	19	Sim	6660	0.38	0
0x21e00	Safra 2	35	5200	100	1	3	1	2	6	21	Sim	17466	0.04	1
0x21e0a	Safra 2	35	12500	39700	1	3	1	1	3	19	Nao	5709	0.65	0
0x21e1	Safra 2	35	9000	100	2	1	0	2	1	1	Sim	20288	0.03	1
0x21e10	Safra 3	35	4200	0	1	3	2	2	2	3	Sim	21990	0.03	1
0x21e16	Safra 2	35	13500	28100	0	4	0	1	2	3	Sim	10555	0.32	1
0x21e2	Safra 1	35	7500	14100	3	7	3	5	4	28	Sim	43138	0	0
0x21e22	Safra 3	35	17500	7400	0	4	0	0	1	5	Nao	14325	0.43	0
0x21e2e	Safra 2	35	18600	9500	0	2	0	1	1	1	Sim	10522	0.32	1
0x21e3	Safra 2	35	15800	15300	0	3	1	0	4	20	Sim	7221	0.22	1
0x21e30	Safra 2	35	15100	5800	0	3	1	1	2	21	Sim	27256	0.33	1
0x21e3a	Safra 1	35	9400	5300	0	2	0	1	1	4	Nao	7601	0.16	1
0x21e4	Safra 1	35	12300	2100	1	6	0	2	2	4	Sim	5962	0.49	1
0x21e40	Safra 2	35	17100	162200	5	4	0	3	1	5	Sim	26420	0.12	1
0x21e46	Safra 2	35	3800	900	2	4	0	0	1	15	Sim	17614	0.16	1
0x21e4b	Safra 1	35	7100	0	1	5	1	1	3	46	Sim	22605	0.08	1
0x21e4c	Safra 1	35	7600	27700	0	2	0	0	1	2	Nao	4364	0.77	1
0x21e5	Safra 3	35	3600	20800	3	3	0	4	3	17	Nao	3142	0.4	0
0x21e52	Safra 1	35	5300	8600	2	4	0	4	0	0	Nao	9511	0.02	1
0x21e5e	Safra 1	35	2000	100	0	1	0	1	1	1	Nao	8087	0.01	1
0x21e6a	Safra 2	35	3600	0	0	3	1	1	2	20	Nao	15771	0.54	1
0x21e76	Safra 2	35	5900	0	0	1	0	1	0	0	Nao	4329	0.75	1
0x21e77	Safra 3	35	4400	100	0	1	0	1	0	0	Nao	0	0	1
0x21e82	Safra 2	35	2900	100	0	1	0	1	0	0	Nao	0	0	1
0x21e8e	Safra 2	35	3100	0	1	3	2	0	0	0	Nao	18414	0.38	1
0x21e9a	Safra 3	35	6100	51900	0	4	0	1	3	5	Sim	22729	0.1	1
0x21ea	Safra 1	35	5800	6500	1	3	0	2	2	14	Sim	12852	0.01	1
0x21ea0	Safra 3	35	5500	21200	0	3	0	1	2	13	Sim	19353	0.57	0
0x21ea6	Safra 1	35	13100	5600	0	6	1	1	3	72	Sim	2925	0.19	0
0x21ea7	Safra 3	35	38300	6400	0	1	0	1	0	0	Nao	6363	0.03	1
0x21ea8	Safra 1	35	7700	600	1	5	1	2	2	52	Sim	55912	0.79	1
0x21eb	Safra 3	35	5700	113100	1	5	1	2	4	90	Sim	4701	0.44	0
0x21eb2	Safra 3	35	21700	100	0	3	1	1	5	8	Sim	13700	0.88	1
0x21ebe	Safra 3	35	10400	7300	2	3	1	2	1	7	Sim	6859	0.42	1
0x21ec	Safra 3	35	23500	600	0	4	0	1	4	7	Sim	8167	0.1	0
0x21ec0	Safra 1	35	6000	100	0	3	0	1	4	17	Sim	4722	0.67	1
0x21eca	Safra 3	35	3000	12100	0	2	0	0	1	3	Nao	6057	0.81	1
0x21ed	Safra 2	35	7100	7600	0	4	0	1	0	0	Sim	18795	0.24	1
0x21ed0	Safra 2	35	6900	300	1	1	0	1	1	1	Nao	19942	0.12	1
0x21ed6	Safra 1	35	4800	0	1	5	1	1	1	5	Sim	5650	0.01	1
0x21ee	Safra 3	35	12300	43800	0	2	0	0	1	2	Nao	12269	0.42	1
0x21ee2	Safra 1	35	25100	5300	0	1	0	1	0	0	Sim	6550	0.97	1
0x21eee	Safra 3	35	3600	0	0	3	1	1	2	27	Nao	9318	0.15	1
0x21ef	Safra 3	35	3900	0	1	3	2	2	2	32	Sim	13784	0.83	1
0x21ef0	Safra 2	35	10000	0	0	1	0	1	0	0	Nao	11458	0.24	1
0x21efa	Safra 2	35	3700	0	0	2	0	1	2	3	Nao	11225	0.58	1
0x21f0	Safra 2	35	12900	32500	1	7	3	2	1	36	Sim	5441	0.01	0
0x21f00	Safra 2	35	2900	3200	0	1	0	1	1	1	Nao	4110	0.02	1
0x21f06	Safra 2	35	6500	85900	5	2	0	1	2	3	Nao	8459	0.04	1
0x21f1	Safra 2	35	5300	4600	1	9	0	2	2	2	Nao	4415	0.23	1
0x21f12	Safra 3	35	18300	100	0	9	2	1	9	53	Sim	32429	0.38	1
0x21f1e	Safra 3	35	4700	200	0	2	0	1	2	4	Nao	23959	0.78	1
0x21f2a	Safra 1	35	10500	18100	2	1	0	1	1	1	Nao	3573	0.72	1
0x21f36	Safra 3	35	6200	0	1	3	0	2	1	14	Sim	16729	0.19	1
