id_titulo	categoria	qtde_paginas	edicao	tipo_capa	densidade_papel	cor	ano	preco
08965	Autoajuda	225	Original	Flexivel	Baixa	Preto	Até 2017	19.25
08966	Historia	615	Reedicao	Flexivel	Baixa	Preto	2021-2023	75.34
08967	Ciencias	148	Original	Dura	Baixa	Preto	2018-2020	46.77
08968	Autoajuda	343	Original	Flexivel	Alta	Cores	Até 2017	49.59
08969	Culinaria	366	Original	Dura	Baixa	Cores	2018-2020	67.35
08970	Culinaria	476	Original	Dura	Alta	Preto	2018-2020	68.45
08971	Artes	432	Reedicao	Dura	Alta	Preto	2018-2020	86.42
08972	Historia	408	Reedicao	Flexivel	Baixa	Preto	Até 2017	39.27
08973	Ciencias	486	Original	Flexivel	Baixa	Cores	2021-2023	72.71
08974	Culinaria	414	Original	Dura	Baixa	Preto	Até 2017	66.03
08975	Universitario	685	Reedicao	Dura	Alta	Cores	Até 2017	120.17
08976	Gestao	342	Reedicao	Flexivel	Baixa	Preto	2018-2020	46.92
08977	Literatura	199	Reedicao	Flexivel	Baixa	Preto	2021-2023	34.38
08978	Infantil	274	Reedicao	Flexivel	Baixa	Preto	2018-2020	52.70
08979	Espiritualidade	214	Reedicao	Flexivel	Baixa	Preto	2018-2020	25.79
08980	Autoajuda	340	Reedicao	Flexivel	Baixa	Preto	2021-2023	42.47
08981	Viagem	224	Reedicao	Flexivel	Baixa	Cores	2018-2020	30.37
08982	Autoajuda	353	Original	Flexivel	Alta	Cores	2018-2020	50.05
08983	Autoajuda	486	Original	Flexivel	Baixa	Preto	Até 2017	58.51
08984	Autoajuda	251	Reedicao	Dura	Baixa	Preto	2018-2020	52.28
08985	Gestao	491	Reedicao	Flexivel	Baixa	Preto	2018-2020	40.61
08986	Literatura	501	Reedicao	Dura	Baixa	Preto	Até 2017	62.54
08987	Infantil	316	Reedicao	Dura	Alta	Preto	2018-2020	72.92
08988	Ciencias	612	Original	Flexivel	Baixa	Preto	2018-2020	88.88
08989	Autoajuda	511	Reedicao	Flexivel	Baixa	Preto	2021-2023	45.25
08990	Gestao	301	Reedicao	Flexivel	Baixa	Preto	2018-2020	39.56
08991	Gestao	222	Original	Flexivel	Baixa	Preto	Até 2017	19.48
08992	Literatura	371	Reedicao	Flexivel	Baixa	Preto	Até 2017	63.07
08993	Literatura	625	Reedicao	Dura	Baixa	Preto	Até 2017	91.00
08994	Autoajuda	322	Reedicao	Flexivel	Baixa	Preto	2021-2023	48.79
08995	Historia	454	Reedicao	Flexivel	Alta	Preto	2018-2020	35.16
08996	Gestao	314	Original	Dura	Baixa	Cores	Até 2017	49.51
08997	Viagem	284	Original	Flexivel	Baixa	Cores	2021-2023	44.42
08998	Ciencias	254	Reedicao	Dura	Baixa	Preto	2018-2020	47.87
08999	Infantil	458	Original	Flexivel	Baixa	Preto	2018-2020	62.69
09000	Autoajuda	205	Original	Flexivel	Baixa	Preto	Até 2017	40.37
09001	Viagem	613	Original	Flexivel	Alta	Preto	2018-2020	78.49
09002	Autoajuda	350	Reedicao	Flexivel	Baixa	Preto	Até 2017	42.79
09003	Biografia	325	Original	Flexivel	Alta	Preto	Até 2017	47.52
09004	Literatura	532	Reedicao	Flexivel	Baixa	Preto	Até 2017	65.58
09005	Viagem	142	Original	Flexivel	Baixa	Cores	2018-2020	34.24
09006	Infantil	279	Original	Flexivel	Baixa	Cores	Até 2017	39.33
09007	Artes	666	Original	Dura	Alta	Cores	Até 2017	90.71
09008	Biografia	701	Reedicao	Dura	Baixa	Cores	Até 2017	95.18
09009	Culinaria	452	Reedicao	Dura	Baixa	Preto	2018-2020	45.60
09010	Ciencias	804	Reedicao	Flexivel	Baixa	Cores	2018-2020	81.75
09011	Gestao	355	Reedicao	Flexivel	Baixa	Preto	Até 2017	44.38
09012	Historia	313	Original	Flexivel	Baixa	Preto	2018-2020	45.62
09013	Autoajuda	339	Reedicao	Flexivel	Baixa	Preto	Até 2017	39.05
09014	Autoajuda	437	Reedicao	Flexivel	Baixa	Preto	Até 2017	55.74
09015	Biografia	335	Reedicao	Dura	Baixa	Preto	2021-2023	66.82
09016	Literatura	189	Original	Dura	Baixa	Cores	Até 2017	52.86
09017	Espiritualidade	221	Reedicao	Flexivel	Baixa	Preto	2018-2020	27.19
09018	Biografia	379	Reedicao	Flexivel	Alta	Preto	2018-2020	67.49
09019	Autoajuda	479	Reedicao	Dura	Baixa	Preto	Até 2017	53.15
09020	Autoajuda	584	Reedicao	Flexivel	Baixa	Cores	Até 2017	68.79
09021	Gestao	160	Reedicao	Flexivel	Baixa	Preto	Até 2017	14.03
09022	Espiritualidade	268	Reedicao	Flexivel	Alta	Preto	2018-2020	46.65
09023	Historia	450	Reedicao	Flexivel	Baixa	Preto	Até 2017	42.46
09024	Historia	304	Reedicao	Dura	Alta	Preto	2021-2023	58.78
09025	Autoajuda	512	Reedicao	Flexivel	Baixa	Preto	Até 2017	41.74
09026	Historia	192	Reedicao	Flexivel	Baixa	Preto	2018-2020	18.30
09027	Gestao	508	Original	Dura	Alta	Preto	2018-2020	61.93
09028	Espiritualidade	191	Reedicao	Flexivel	Baixa	Preto	2018-2020	29.81
09029	Ciencias	421	Original	Flexivel	Baixa	Preto	2021-2023	64.29
09030	Universitario	439	Reedicao	Flexivel	Alta	Cores	2018-2020	75.77
09031	Historia	363	Reedicao	Flexivel	Baixa	Preto	Até 2017	39.33
09032	Gestao	309	Original	Flexivel	Baixa	Preto	2021-2023	69.72
09033	Espiritualidade	269	Original	Flexivel	Baixa	Preto	Até 2017	42.46
09034	Infantil	423	Reedicao	Dura	Alta	Preto	2021-2023	78.02
09035	Autoajuda	320	Reedicao	Flexivel	Baixa	Preto	2021-2023	47.34
09036	Infantil	548	Reedicao	Flexivel	Baixa	Cores	2018-2020	62.02
09037	Biografia	588	Original	Dura	Baixa	Preto	Até 2017	82.47
09038	Biografia	448	Original	Flexivel	Baixa	Preto	Até 2017	73.70
09039	Gestao	355	Reedicao	Flexivel	Baixa	Preto	2018-2020	59.00
09040	Autoajuda	272	Reedicao	Flexivel	Baixa	Preto	2018-2020	31.73
09041	Ciencias	154	Original	Flexivel	Baixa	Preto	2018-2020	42.90
09042	Biografia	386	Reedicao	Flexivel	Baixa	Preto	2021-2023	46.20
09043	Infantil	398	Original	Flexivel	Baixa	Preto	2018-2020	57.42
09044	Ciencias	688	Original	Flexivel	Alta	Preto	Até 2017	84.10
09045	Espiritualidade	98	Original	Flexivel	Baixa	Preto	Até 2017	27.60
09046	Artes	677	Original	Flexivel	Baixa	Cores	2021-2023	78.65
09047	Literatura	324	Reedicao	Flexivel	Baixa	Preto	2018-2020	41.23
09048	Autoajuda	345	Original	Flexivel	Baixa	Preto	2018-2020	43.73
09049	Espiritualidade	99	Reedicao	Flexivel	Baixa	Preto	2018-2020	14.57
09050	Viagem	352	Reedicao	Dura	Baixa	Preto	Até 2017	59.30
09051	Historia	556	Original	Dura	Baixa	Preto	2018-2020	64.70
09052	Literatura	138	Reedicao	Flexivel	Baixa	Preto	2018-2020	19.27
09053	Literatura	475	Original	Dura	Baixa	Preto	2021-2023	67.47
09054	Gestao	232	Original	Flexivel	Baixa	Preto	2018-2020	35.95
09055	Literatura	511	Original	Flexivel	Baixa	Preto	Até 2017	40.58
09056	Viagem	343	Reedicao	Dura	Alta	Cores	2018-2020	64.06
09057	Infantil	309	Reedicao	Flexivel	Alta	Cores	2021-2023	68.12
09058	Ciencias	492	Reedicao	Flexivel	Alta	Preto	2018-2020	57.48
09059	Autoajuda	192	Original	Flexivel	Baixa	Preto	Até 2017	20.54
09060	Literatura	433	Reedicao	Flexivel	Baixa	Preto	2018-2020	40.34
09061	Gestao	208	Reedicao	Flexivel	Alta	Preto	2018-2020	48.88
09062	Gestao	552	Reedicao	Dura	Baixa	Preto	Até 2017	73.05
09063	Ciencias	275	Original	Flexivel	Baixa	Preto	Até 2017	33.48
09064	Gestao	639	Original	Flexivel	Baixa	Preto	Até 2017	61.42
09065	Ciencias	604	Reedicao	Flexivel	Baixa	Cores	Até 2017	76.84
09066	Infantil	612	Original	Dura	Baixa	Cores	2018-2020	104.83
09067	Artes	604	Original	Dura	Baixa	Cores	2018-2020	69.17
09068	Gestao	117	Original	Flexivel	Baixa	Preto	Até 2017	17.24
09069	Literatura	92	Reedicao	Flexivel	Baixa	Preto	2018-2020	14.25
09070	Autoajuda	368	Original	Flexivel	Baixa	Cores	2018-2020	45.44
09071	Historia	225	Original	Dura	Alta	Preto	Até 2017	44.92
09072	Historia	445	Original	Flexivel	Baixa	Preto	2018-2020	45.17
09073	Gestao	353	Original	Flexivel	Alta	Preto	2018-2020	52.01
09074	Ciencias	678	Original	Dura	Baixa	Cores	2018-2020	101.12
09075	Gestao	321	Reedicao	Flexivel	Baixa	Preto	2018-2020	39.91
09076	Culinaria	833	Reedicao	Flexivel	Baixa	Cores	2021-2023	87.90
09077	Infantil	168	Reedicao	Dura	Baixa	Cores	2021-2023	41.53
09078	Historia	265	Reedicao	Flexivel	Baixa	Preto	2021-2023	41.97
09079	Universitario	516	Reedicao	Flexivel	Baixa	Cores	2021-2023	98.55
09080	Gestao	354	Original	Flexivel	Alta	Preto	Até 2017	45.84
09081	Autoajuda	121	Reedicao	Flexivel	Baixa	Preto	2018-2020	29.14
09082	Culinaria	580	Original	Dura	Alta	Preto	Até 2017	67.03
09083	Infantil	326	Original	Flexivel	Baixa	Preto	Até 2017	64.59
09084	Gestao	425	Reedicao	Dura	Baixa	Cores	2018-2020	76.29
09085	Literatura	237	Reedicao	Flexivel	Baixa	Preto	Até 2017	30.08
09086	Ciencias	270	Reedicao	Dura	Baixa	Preto	2021-2023	68.66
09087	Infantil	368	Reedicao	Dura	Baixa	Cores	Até 2017	61.66
09088	Autoajuda	460	Reedicao	Flexivel	Baixa	Preto	2018-2020	53.54
09089	Espiritualidade	184	Reedicao	Flexivel	Baixa	Preto	Até 2017	21.35
09090	Ciencias	274	Reedicao	Flexivel	Baixa	Preto	Até 2017	59.34
09091	Gestao	338	Reedicao	Flexivel	Baixa	Preto	Até 2017	33.46
09092	Universitario	433	Reedicao	Flexivel	Alta	Preto	2018-2020	78.95
09093	Infantil	471	Reedicao	Dura	Baixa	Preto	2021-2023	65.94
09094	Infantil	481	Original	Flexivel	Baixa	Preto	2021-2023	74.31
09095	Universitario	785	Reedicao	Dura	Baixa	Cores	2021-2023	111.16
09096	Gestao	453	Original	Flexivel	Baixa	Preto	2021-2023	54.50
09097	Gestao	420	Reedicao	Flexivel	Baixa	Preto	2021-2023	45.68
09098	Ciencias	277	Original	Flexivel	Baixa	Preto	Até 2017	37.72
09099	Gestao	402	Reedicao	Flexivel	Baixa	Preto	Até 2017	58.55
09100	Biografia	332	Original	Flexivel	Baixa	Preto	2018-2020	35.23
09101	Culinaria	241	Reedicao	Dura	Alta	Cores	2021-2023	63.86
09102	Gestao	198	Reedicao	Flexivel	Baixa	Preto	Até 2017	36.46
09103	Biografia	679	Reedicao	Flexivel	Baixa	Preto	2021-2023	80.55
09104	Gestao	364	Reedicao	Flexivel	Alta	Preto	2018-2020	61.01
09105	Autoajuda	297	Original	Flexivel	Baixa	Preto	Até 2017	35.66
09106	Universitario	709	Original	Flexivel	Alta	Cores	2018-2020	107.12
09107	Infantil	479	Reedicao	Flexivel	Baixa	Preto	2021-2023	51.06
09108	Historia	307	Reedicao	Flexivel	Baixa	Preto	Até 2017	38.46
09109	Universitario	552	Original	Flexivel	Alta	Preto	Até 2017	113.61
09110	Viagem	188	Reedicao	Dura	Baixa	Preto	2018-2020	26.69
09111	Autoajuda	426	Reedicao	Dura	Baixa	Preto	Até 2017	38.18
09112	Espiritualidade	329	Reedicao	Flexivel	Baixa	Preto	Até 2017	37.81
09113	Universitario	515	Reedicao	Flexivel	Alta	Preto	2021-2023	83.13
09114	Gestao	292	Reedicao	Dura	Baixa	Preto	2018-2020	48.43
09115	Autoajuda	207	Original	Flexivel	Baixa	Preto	Até 2017	22.07
09116	Historia	236	Reedicao	Flexivel	Baixa	Preto	2018-2020	33.00
09117	Ciencias	552	Reedicao	Flexivel	Baixa	Cores	2018-2020	80.61
09118	Literatura	327	Original	Flexivel	Baixa	Cores	Até 2017	43.64
09119	Autoajuda	168	Reedicao	Flexivel	Baixa	Preto	Até 2017	10.83
09120	Culinaria	358	Reedicao	Flexivel	Baixa	Preto	Até 2017	48.58
09121	Autoajuda	193	Reedicao	Flexivel	Alta	Preto	Até 2017	26.29
09122	Historia	543	Reedicao	Dura	Alta	Preto	2018-2020	77.03
09123	Biografia	822	Original	Flexivel	Baixa	Cores	Até 2017	118.00
09124	Ciencias	323	Reedicao	Flexivel	Baixa	Preto	Até 2017	47.74
09125	Literatura	458	Reedicao	Flexivel	Baixa	Preto	Até 2017	66.83
09126	Historia	465	Reedicao	Flexivel	Alta	Preto	2018-2020	50.72
09127	Infantil	318	Reedicao	Flexivel	Baixa	Cores	Até 2017	43.43
09128	Culinaria	328	Original	Dura	Baixa	Preto	2021-2023	53.04
09129	Gestao	485	Original	Dura	Baixa	Preto	2018-2020	65.21
09130	Literatura	471	Reedicao	Flexivel	Alta	Preto	Até 2017	58.73
09131	Universitario	578	Reedicao	Flexivel	Alta	Preto	Até 2017	115.83
09132	Ciencias	511	Reedicao	Flexivel	Baixa	Preto	2018-2020	59.45
09133	Historia	405	Reedicao	Flexivel	Baixa	Preto	Até 2017	42.13
09134	Ciencias	353	Original	Dura	Alta	Preto	Até 2017	64.05
09135	Gestao	362	Reedicao	Flexivel	Baixa	Preto	Até 2017	52.19
09136	Gestao	315	Reedicao	Flexivel	Baixa	Preto	2021-2023	54.95
09137	Infantil	388	Reedicao	Flexivel	Baixa	Preto	2018-2020	41.78
09138	Culinaria	301	Original	Dura	Alta	Cores	2021-2023	61.78
09139	Infantil	475	Reedicao	Flexivel	Alta	Preto	Até 2017	65.05
09140	Universitario	1024	Reedicao	Flexivel	Baixa	Preto	Até 2017	123.60
09141	Literatura	148	Reedicao	Flexivel	Baixa	Preto	2018-2020	45.88
09142	Biografia	265	Original	Flexivel	Baixa	Preto	2018-2020	49.51
09143	Biografia	496	Original	Flexivel	Baixa	Preto	2021-2023	88.64
09144	Ciencias	398	Reedicao	Flexivel	Baixa	Cores	2021-2023	76.70
09145	Ciencias	675	Original	Flexivel	Baixa	Preto	Até 2017	81.75
09146	Culinaria	679	Reedicao	Dura	Baixa	Preto	Até 2017	90.09
09147	Gestao	408	Original	Flexivel	Alta	Preto	2018-2020	62.46
09148	Autoajuda	235	Original	Flexivel	Baixa	Preto	2018-2020	35.27
09149	Literatura	178	Original	Flexivel	Baixa	Preto	2021-2023	53.48
09150	Gestao	421	Reedicao	Flexivel	Baixa	Preto	Até 2017	43.79
09151	Historia	320	Original	Flexivel	Alta	Preto	2021-2023	46.14
09152	Artes	188	Reedicao	Dura	Baixa	Preto	Até 2017	37.84
09153	Historia	422	Reedicao	Flexivel	Baixa	Preto	Até 2017	62.84
09154	Artes	404	Reedicao	Dura	Alta	Cores	Até 2017	52.94
09155	Literatura	295	Reedicao	Flexivel	Alta	Preto	Até 2017	37.34
09156	Gestao	273	Original	Flexivel	Alta	Preto	Até 2017	55.74
09157	Literatura	199	Reedicao	Flexivel	Baixa	Preto	2021-2023	14.75
09158	Gestao	266	Reedicao	Flexivel	Baixa	Preto	2021-2023	28.72
09159	Culinaria	488	Original	Dura	Baixa	Cores	Até 2017	62.77
09160	Ciencias	735	Original	Dura	Alta	Preto	2018-2020	110.76
09161	Ciencias	406	Original	Dura	Baixa	Preto	2018-2020	59.28
09162	Gestao	382	Reedicao	Flexivel	Baixa	Preto	2021-2023	56.82
09163	Historia	523	Reedicao	Flexivel	Baixa	Preto	Até 2017	53.23
09164	Culinaria	215	Reedicao	Dura	Alta	Cores	Até 2017	33.80
09165	Gestao	288	Reedicao	Flexivel	Baixa	Preto	Até 2017	23.83
09166	Ciencias	74	Original	Flexivel	Baixa	Preto	2018-2020	28.28
09167	Historia	450	Reedicao	Dura	Alta	Preto	2018-2020	86.06
09168	Ciencias	418	Original	Dura	Baixa	Preto	2021-2023	71.95
09169	Historia	464	Reedicao	Flexivel	Baixa	Preto	Até 2017	71.73
09170	Culinaria	364	Reedicao	Dura	Alta	Preto	2018-2020	68.18
09171	Universitario	644	Reedicao	Flexivel	Baixa	Preto	2018-2020	88.93
09172	Gestao	166	Reedicao	Flexivel	Baixa	Preto	Até 2017	26.63
09173	Espiritualidade	251	Reedicao	Flexivel	Baixa	Preto	2018-2020	36.87
09174	Ciencias	569	Reedicao	Flexivel	Baixa	Preto	Até 2017	67.88
09175	Literatura	263	Original	Flexivel	Alta	Preto	2018-2020	60.71
09176	Literatura	288	Reedicao	Flexivel	Baixa	Preto	Até 2017	35.04
09177	Ciencias	267	Original	Flexivel	Alta	Preto	Até 2017	48.69
09178	Biografia	772	Original	Flexivel	Alta	Preto	2021-2023	108.61
09179	Culinaria	502	Original	Dura	Baixa	Cores	2018-2020	79.85
09180	Gestao	263	Reedicao	Flexivel	Baixa	Preto	2018-2020	34.73
09181	Infantil	594	Reedicao	Flexivel	Baixa	Cores	Até 2017	54.76
09182	Universitario	647	Original	Flexivel	Baixa	Cores	Até 2017	113.11
09183	Universitario	382	Reedicao	Flexivel	Alta	Preto	2018-2020	90.58
09184	Autoajuda	175	Original	Flexivel	Alta	Preto	Até 2017	26.30
09185	Historia	220	Original	Flexivel	Baixa	Preto	2021-2023	41.35
09186	Historia	468	Reedicao	Flexivel	Alta	Preto	2018-2020	69.80
09187	Gestao	236	Original	Flexivel	Baixa	Preto	2018-2020	28.88
09188	Gestao	235	Original	Flexivel	Baixa	Preto	Até 2017	44.62
09189	Espiritualidade	524	Reedicao	Flexivel	Baixa	Preto	Até 2017	44.99
09190	Historia	213	Original	Flexivel	Alta	Preto	Até 2017	29.01
09191	Gestao	263	Reedicao	Flexivel	Baixa	Preto	2018-2020	43.81
09192	Gestao	153	Reedicao	Flexivel	Baixa	Preto	Até 2017	38.49
09193	Historia	406	Reedicao	Flexivel	Alta	Preto	2018-2020	64.54
09194	Espiritualidade	271	Reedicao	Flexivel	Baixa	Preto	2021-2023	24.73
09195	Culinaria	315	Reedicao	Flexivel	Baixa	Preto	Até 2017	38.60
09196	Autoajuda	385	Reedicao	Flexivel	Baixa	Preto	Até 2017	35.32
09197	Culinaria	817	Reedicao	Dura	Alta	Preto	Até 2017	99.23
09198	Gestao	589	Original	Flexivel	Baixa	Preto	2018-2020	52.43
09199	Literatura	561	Original	Dura	Baixa	Preto	2018-2020	65.64
09200	Ciencias	375	Reedicao	Flexivel	Baixa	Preto	2018-2020	39.37
09201	Ciencias	442	Reedicao	Dura	Alta	Cores	2018-2020	79.20
09202	Espiritualidade	176	Reedicao	Flexivel	Alta	Cores	2018-2020	30.33
09203	Infantil	216	Reedicao	Flexivel	Baixa	Preto	Até 2017	24.80
09204	Ciencias	593	Original	Flexivel	Baixa	Preto	Até 2017	52.03
09205	Culinaria	450	Reedicao	Dura	Baixa	Cores	2018-2020	61.21
09206	Ciencias	333	Reedicao	Flexivel	Baixa	Preto	2021-2023	58.91
09207	Infantil	700	Reedicao	Flexivel	Baixa	Preto	2021-2023	80.05
09208	Historia	138	Original	Flexivel	Baixa	Preto	Até 2017	24.56
09209	Literatura	119	Reedicao	Flexivel	Baixa	Preto	2018-2020	25.26
09210	Infantil	512	Reedicao	Flexivel	Alta	Cores	2018-2020	73.01
09211	Infantil	509	Reedicao	Dura	Alta	Preto	Até 2017	70.12
09212	Infantil	281	Original	Flexivel	Alta	Preto	2021-2023	45.56
09213	Autoajuda	222	Reedicao	Flexivel	Baixa	Cores	Até 2017	28.63
09214	Autoajuda	235	Reedicao	Flexivel	Baixa	Preto	2018-2020	35.02
09215	Biografia	466	Original	Dura	Alta	Preto	Até 2017	73.72
09216	Artes	316	Reedicao	Flexivel	Baixa	Preto	2018-2020	41.87
09217	Literatura	622	Reedicao	Dura	Baixa	Preto	Até 2017	80.70
09218	Infantil	385	Original	Flexivel	Baixa	Cores	Até 2017	36.81
09219	Artes	507	Reedicao	Flexivel	Baixa	Preto	Até 2017	60.31
09220	Ciencias	721	Reedicao	Flexivel	Alta	Preto	Até 2017	94.55
09221	Literatura	246	Original	Flexivel	Baixa	Preto	2018-2020	35.94
09222	Infantil	529	Reedicao	Flexivel	Alta	Preto	Até 2017	58.98
09223	Ciencias	362	Reedicao	Flexivel	Alta	Preto	2018-2020	57.64
09224	Historia	521	Reedicao	Flexivel	Baixa	Preto	Até 2017	51.18
09225	Espiritualidade	380	Reedicao	Flexivel	Baixa	Preto	2018-2020	46.47
09226	Ciencias	468	Original	Flexivel	Baixa	Preto	2021-2023	55.98
09227	Historia	505	Reedicao	Flexivel	Baixa	Preto	2018-2020	56.01
09228	Culinaria	237	Reedicao	Flexivel	Alta	Cores	2018-2020	41.19
09229	Literatura	519	Reedicao	Flexivel	Alta	Cores	2018-2020	67.25
09230	Autoajuda	253	Reedicao	Flexivel	Baixa	Preto	2021-2023	27.12
09231	Artes	466	Reedicao	Dura	Alta	Cores	2018-2020	79.17
09232	Autoajuda	339	Reedicao	Flexivel	Baixa	Preto	2018-2020	39.40
09233	Autoajuda	548	Original	Dura	Baixa	Preto	2021-2023	49.39
09234	Biografia	243	Reedicao	Dura	Alta	Preto	2021-2023	61.96
09235	Autoajuda	270	Reedicao	Flexivel	Baixa	Preto	Até 2017	7.53
09236	Gestao	386	Original	Dura	Baixa	Preto	2018-2020	50.11
09237	Biografia	313	Original	Flexivel	Alta	Cores	2018-2020	75.21
09238	Autoajuda	455	Reedicao	Dura	Baixa	Preto	2018-2020	30.32
09239	Ciencias	448	Reedicao	Flexivel	Baixa	Preto	Até 2017	64.83
09240	Culinaria	1005	Reedicao	Flexivel	Baixa	Preto	2018-2020	80.99
09241	Infantil	606	Reedicao	Flexivel	Baixa	Preto	2018-2020	64.11
09242	Autoajuda	325	Original	Flexivel	Baixa	Preto	2018-2020	52.34
09243	Artes	606	Reedicao	Dura	Baixa	Preto	Até 2017	56.52
09244	Literatura	448	Reedicao	Flexivel	Baixa	Preto	Até 2017	48.85
09245	Culinaria	555	Reedicao	Flexivel	Alta	Preto	2018-2020	53.47
09246	Autoajuda	234	Original	Flexivel	Baixa	Preto	2018-2020	18.84
09247	Biografia	498	Reedicao	Dura	Alta	Preto	Até 2017	99.54
09248	Ciencias	419	Reedicao	Flexivel	Baixa	Preto	Até 2017	40.22
09249	Infantil	586	Original	Flexivel	Baixa	Preto	Até 2017	51.78
09250	Gestao	481	Reedicao	Flexivel	Baixa	Preto	2018-2020	52.38
09251	Gestao	472	Reedicao	Flexivel	Baixa	Preto	Até 2017	46.33
09252	Espiritualidade	368	Reedicao	Flexivel	Baixa	Cores	2018-2020	35.00
09253	Espiritualidade	285	Reedicao	Flexivel	Baixa	Cores	2021-2023	32.90
09254	Gestao	258	Reedicao	Flexivel	Baixa	Preto	2018-2020	30.45
09255	Autoajuda	393	Reedicao	Flexivel	Baixa	Preto	2018-2020	53.15
09256	Gestao	605	Reedicao	Flexivel	Baixa	Preto	Até 2017	89.90
09257	Literatura	322	Original	Flexivel	Baixa	Preto	Até 2017	29.43
09258	Autoajuda	609	Original	Flexivel	Baixa	Preto	2018-2020	61.20
09259	Literatura	119	Reedicao	Dura	Baixa	Preto	2021-2023	45.49
09260	Espiritualidade	401	Reedicao	Flexivel	Baixa	Preto	Até 2017	25.48
09261	Historia	538	Reedicao	Flexivel	Baixa	Preto	2018-2020	55.90
09262	Culinaria	436	Original	Flexivel	Baixa	Preto	Até 2017	33.55
09263	Infantil	629	Reedicao	Dura	Baixa	Cores	Até 2017	77.79
09264	Culinaria	188	Reedicao	Dura	Alta	Preto	2018-2020	40.07
09265	Biografia	732	Original	Flexivel	Baixa	Preto	Até 2017	88.77
09266	Historia	111	Original	Flexivel	Alta	Preto	Até 2017	31.72
09267	Autoajuda	372	Reedicao	Flexivel	Baixa	Preto	2021-2023	52.89
09268	Autoajuda	57	Reedicao	Flexivel	Alta	Cores	Até 2017	31.04
09269	Autoajuda	191	Reedicao	Flexivel	Baixa	Preto	Até 2017	13.48
09270	Culinaria	546	Original	Flexivel	Baixa	Cores	2018-2020	70.98
09271	Artes	333	Original	Dura	Alta	Cores	2021-2023	66.18
09272	Espiritualidade	250	Original	Dura	Alta	Preto	Até 2017	42.90
09273	Autoajuda	420	Reedicao	Flexivel	Baixa	Preto	2018-2020	43.41
09274	Autoajuda	456	Reedicao	Flexivel	Baixa	Preto	Até 2017	45.10
09275	Infantil	278	Original	Dura	Baixa	Preto	2021-2023	55.39
09276	Infantil	375	Reedicao	Flexivel	Alta	Preto	2018-2020	61.93
09277	Artes	459	Original	Flexivel	Alta	Cores	2018-2020	70.65
09278	Ciencias	345	Reedicao	Flexivel	Baixa	Preto	2018-2020	48.84
09279	Infantil	258	Original	Flexivel	Baixa	Preto	2018-2020	53.55
09280	Artes	524	Reedicao	Flexivel	Baixa	Preto	Até 2017	45.00
09281	Literatura	384	Original	Dura	Alta	Cores	Até 2017	59.65
09282	Culinaria	488	Reedicao	Dura	Alta	Preto	2018-2020	65.77
09283	Literatura	439	Original	Flexivel	Alta	Preto	2021-2023	51.90
09284	Historia	474	Reedicao	Flexivel	Baixa	Preto	2018-2020	53.93
09285	Historia	315	Reedicao	Flexivel	Baixa	Preto	Até 2017	40.93
09286	Ciencias	128	Reedicao	Dura	Alta	Preto	2021-2023	33.62
09287	Ciencias	345	Original	Flexivel	Baixa	Preto	Até 2017	38.06
09288	Universitario	612	Original	Flexivel	Alta	Preto	2021-2023	116.27
09289	Autoajuda	148	Reedicao	Flexivel	Baixa	Preto	Até 2017	18.74
09290	Gestao	355	Reedicao	Dura	Baixa	Cores	Até 2017	66.26
09291	Historia	388	Reedicao	Flexivel	Baixa	Preto	2018-2020	49.65
09292	Gestao	358	Reedicao	Dura	Baixa	Preto	Até 2017	48.55
09293	Culinaria	568	Original	Dura	Baixa	Preto	Até 2017	63.38
09294	Gestao	296	Reedicao	Flexivel	Baixa	Preto	Até 2017	22.21
09295	Gestao	390	Reedicao	Flexivel	Baixa	Preto	2021-2023	51.54
09296	Literatura	433	Reedicao	Flexivel	Baixa	Cores	2018-2020	49.42
09297	Gestao	332	Reedicao	Flexivel	Alta	Preto	Até 2017	50.67
09298	Literatura	462	Reedicao	Flexivel	Baixa	Preto	Até 2017	64.69
09299	Culinaria	1640	Reedicao	Flexivel	Alta	Preto	2021-2023	146.12
09300	Gestao	402	Original	Flexivel	Baixa	Preto	2018-2020	69.20
09301	Gestao	259	Reedicao	Flexivel	Alta	Preto	Até 2017	49.85
09302	Artes	298	Original	Dura	Alta	Preto	2018-2020	59.90
09303	Gestao	361	Reedicao	Flexivel	Alta	Cores	Até 2017	61.22
09304	Ciencias	342	Reedicao	Flexivel	Baixa	Cores	2018-2020	52.63
09305	Literatura	526	Original	Flexivel	Alta	Preto	Até 2017	63.54
09306	Culinaria	542	Original	Dura	Baixa	Preto	2018-2020	69.28
09307	Autoajuda	377	Reedicao	Flexivel	Alta	Cores	Até 2017	46.29
09308	Literatura	453	Reedicao	Flexivel	Baixa	Preto	2021-2023	76.02
09309	Autoajuda	238	Original	Flexivel	Baixa	Preto	Até 2017	32.55
09310	Universitario	559	Original	Dura	Alta	Preto	2021-2023	119.62
09311	Universitario	420	Reedicao	Dura	Baixa	Preto	2021-2023	108.56
09312	Literatura	243	Reedicao	Flexivel	Baixa	Preto	2021-2023	40.73
09313	Espiritualidade	546	Reedicao	Flexivel	Baixa	Preto	2018-2020	43.98
09314	Ciencias	502	Original	Flexivel	Baixa	Preto	Até 2017	73.54
09315	Autoajuda	162	Original	Flexivel	Baixa	Preto	Até 2017	28.01
