ID_CLIENTE	IDADE	VALOR_COMPRA_SITE	QTDE_ITENS_COMPRA_SITE	FLAG_ACESSORIOS_COMPRA_SITE	FLAG_FEMININA_COMPRA_SITE	FLAG_MASCULINA_COMPRA_SITE	NOTA_SATISF_COMPRA_SITE	FLAG_COMPROU_LOJA_FISICA_6M	QTDE_COMPRAS_LOJA_FISICA_6M	QTDE_ITENS_LOJA_FISICA_6M	FLAG_RECOMPRA_PROX_3_MESES
1056	33	376	1	1	1	1	9	0	0	0	1
1057	53	128.2	1	0	1	0	9	1	1	1	0
1058	20	376	1	1	1	0	9	0	0	0	1
1059	25	82	1	0	1	0	7	0	0	0	0
1060	30	103.1	3	0	0	1	6	0	0	0	0
1061	26	206.9	4	0	1	1	7	1	1	5	1
1062	25	73.1	2	0	1	1	7	0	0	0	0
1063	24	236.8	5	0	1	0	9	1	1	5	1
1064	27	185.5	3	1	0	1	8	1	1	3	0
1065	36	123.7	2	1	1	0	6	0	0	0	0
1066	29	72.7	1	0	1	0	9	1	1	2	0
1067	28	99.2	1	0	1	1	8	0	0	0	0
1068	27	349.5	2	0	1	0	8	1	3	3	1
1069	28	155.2	6	0	1	0	8	1	3	9	1
1070	32	175.9	1	0	1	1	9	0	0	0	0
1071	25	396.4	2	0	1	1	8	1	1	2	1
1072	27	93.4	5	0	1	1	7	1	6	15	0
1073	30	29.9	9	0	1	1	7	0	0	0	0
1074	44	223.5	1	1	1	1	10	0	0	0	1
1075	24	167.6	4	0	1	1	10	1	1	7	1
1076	32	169.4	1	0	1	1	9	1	1	1	0
1077	18	82.9	2	0	1	1	7	1	6	3	0
1078	23	356.9	2	0	1	0	8	0	0	0	1
1079	24	264.5	2	0	1	1	10	1	3	2	1
1080	34	116.1	1	0	1	1	6	0	0	0	0
1081	28	205.3	2	0	1	1	6	0	0	0	0
1082	37	93	1	0	1	1	9	1	1	3	0
1083	25	184	3	0	1	1	10	1	1	4	1
1084	23	116.1	2	0	1	0	6	1	2	5	1
1085	28	71.5	2	0	1	0	5	0	0	0	0
1086	34	270	2	0	1	1	8	0	0	0	0
1087	22	83.8	2	0	0	1	6	1	4	5	0
1088	25	190.3	3	0	1	0	6	0	0	0	0
1089	38	300.5	2	0	1	1	10	1	3	4	1
1090	32	74.4	3	0	1	0	6	0	0	0	0
1091	32	48.3	2	0	0	1	6	0	0	0	0
1092	21	222.1	2	1	1	1	10	1	1	2	1
1093	29	102	1	0	1	0	9	0	0	0	0
1094	33	219.4	6	1	1	0	9	0	0	0	1
1095	29	191.9	1	0	1	0	7	0	0	0	1
1096	23	67.6	3	0	1	1	6	0	0	0	0
1097	28	172.2	2	0	1	1	6	0	0	0	0
1098	35	107.9	3	0	1	1	7	0	0	0	0
1099	27	325.1	3	0	1	1	8	1	5	6	1
1100	20	178.2	2	0	1	0	10	1	1	2	1
1101	44	131.3	1	0	1	1	7	0	0	0	0
1102	44	668.8	1	0	1	1	10	1	1	1	1
1103	37	79.2	1	0	1	1	8	1	1	3	0
1104	25	196.8	3	0	0	1	8	0	0	0	1
1105	23	93.1	2	0	1	1	7	0	0	0	0
1106	32	259.7	2	0	1	1	7	0	0	0	0
1107	22	278.3	3	1	1	1	9	1	2	6	1
1108	19	121.6	2	0	1	0	7	1	1	2	1
1109	35	144	1	0	1	0	9	1	1	1	0
1110	28	206.5	2	0	1	1	10	0	0	0	1
1111	22	365.8	3	1	1	1	10	1	4	5	1
1112	27	382	1	0	1	1	10	1	1	1	1
1113	29	48.7	2	0	1	1	9	0	0	0	0
1114	27	254.9	2	1	1	0	8	1	1	2	1
1115	34	329.8	2	0	0	1	10	1	2	2	1
1116	20	580.7	3	0	1	1	10	1	1	5	1
1117	36	361.9	2	0	0	1	6	1	2	5	1
1118	26	500.5	3	1	1	0	6	1	3	5	1
1119	29	137.8	1	0	1	0	8	0	0	0	0
1120	31	383.2	2	0	1	0	10	1	1	2	1
1121	21	202.2	3	0	1	0	8	1	3	5	0
1122	21	95.9	1	0	1	1	7	0	0	0	0
1123	26	484.8	3	1	1	1	9	1	1	6	1
1124	36	159.7	1	1	1	1	8	0	0	0	0
1125	22	138.6	3	1	1	0	5	0	0	0	0
1126	36	128.8	2	0	1	1	7	0	0	0	0
1127	24	371.4	4	1	1	1	0	0	0	0	1
1128	39	157	1	0	1	0	8	1	1	4	0
1129	39	143.8	3	0	1	1	9	1	3	6	1
1130	31	146.4	1	1	1	1	7	0	0	0	0
1131	31	254.6	2	0	1	1	7	0	0	0	0
1132	19	214.1	2	0	1	0	8	1	1	5	1
1133	31	512.9	4	1	1	0	9	0	0	0	1
1134	35	199.5	3	0	0	1	8	1	1	5	1
1135	29	165.2	2	0	1	0	8	1	1	3	1
1136	33	104.4	2	0	1	1	7	0	0	0	0
1137	38	152.5	2	0	1	1	7	0	0	0	0
1138	24	232	4	1	1	0	9	1	3	6	1
1139	28	263.5	2	0	1	0	5	1	2	4	1
1140	25	507.4	2	0	0	1	7	0	0	0	0
1141	35	231.3	2	0	1	0	9	1	3	5	1
1142	33	341.9	3	0	1	1	6	1	2	3	1
1143	26	430.9	2	0	1	0	10	1	3	3	1
1144	22	94.8	2	0	1	0	7	0	0	0	0
1145	23	190.6	2	1	1	0	9	0	0	0	1
1146	39	160.9	1	0	0	1	8	0	0	0	0
1147	27	229.1	5	0	1	0	8	1	1	6	1
1148	37	98.3	2	0	1	0	6	0	0	0	0
1149	26	238.2	3	0	0	1	9	1	1	3	1
1150	42	213.4	1	0	1	1	7	1	1	1	0
1151	30	303.3	3	0	1	0	9	0	0	0	0
1152	34	118.4	3	0	1	0	8	1	2	3	1
1153	23	73.9	2	0	1	0	6	0	0	0	1
1154	42	522.7	2	0	1	1	5	0	0	0	0
1155	31	221.7	2	0	0	1	5	1	1	2	1
1156	31	66.9	1	0	0	1	6	0	0	0	0
1157	25	152.1	3	0	1	0	8	1	1	6	0
1158	31	458.2	2	0	1	1	10	1	1	2	1
1159	20	95	1	0	1	1	7	0	0	0	0
1160	35	212.6	3	0	0	1	10	1	1	4	1
1161	20	216.6	2	0	1	1	10	1	1	2	1
1162	19	292.7	2	1	1	1	8	1	1	5	1
1163	27	413	2	0	1	1	7	1	1	5	1
1164	27	76.1	1	0	1	0	10	0	0	0	0
1165	33	152.7	2	0	1	0	10	1	3	2	1
1166	26	163.2	1	0	1	1	7	1	1	1	0
1167	26	291.3	2	1	1	1	8	1	2	3	1
1168	25	207.4	1	0	1	1	7	0	0	0	0
1169	33	286.2	3	0	1	1	8	1	2	3	0
1170	28	262.1	3	0	1	0	7	1	2	3	1
1171	20	587.1	2	0	1	1	8	1	1	2	0
1172	21	150.2	1	0	1	0	8	1	1	4	1
1173	31	338.2	3	0	1	1	10	1	1	5	0
1174	26	293.7	4	0	1	1	8	0	0	0	1
1175	23	117.8	2	0	1	1	9	1	3	5	1
1176	27	142.9	2	0	1	0	9	0	0	0	0
1177	43	178.7	2	1	1	1	8	1	2	4	0
1178	19	159.9	3	1	1	1	10	1	2	6	0
1179	27	159.8	2	0	1	0	8	0	0	0	0
1180	28	336.9	3	0	1	1	10	1	1	3	1
1181	30	289.6	2	1	1	1	7	1	1	2	1
1182	23	373.2	3	0	1	0	5	1	3	3	1
1183	50	311.6	2	0	1	0	10	1	1	4	1
1184	30	153.4	1	0	1	0	8	0	0	0	0
1185	28	172	1	0	1	0	9	1	1	2	0
1186	24	330.7	1	1	1	1	8	0	0	0	0
1187	59	125.5	2	0	0	1	9	1	1	3	0
1188	33	256.4	3	0	1	0	6	1	1	5	1
1189	42	227.8	3	1	1	1	10	1	1	3	1
1190	26	184.6	5	1	1	1	6	1	2	5	1
1191	30	479.2	2	0	0	1	9	1	2	3	1
1192	34	395.2	6	0	0	1	10	1	1	8	1
1193	31	126.2	2	0	1	1	7	0	0	0	0
1194	40	213	1	0	0	1	8	1	1	2	1
1195	36	105.4	2	0	1	1	7	0	0	0	0
1196	32	72.5	3	0	1	1	7	0	0	0	0
1197	30	169.1	2	0	1	1	7	0	0	0	0
1198	33	356.5	2	0	0	1	9	0	0	0	0
1199	34	80.8	3	0	0	1	10	1	1	5	1
1200	40	117.3	3	0	1	0	7	0	0	0	0
1201	22	185.6	2	1	1	0	7	0	0	0	0
1202	23	28.3	2	0	0	1	7	0	0	0	0
1203	30	175.4	3	0	1	1	7	0	0	0	0
1204	22	363.5	3	0	1	0	8	1	2	3	1
1205	25	158	3	1	1	1	8	1	1	12	0
1206	39	119.4	1	0	1	0	7	1	1	3	1
1207	28	88.1	5	0	0	1	6	0	0	0	0
1208	32	123.1	2	0	1	1	7	0	0	0	0
1209	60	166.5	2	0	1	1	7	0	0	0	0
1210	26	182.6	3	0	1	0	7	1	2	3	1
1211	32	321.4	5	0	1	0	10	1	2	8	1
1212	54	214.9	1	1	1	1	10	1	1	4	1
1213	32	107.3	2	0	1	0	9	1	1	3	1
1214	23	170.3	4	0	0	1	10	1	1	4	1
1215	29	223.8	2	0	0	1	8	0	0	0	0
1216	18	109	2	0	1	1	6	0	0	0	0
1217	18	154.8	2	1	1	1	9	1	2	2	1
1218	28	21.8	3	1	1	1	9	1	6	4	1
1219	21	68	1	0	1	1	8	1	1	3	0
1220	34	342.8	2	1	1	0	7	0	0	0	1
1221	32	100.6	1	0	0	1	6	0	0	0	0
1222	28	186.6	2	0	0	1	8	1	1	3	1
1223	32	131.9	2	0	1	1	7	0	0	0	0
1224	25	167.2	2	1	1	1	7	1	1	2	1
1225	29	196.6	2	0	1	1	8	1	3	4	1
1226	33	85.3	1	0	1	1	8	1	1	2	1
1227	29	146.4	2	1	1	0	10	1	3	5	0
1228	26	200.4	2	0	1	1	10	1	1	2	1
1229	29	180	2	0	1	1	5	0	0	0	0
1230	23	165.6	2	0	1	1	8	1	1	4	0
1231	20	184.3	1	0	1	0	9	0	0	0	0
1232	38	422	2	0	1	0	8	1	1	4	1
1233	19	266.2	1	1	1	0	6	1	1	3	1
1234	25	135.9	2	0	1	1	7	0	0	0	0
1235	32	245.3	2	0	0	1	10	1	7	2	1
1236	24	212.9	2	0	0	1	6	0	0	0	1
1237	29	65.3	1	0	0	1	6	0	0	0	0
1238	47	108.9	3	0	0	1	5	0	0	0	0
1239	35	99.1	2	0	1	0	7	0	0	0	0
1240	33	125.3	2	0	1	1	7	0	0	0	0
1241	27	213.8	3	0	1	1	7	0	0	0	0
1242	21	128.4	1	0	1	1	7	0	0	0	0
1243	20	165.6	4	1	0	0	8	1	1	6	0
1244	48	373.4	2	0	0	1	9	1	2	5	1
1245	32	292.2	2	1	1	0	6	1	1	2	1
1246	29	128.7	2	0	1	1	8	0	0	0	0
1247	24	409.3	1	0	1	0	7	0	0	0	0
1248	31	342.3	2	0	1	0	10	0	0	0	0
1249	31	144.3	2	0	1	1	10	1	1	2	0
1250	34	281.1	2	1	1	1	7	0	0	0	0
1251	32	117.4	2	0	0	1	6	0	0	0	0
1252	20	262.4	1	0	0	1	9	1	1	2	0
1253	30	321.7	1	0	1	1	8	1	1	4	0
1254	52	181.1	1	0	1	0	5	1	1	1	1
1255	20	295.1	4	0	0	1	6	0	0	0	1
1256	21	130.9	2	0	1	0	7	0	0	0	0
1257	22	67.9	2	0	1	1	7	0	0	0	0
1258	40	50.4	1	0	1	0	8	0	0	0	0
1259	35	293.7	4	0	1	1	8	0	0	0	1
1260	26	150.2	2	0	1	1	8	0	0	0	1
1261	45	290.8	3	0	1	1	6	0	0	0	0
1262	37	601.3	1	0	1	1	7	0	0	0	0
1263	26	106.6	1	1	1	1	7	0	0	0	0
1264	29	112.6	3	0	1	0	5	0	0	0	0
1265	21	136	1	0	0	1	10	1	1	4	0
1266	20	231.3	1	0	0	1	6	0	0	0	0
1267	29	320.2	2	0	1	0	8	1	3	5	1
1268	35	519.3	2	1	1	1	10	1	1	2	1
1269	32	541.3	2	1	1	1	8	1	1	2	1
1270	40	165.9	6	0	1	0	8	1	3	9	1
1271	33	55.6	1	0	1	0	9	0	0	0	0
1272	28	105.7	4	0	0	1	6	0	0	0	0
1273	28	284.9	3	0	1	1	8	0	0	0	0
1274	32	351.4	5	1	0	1	8	0	0	0	1
