ID_RESPONDENTE	IDADE	GENERO	ESTADO_CIVIL	OCUPACAO_USUAL	RENDA_MENSAL_FAMILIAR	GRAU_EDUCACAO	REFEICAO_MAIS_FREQUENTE	COMPRAS_SAUDAVEIS	RECLAMACAO_ATRASO	AVALIACAO_MEDIA_ANTERIOR	INFLUENCIADO_POR_NOTA
1430	25	Masculino	Solteiro	Autonomo	18100	Graduacao	Lanches	Nao	Nao	4.9	0
1431	37	Masculino	Casado	Autonomo	5300	Sem Instrucao	Almoco	Sim	Sim	4.9	0
1432	22	Masculino	Solteiro	Empregado CLT	6000	Sem Instrucao	Almoco	Sim	Nao	4.2	0
1433	50	Masculino	Casado	Empregado CLT	10800	Graduacao	Lanches	Sim	Sim	4.3	1
1434	38	Masculino	Solteiro	Autonomo	3200	Sem Instrucao	Lanches	Sim	Nao	4.6	0
1435	29	Masculino	Solteiro	Autonomo	2100	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	0
1436	29	Feminino	Casado	Empregado CLT	11300	Pos-Graduacao	Jantar	Nao	Nao	4.8	1
1437	19	Feminino	Solteiro	Sem Ocupacao	10100	Ensino Fund./Medio	Jantar	Nao	Nao	4.6	0
1438	38	Feminino	Casado	Empregado CLT	14500	Graduacao	Cafe da manha	Sim	Nao	4.7	1
1439	38	Feminino	Casado	Autonomo	15900	Pos-Graduacao	Jantar	Nao	Nao	4.2	0
1440	25	Masculino	Casado	Autonomo	6200	Ensino Fund./Medio	Jantar	Nao	Nao	4.5	1
1441	27	Masculino	Solteiro	Estudante	20600	Pos-Graduacao	Cafe da manha	Sim	Sim	4.6	1
1442	23	Masculino	Casado	Empregado CLT	8300	Ensino Fund./Medio	Lanches	Nao	Nao	4.4	0
1443	38	Masculino	Solteiro	Empregado CLT	3800	Pos-Graduacao	Almoco	Nao	Nao	4.7	0
1444	58	Feminino	Divorciado	Empregado CLT	18400	Pos-Graduacao	Almoco	Sim	Nao	4.5	1
1445	37	Feminino	Casado	Empregado CLT	11300	Ensino Fund./Medio	Cafe da manha	Nao	Sim	4.5	1
1446	34	Feminino	Solteiro	Autonomo	11400	Graduacao	Cafe da manha	Nao	Sim	4.6	1
1447	21	Masculino	Casado	Empregado CLT	3200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1448	35	Masculino	Solteiro	Empregado CLT	3500	Graduacao	Cafe da manha	Nao	Nao	4.7	0
1449	25	Feminino	Solteiro	Autonomo	1000	Graduacao	Jantar	Nao	Nao	4.7	1
1450	40	Feminino	Casado	Estudante	14700	Sem Instrucao	Lanches	Nao	Nao	4.9	0
1451	21	Masculino	Casado	Sem Ocupacao	10200	Sem Instrucao	Almoco	Nao	Nao	4.6	1
1452	30	Feminino	Solteiro	Empregado CLT	7400	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	1
1453	24	Masculino	Casado	Estudante	12100	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
1454	30	Masculino	Solteiro	Estudante	9300	Graduacao	Jantar	Nao	Nao	4.6	1
1455	25	Feminino	Casado	Estudante	16400	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
1456	29	Masculino	Casado	Empregado CLT	4900	Graduacao	Almoco	Nao	Nao	4.5	1
1457	30	Feminino	Casado	Autonomo	4500	Graduacao	Cafe da manha	Nao	Nao	4.7	1
1458	53	Masculino	Casado	Empregado CLT	14900	Graduacao	Jantar	Nao	Nao	4.5	1
1459	23	Masculino	Solteiro	Empregado CLT	6200	Ensino Fund./Medio	Jantar	Nao	Nao	4.9	1
1460	37	Masculino	Casado	Empregado CLT	8200	Graduacao	Jantar	Nao	Nao	4.4	1
1461	26	Feminino	Casado	Empregado CLT	3000	Graduacao	Lanches	Nao	Nao	4.8	1
1462	54	Feminino	Casado	Autonomo	15600	Graduacao	Almoco	Sim	Nao	4.7	1
1463	26	Feminino	Casado	Autonomo	1400	Ensino Fund./Medio	Almoco	Sim	Nao	4.5	1
1464	25	Feminino	Casado	Autonomo	2200	Ensino Fund./Medio	Lanches	Sim	Sim	4.3	1
1465	47	Feminino	Divorciado	Sem Ocupacao	10300	Graduacao	Cafe da manha	Nao	Nao	4.5	0
1466	25	Masculino	Solteiro	Estudante	9800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.4	1
1467	38	Feminino	Casado	Empregado CLT	2700	Graduacao	Almoco	Nao	Nao	4.5	1
1468	37	Masculino	Casado	Aposentado	8800	Graduacao	Almoco	Nao	Nao	4.5	0
1469	36	Masculino	Casado	Empregado CLT	9800	Graduacao	Almoco	Nao	Nao	4.6	1
1470	29	Feminino	Casado	Empregado CLT	8000	Pos-Graduacao	Almoco	Nao	Nao	4.9	1
1471	34	Masculino	Solteiro	Estudante	9900	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1472	35	Feminino	Viúvo	Estudante	11700	Ensino Fund./Medio	Almoco	Nao	Nao	4.9	1
1473	25	Masculino	Casado	Empregado CLT	8800	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
1474	24	Masculino	Casado	Estudante	5100	Ensino Fund./Medio	Jantar	Sim	Nao	4.4	0
1475	37	Feminino	Viúvo	Autonomo	13200	Pos-Graduacao	Almoco	Nao	Nao	4.7	1
1476	51	Feminino	Viúvo	Empregado CLT	7700	Graduacao	Lanches	Nao	Nao	4.4	0
1477	41	Masculino	Casado	Sem Ocupacao	6100	Graduacao	Lanches	Nao	Nao	4.6	1
1478	30	Masculino	Solteiro	Empregado CLT	4700	Pos-Graduacao	Lanches	Nao	Nao	4.5	1
1479	30	Masculino	Divorciado	Autonomo	4400	Graduacao	Almoco	Sim	Nao	4.9	1
1480	38	Masculino	Casado	Autonomo	7000	Ensino Fund./Medio	Almoco	Nao	Nao	4.9	1
1481	19	Masculino	Solteiro	Autonomo	5900	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.7	1
1482	20	Feminino	Solteiro	Estudante	7200	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1483	27	Masculino	Solteiro	Sem Ocupacao	17900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
1484	19	Masculino	Casado	Sem Ocupacao	2900	Ensino Fund./Medio	Almoco	Nao	Sim	4.4	1
1485	20	Feminino	Solteiro	Sem Ocupacao	7100	Graduacao	Jantar	Nao	Sim	4.4	0
1486	23	Feminino	Divorciado	Sem Ocupacao	15500	Ensino Fund./Medio	Almoco	Sim	Sim	4.6	1
1487	36	Masculino	Casado	Autonomo	6300	Pos-Graduacao	Almoco	Sim	Nao	4.5	0
1488	18	Masculino	Solteiro	Estudante	7100	Ensino Fund./Medio	Jantar	Nao	Sim	4.9	1
1489	24	Masculino	Solteiro	Estudante	6700	Graduacao	Jantar	Nao	Nao	4.5	1
1490	27	Feminino	Solteiro	Estudante	7500	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1491	39	Feminino	Casado	Empregado CLT	5500	Graduacao	Lanches	Nao	Nao	4.7	1
1492	27	Masculino	Solteiro	Empregado CLT	10500	Ensino Fund./Medio	Jantar	Nao	Sim	4.6	1
1493	30	Masculino	Solteiro	Estudante	2600	Sem Instrucao	Cafe da manha	Nao	Nao	4.5	1
1494	51	Feminino	Solteiro	Empregado CLT	11900	Graduacao	Almoco	Sim	Sim	4.5	1
1495	32	Masculino	Casado	Empregado CLT	4600	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1496	51	Feminino	Divorciado	Sem Ocupacao	4400	Pos-Graduacao	Cafe da manha	Nao	Nao	4.3	0
1497	41	Feminino	Casado	Autonomo	14000	Pos-Graduacao	Jantar	Nao	Nao	4.5	1
1498	55	Feminino	Casado	Autonomo	10200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1499	31	Feminino	Casado	Autonomo	6200	Pos-Graduacao	Jantar	Nao	Nao	4.4	1
1500	19	Masculino	Solteiro	Empregado CLT	7300	Ensino Fund./Medio	Almoco	Nao	Nao	4.4	0
1501	28	Masculino	Solteiro	Empregado CLT	11500	Ensino Fund./Medio	Lanches	Nao	Nao	4.9	1
1502	32	Feminino	Casado	Autonomo	3800	Pos-Graduacao	Almoco	Nao	Nao	4.6	1
1503	24	Masculino	Solteiro	Estudante	4200	Sem Instrucao	Jantar	Nao	Nao	4.5	0
1504	24	Masculino	Solteiro	Estudante	4400	Graduacao	Jantar	Nao	Nao	4.8	1
1505	24	Masculino	Casado	Estudante	11700	Sem Instrucao	Cafe da manha	Nao	Nao	4.3	1
1506	35	Masculino	Divorciado	Empregado CLT	2000	Pos-Graduacao	Cafe da manha	Sim	Sim	4.7	1
1507	22	Feminino	Casado	Sem Ocupacao	6900	Graduacao	Cafe da manha	Nao	Nao	4.7	0
1508	26	Masculino	Solteiro	Empregado CLT	9000	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	0
1509	35	Feminino	Casado	Empregado CLT	10500	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1510	50	Masculino	Casado	Autonomo	9300	Graduacao	Almoco	Sim	Nao	4.9	1
1511	37	Feminino	Casado	Sem Ocupacao	9000	Pos-Graduacao	Cafe da manha	Nao	Sim	4.3	0
1512	34	Feminino	Solteiro	Empregado CLT	7300	Pos-Graduacao	Lanches	Nao	Nao	4.6	1
1513	42	Masculino	Casado	Empregado CLT	2700	Graduacao	Jantar	Nao	Nao	4.3	1
1514	31	Masculino	Divorciado	Autonomo	16000	Graduacao	Cafe da manha	Nao	Nao	4.1	0
1515	34	Feminino	Casado	Empregado CLT	6700	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1516	30	Masculino	Casado	Estudante	18000	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	0
1517	45	Masculino	Casado	Aposentado	5400	Pos-Graduacao	Almoco	Nao	Nao	4.5	0
1518	47	Feminino	Solteiro	Aposentado	7100	Pos-Graduacao	Cafe da manha	Nao	Sim	4.3	0
1519	26	Masculino	Solteiro	Empregado CLT	2400	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
1520	46	Masculino	Casado	Empregado CLT	7500	Pos-Graduacao	Cafe da manha	Nao	Nao	4.3	0
1521	24	Masculino	Divorciado	Autonomo	6700	Ensino Fund./Medio	Lanches	Sim	Nao	4.7	1
1522	32	Masculino	Casado	Empregado CLT	14200	Ensino Fund./Medio	Almoco	Sim	Sim	4.6	1
1523	19	Masculino	Casado	Estudante	6800	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	1
1524	57	Masculino	Divorciado	Autonomo	6500	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
1525	21	Masculino	Divorciado	Autonomo	8100	Sem Instrucao	Jantar	Nao	Nao	4.5	1
1526	31	Masculino	Solteiro	Estudante	8700	Graduacao	Cafe da manha	Sim	Sim	4.6	1
1527	32	Feminino	Casado	Estudante	12800	Graduacao	Cafe da manha	Nao	Nao	4.3	0
1528	19	Masculino	Casado	Estudante	18000	Ensino Fund./Medio	Lanches	Sim	Sim	4.8	1
1529	37	Feminino	Divorciado	Empregado CLT	7900	Pos-Graduacao	Jantar	Nao	Nao	4.7	1
1530	18	Feminino	Solteiro	Sem Ocupacao	8700	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.9	1
1531	45	Masculino	Casado	Autonomo	3100	Graduacao	Almoco	Nao	Nao	4.3	0
1532	24	Feminino	Solteiro	Autonomo	1800	Pos-Graduacao	Almoco	Nao	Sim	4.4	1
1533	30	Feminino	Solteiro	Estudante	11000	Graduacao	Almoco	Nao	Nao	4.7	1
1534	22	Masculino	Solteiro	Estudante	17200	Graduacao	Cafe da manha	Sim	Sim	4.5	1
1535	25	Feminino	Solteiro	Sem Ocupacao	1500	Graduacao	Lanches	Nao	Nao	4.7	0
1536	48	Feminino	Casado	Sem Ocupacao	7300	Graduacao	Cafe da manha	Nao	Nao	4.8	0
1537	21	Masculino	Solteiro	Estudante	5500	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1538	38	Masculino	Solteiro	Sem Ocupacao	3300	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1539	28	Feminino	Solteiro	Estudante	1900	Sem Instrucao	Lanches	Sim	Nao	4.3	0
1540	19	Masculino	Casado	Estudante	9700	Ensino Fund./Medio	Jantar	Nao	Nao	4.3	0
1541	39	Masculino	Casado	Autonomo	9800	Pos-Graduacao	Almoco	Nao	Nao	4.8	1
1542	26	Feminino	Solteiro	Autonomo	2600	Graduacao	Cafe da manha	Nao	Nao	4.6	1
1543	19	Masculino	Solteiro	Empregado CLT	7500	Ensino Fund./Medio	Lanches	Nao	Nao	4.2	0
1544	22	Masculino	Solteiro	Sem Ocupacao	4600	Ensino Fund./Medio	Cafe da manha	Sim	Sim	4.5	1
1545	47	Masculino	Solteiro	Sem Ocupacao	11500	Pos-Graduacao	Lanches	Sim	Sim	4.6	1
1546	19	Masculino	Solteiro	Estudante	7100	Ensino Fund./Medio	Almoco	Nao	Nao	4.9	1
1547	39	Feminino	Solteiro	Autonomo	10300	Pos-Graduacao	Jantar	Nao	Nao	4.6	1
1548	34	Masculino	Divorciado	Autonomo	10600	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	1
1549	38	Feminino	Casado	Autonomo	10300	Pos-Graduacao	Cafe da manha	Nao	Sim	4.3	1
1550	44	Masculino	Casado	Sem Ocupacao	3200	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1551	37	Feminino	Solteiro	Autonomo	4400	Pos-Graduacao	Cafe da manha	Nao	Nao	4.7	0
1552	33	Masculino	Solteiro	Empregado CLT	10000	Graduacao	Cafe da manha	Nao	Nao	4.8	1
1553	22	Masculino	Solteiro	Sem Ocupacao	12300	Graduacao	Almoco	Sim	Nao	4.7	0
1554	23	Feminino	Solteiro	Sem Ocupacao	2000	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	0
1555	66	Masculino	Casado	Sem Ocupacao	19200	Pos-Graduacao	Almoco	Nao	Nao	4.8	1
1556	37	Masculino	Solteiro	Autonomo	18000	Graduacao	Cafe da manha	Nao	Sim	4.6	1
1557	32	Feminino	Solteiro	Autonomo	6300	Pos-Graduacao	Cafe da manha	Nao	Nao	4.4	0
1558	25	Masculino	Divorciado	Empregado CLT	9800	Ensino Fund./Medio	Lanches	Sim	Nao	4.6	1
1559	20	Masculino	Solteiro	Sem Ocupacao	12300	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	1
1560	32	Masculino	Solteiro	Autonomo	10000	Graduacao	Almoco	Nao	Nao	4.7	1
1561	29	Masculino	Solteiro	Sem Ocupacao	10000	Graduacao	Almoco	Nao	Nao	4.5	1
1562	36	Masculino	Solteiro	Sem Ocupacao	9100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
1563	37	Feminino	Casado	Sem Ocupacao	4000	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1564	29	Feminino	Divorciado	Empregado CLT	9200	Graduacao	Lanches	Nao	Nao	4.3	0
1565	41	Feminino	Casado	Empregado CLT	3200	Pos-Graduacao	Cafe da manha	Nao	Nao	4.8	1
1566	24	Masculino	Casado	Estudante	13900	Ensino Fund./Medio	Cafe da manha	Sim	Sim	4.5	1
1567	28	Masculino	Casado	Autonomo	12500	Graduacao	Cafe da manha	Nao	Nao	4.3	0
1568	32	Masculino	Solteiro	Estudante	4800	Graduacao	Cafe da manha	Nao	Nao	4.6	1
1569	32	Masculino	Casado	Autonomo	16600	Ensino Fund./Medio	Lanches	Sim	Sim	4.5	1
1570	22	Feminino	Solteiro	Empregado CLT	13300	Ensino Fund./Medio	Lanches	Nao	Nao	4.9	1
1571	25	Masculino	Solteiro	Empregado CLT	7600	Ensino Fund./Medio	Lanches	Sim	Nao	4.5	1
1572	33	Feminino	Casado	Empregado CLT	5300	Pos-Graduacao	Lanches	Sim	Nao	4.5	1
1573	32	Feminino	Solteiro	Sem Ocupacao	14200	Graduacao	Cafe da manha	Nao	Nao	4.6	0
1574	25	Masculino	Solteiro	Sem Ocupacao	1500	Ensino Fund./Medio	Almoco	Nao	Nao	4.4	0
1575	27	Feminino	Solteiro	Empregado CLT	9000	Graduacao	Lanches	Nao	Nao	4.6	1
1576	38	Masculino	Solteiro	Empregado CLT	6600	Graduacao	Lanches	Sim	Nao	4.7	1
1577	33	Masculino	Solteiro	Estudante	11600	Ensino Fund./Medio	Cafe da manha	Nao	Sim	4.3	1
1578	52	Feminino	Casado	Empregado CLT	7200	Sem Instrucao	Lanches	Nao	Nao	4.4	0
1579	42	Masculino	Divorciado	Aposentado	4300	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1580	47	Masculino	Divorciado	Empregado CLT	10500	Graduacao	Almoco	Nao	Nao	4.5	0
1581	31	Feminino	Solteiro	Empregado CLT	5700	Pos-Graduacao	Jantar	Nao	Nao	4.5	1
1582	27	Feminino	Solteiro	Estudante	8000	Ensino Fund./Medio	Lanches	Nao	Nao	4.6	0
1583	49	Masculino	Casado	Empregado CLT	1900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
1584	22	Masculino	Casado	Empregado CLT	13500	Sem Instrucao	Lanches	Nao	Nao	4.8	0
1585	29	Feminino	Divorciado	Empregado CLT	6700	Graduacao	Cafe da manha	Nao	Nao	4.9	1
1586	23	Masculino	Divorciado	Empregado CLT	7900	Pos-Graduacao	Lanches	Nao	Nao	4.1	0
1587	42	Feminino	Casado	Empregado CLT	4000	Graduacao	Lanches	Nao	Nao	4.4	0
1588	19	Feminino	Solteiro	Estudante	7400	Ensino Fund./Medio	Almoco	Nao	Nao	4.2	1
1589	34	Feminino	Casado	Empregado CLT	8200	Ensino Fund./Medio	Almoco	Sim	Nao	4.9	1
1590	32	Feminino	Solteiro	Autonomo	6500	Graduacao	Almoco	Sim	Nao	4.9	0
1591	31	Feminino	Casado	Estudante	5000	Pos-Graduacao	Almoco	Nao	Nao	4.7	1
1592	18	Masculino	Solteiro	Estudante	19300	Sem Instrucao	Cafe da manha	Nao	Nao	4.6	1
1593	29	Masculino	Solteiro	Empregado CLT	11100	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	1
1594	46	Masculino	Casado	Sem Ocupacao	14600	Graduacao	Almoco	Sim	Nao	4.5	1
1595	50	Feminino	Solteiro	Empregado CLT	7900	Graduacao	Cafe da manha	Nao	Nao	4.6	1
1596	22	Masculino	Solteiro	Autonomo	18100	Sem Instrucao	Almoco	Nao	Nao	4.5	1
1597	19	Feminino	Solteiro	Sem Ocupacao	6500	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	1
1598	26	Feminino	Solteiro	Estudante	8500	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1599	43	Masculino	Casado	Empregado CLT	3200	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
1600	23	Masculino	Casado	Estudante	4200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	0
1601	18	Feminino	Solteiro	Empregado CLT	13100	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	0
1602	23	Feminino	Solteiro	Sem Ocupacao	5100	Ensino Fund./Medio	Jantar	Nao	Sim	4.3	1
1603	47	Feminino	Solteiro	Empregado CLT	8800	Graduacao	Lanches	Nao	Nao	4.6	0
1604	31	Masculino	Casado	Estudante	7400	Graduacao	Cafe da manha	Nao	Nao	4.3	0
1605	19	Masculino	Solteiro	Estudante	13300	Sem Instrucao	Cafe da manha	Nao	Nao	4.7	1
1606	42	Feminino	Casado	Empregado CLT	5600	Pos-Graduacao	Almoco	Sim	Sim	4.8	1
1607	35	Masculino	Solteiro	Estudante	11800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	0
1608	32	Feminino	Divorciado	Empregado CLT	2300	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
1609	36	Feminino	Casado	Sem Ocupacao	9000	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	1
1610	48	Masculino	Solteiro	Empregado CLT	10800	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.9	1
1611	31	Masculino	Solteiro	Autonomo	3500	Pos-Graduacao	Almoco	Nao	Nao	4.6	0
1612	33	Masculino	Casado	Empregado CLT	8300	Graduacao	Almoco	Nao	Sim	4.6	0
1613	22	Masculino	Casado	Estudante	10200	Ensino Fund./Medio	Almoco	Sim	Sim	4.8	1
1614	35	Feminino	Casado	Empregado CLT	7700	Graduacao	Almoco	Nao	Nao	4.5	1
1615	28	Feminino	Solteiro	Sem Ocupacao	2700	Sem Instrucao	Almoco	Nao	Nao	4.3	0
1616	29	Feminino	Divorciado	Sem Ocupacao	7100	Pos-Graduacao	Jantar	Nao	Nao	4.6	1
1617	35	Feminino	Casado	Autonomo	20800	Pos-Graduacao	Lanches	Nao	Nao	4.8	1
1618	41	Feminino	Casado	Autonomo	5500	Graduacao	Lanches	Nao	Nao	4.6	0
1619	28	Masculino	Casado	Autonomo	10500	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
1620	25	Masculino	Solteiro	Estudante	12500	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1621	36	Feminino	Casado	Empregado CLT	8300	Graduacao	Cafe da manha	Nao	Nao	4.4	0
1622	34	Feminino	Solteiro	Autonomo	4800	Graduacao	Lanches	Nao	Nao	4.6	0
1623	36	Masculino	Casado	Empregado CLT	7900	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.5	1
1624	44	Masculino	Casado	Empregado CLT	13100	Pos-Graduacao	Lanches	Nao	Nao	4.7	1
1625	22	Masculino	Solteiro	Estudante	14600	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	0
1626	20	Masculino	Casado	Estudante	9300	Sem Instrucao	Almoco	Nao	Nao	4.5	1
1627	21	Feminino	Solteiro	Autonomo	3300	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	0
1628	29	Masculino	Solteiro	Estudante	5400	Graduacao	Almoco	Nao	Nao	4.6	1
1629	18	Feminino	Solteiro	Estudante	6500	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.8	1
1630	36	Masculino	Casado	Empregado CLT	4100	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	0
1631	35	Feminino	Solteiro	Empregado CLT	15800	Sem Instrucao	Cafe da manha	Nao	Nao	4.2	1
1632	26	Masculino	Solteiro	Autonomo	12100	Graduacao	Cafe da manha	Nao	Nao	4.7	1
1633	27	Masculino	Solteiro	Empregado CLT	6400	Graduacao	Almoco	Nao	Nao	4.5	0
1634	27	Masculino	Casado	Empregado CLT	19600	Graduacao	Cafe da manha	Sim	Sim	4.9	1
1635	20	Masculino	Solteiro	Estudante	11500	Sem Instrucao	Cafe da manha	Nao	Nao	4.6	1
1636	24	Feminino	Solteiro	Autonomo	9600	Ensino Fund./Medio	Lanches	Sim	Nao	4.6	1
1637	29	Masculino	Casado	Empregado CLT	2000	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
1638	45	Masculino	Solteiro	Empregado CLT	13400	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
1639	25	Masculino	Solteiro	Autonomo	1700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1640	29	Feminino	Solteiro	Autonomo	11200	Sem Instrucao	Almoco	Nao	Nao	4.5	1
1641	32	Feminino	Casado	Empregado CLT	2700	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1642	40	Masculino	Solteiro	Sem Ocupacao	8100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	0
1643	43	Feminino	Casado	Autonomo	11000	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1644	27	Feminino	Divorciado	Empregado CLT	6000	Graduacao	Lanches	Sim	Sim	4.9	1
1645	30	Feminino	Casado	Autonomo	7900	Graduacao	Cafe da manha	Nao	Nao	4.6	1
1646	30	Masculino	Casado	Autonomo	4600	Ensino Fund./Medio	Lanches	Nao	Sim	4.4	0
1647	22	Masculino	Casado	Empregado CLT	6000	Ensino Fund./Medio	Almoco	Nao	Nao	4.9	1
1648	30	Masculino	Casado	Empregado CLT	11700	Graduacao	Lanches	Sim	Sim	4.5	1
1649	38	Masculino	Casado	Empregado CLT	7300	Ensino Fund./Medio	Almoco	Sim	Nao	4.9	1
1650	27	Feminino	Casado	Autonomo	11200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.4	1
1651	33	Masculino	Casado	Estudante	11100	Graduacao	Almoco	Nao	Nao	4.9	1
1652	48	Feminino	Casado	Autonomo	13900	Graduacao	Lanches	Nao	Nao	4.3	0
1653	36	Masculino	Casado	Sem Ocupacao	3300	Graduacao	Almoco	Nao	Nao	4.4	0
1654	41	Masculino	Casado	Empregado CLT	6500	Graduacao	Lanches	Nao	Nao	4.5	1
1655	46	Masculino	Casado	Sem Ocupacao	2900	Graduacao	Cafe da manha	Nao	Nao	4.9	1
1656	46	Masculino	Casado	Autonomo	4600	Pos-Graduacao	Almoco	Nao	Nao	4.8	1
1657	34	Masculino	Solteiro	Autonomo	9800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	0
1658	29	Feminino	Casado	Autonomo	16700	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.8	1
1659	33	Feminino	Solteiro	Empregado CLT	4900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
1660	41	Masculino	Casado	Empregado CLT	3700	Ensino Fund./Medio	Jantar	Sim	Nao	4.3	1
1661	33	Feminino	Solteiro	Empregado CLT	7400	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	0
1662	37	Masculino	Divorciado	Autonomo	9200	Sem Instrucao	Almoco	Nao	Nao	4.6	1
1663	30	Masculino	Solteiro	Autonomo	6900	Graduacao	Almoco	Nao	Nao	4.5	1
1664	28	Masculino	Solteiro	Estudante	11600	Pos-Graduacao	Jantar	Nao	Nao	4.6	1
1665	18	Feminino	Solteiro	Sem Ocupacao	4700	Ensino Fund./Medio	Almoco	Sim	Nao	4.6	1
1666	18	Feminino	Solteiro	Sem Ocupacao	5300	Ensino Fund./Medio	Lanches	Sim	Nao	4.6	1
1667	34	Feminino	Solteiro	Empregado CLT	8700	Sem Instrucao	Lanches	Nao	Nao	4.5	0
1668	48	Feminino	Solteiro	Autonomo	9000	Graduacao	Almoco	Nao	Nao	4.5	1
1669	28	Feminino	Casado	Empregado CLT	1800	Ensino Fund./Medio	Lanches	Sim	Nao	4.7	1
1670	35	Masculino	Divorciado	Autonomo	9200	Sem Instrucao	Cafe da manha	Nao	Sim	4.6	1
1671	25	Feminino	Casado	Estudante	4900	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
1672	31	Feminino	Divorciado	Sem Ocupacao	11200	Sem Instrucao	Almoco	Nao	Nao	4.7	0
1673	19	Masculino	Casado	Autonomo	2800	Ensino Fund./Medio	Jantar	Sim	Sim	4.2	1
1674	38	Feminino	Solteiro	Empregado CLT	3800	Pos-Graduacao	Lanches	Nao	Nao	4.4	1
1675	36	Masculino	Casado	Autonomo	15300	Graduacao	Almoco	Nao	Nao	4.7	1
1676	31	Feminino	Solteiro	Autonomo	11300	Pos-Graduacao	Almoco	Nao	Sim	4.8	1
1677	34	Masculino	Casado	Empregado CLT	8900	Pos-Graduacao	Lanches	Nao	Nao	4.7	0
1678	19	Masculino	Solteiro	Empregado CLT	9300	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	1
1679	39	Feminino	Casado	Empregado CLT	13200	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1680	24	Masculino	Solteiro	Estudante	15800	Graduacao	Cafe da manha	Nao	Nao	4.5	0
1681	68	Masculino	Casado	Empregado CLT	15400	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	1
1682	59	Feminino	Casado	Autonomo	6900	Graduacao	Cafe da manha	Sim	Nao	4.7	1
