ID_CLIENTE	 CATEGORIA	VALOR_PAGO	NOTA_SATISFACAO
2484	televisao	1840	4
2485	computador	1770	5
2486	celular	1190	6
2487	televisao	2220	7
2488	televisao	1240	10
2489	celular	1750	9
2490	televisao	1790	7
2491	celular	1140	9
2492	computador	1950	6
2493	computador	2810	8
2494	computador	1850	5
2495	televisao	1290	5
2496	celular	1700	10
2497	celular	960	10
2498	celular	1080	7
2499	celular	1560	8
2500	celular	1570	9
2501	celular	1010	9
2502	computador	1740	7
2503	computador	2730	9
2504	computador	1790	7
2505	celular	1100	9
2506	celular	1040	7
2507	computador	1680	4
2508	celular	1580	9
2509	celular	1250	9
2510	computador	2890	10
2511	celular	1100	9
2512	celular	1100	8
2513	celular	1080	6
2514	celular	1100	10
2515	celular	1100	9
2516	computador	1810	4
2517	celular	1100	3
2518	celular	1550	10
2519	celular	1370	10
2520	televisao	2030	4
2521	computador	2060	9
2522	computador	3160	8
2523	celular	940	10
2524	celular	1190	5
2525	televisao	2190	4
2526	computador	2770	7
2527	celular	1060	9
2528	celular	1370	10
2529	computador	2310	8
2530	celular	1600	10
2531	celular	980	4
2532	celular	1310	10
2533	computador	2130	7
2534	televisao	1650	6
2535	computador	2370	10
2536	celular	1070	8
2537	celular	1070	9
2538	celular	1130	9
2539	televisao	1980	0
2540	celular	1740	10
2541	televisao	1330	8
2542	celular	1370	8
2543	celular	1070	7
2544	celular	1280	10
2545	televisao	1480	7
2546	televisao	1810	6
2547	televisao	1770	0
2548	celular	1240	7
2549	televisao	1460	8
2550	celular	940	8
2551	computador	2860	7
2552	celular	1710	6
2553	computador	1820	10
2554	televisao	1510	6
2555	celular	1030	10
2556	celular	1010	8
2557	televisao	1630	10
2558	televisao	1500	6
2559	celular	1110	8
2560	televisao	2270	7
2561	celular	990	5
2562	televisao	1480	4
2563	celular	1460	7
2564	celular	1520	10
2565	televisao	2420	9
2566	celular	1210	7
2567	computador	1850	2
2568	televisao	1880	8
2569	celular	1550	8
2570	celular	1060	10
2571	celular	1280	10
2572	celular	970	5
2573	televisao	2050	3
2574	celular	950	9
2575	televisao	1860	3
2576	televisao	1970	6
2577	computador	1820	4
2578	televisao	1900	4
2579	celular	1390	10
2580	celular	1290	9
2581	televisao	1630	4
2582	computador	1750	3
2583	televisao	1590	8
2584	celular	1160	10
2585	celular	1060	10
2586	televisao	1750	7
2587	televisao	2200	9
2588	computador	3400	10
2589	celular	920	9
2590	celular	1060	2
2591	celular	1000	3
2592	celular	1020	6
2593	computador	1920	3
2594	celular	1160	10
2595	celular	1040	9
2596	celular	1730	9
2597	celular	1110	8
2598	televisao	1800	6
2599	celular	1150	10
2600	televisao	1770	10
2601	celular	1620	9
2602	televisao	1830	3
2603	celular	1130	9
2604	televisao	1400	3
2605	celular	1030	8
2606	celular	970	8
2607	celular	960	7
2608	computador	3230	9
2609	celular	1090	9
2610	celular	960	5
2611	computador	1860	3
2612	televisao	2650	7
2613	televisao	1500	9
2614	televisao	2250	6
2615	celular	980	8
2616	celular	1080	9
2617	televisao	1950	7
2618	celular	1340	6
2619	televisao	2170	9
2620	computador	1830	1
2621	televisao	1970	9
2622	computador	1600	4
2623	televisao	1560	6
2624	celular	1540	4
2625	televisao	1730	2
2626	televisao	1780	6
2627	televisao	1340	7
2628	televisao	1380	8
2629	televisao	1970	9
2630	televisao	2070	3
2631	celular	1510	10
2632	televisao	1970	10
2633	televisao	1720	8
2634	computador	1640	3
2635	computador	1820	10
2636	computador	1820	8
2637	televisao	1310	7
2638	televisao	1810	3
2639	celular	970	10
2640	celular	1030	5
2641	televisao	1510	8
2642	celular	1090	10
2643	computador	1740	6
2644	televisao	1920	8
2645	celular	1100	10
2646	televisao	2190	8
2647	televisao	2270	8
2648	televisao	1500	7
2649	celular	1070	6
2650	televisao	1590	8
2651	celular	1120	10
2652	celular	1530	10
2653	computador	1930	5
2654	computador	1830	5
2655	celular	1580	10
2656	televisao	1760	4
2657	computador	1820	4
2658	televisao	1290	7
2659	computador	1910	9
2660	televisao	1220	6
2661	celular	1520	10
2662	celular	930	10
2663	computador	3190	8
2664	computador	1980	5
2665	televisao	2120	4
2666	celular	1020	10
2667	celular	1030	10
2668	celular	1070	9
2669	televisao	1610	9
2670	celular	1570	9
2671	televisao	1710	10
2672	celular	1590	7
2673	celular	1040	9
2674	celular	950	9
2675	celular	1450	9
2676	celular	1020	10
2677	televisao	1900	5
2678	televisao	1430	8
2679	celular	1520	10
2680	computador	1810	5
2681	televisao	1970	2
2682	computador	2580	8
2683	celular	1050	10
2684	computador	1660	0
2685	televisao	1740	6
2686	celular	1090	10
2687	celular	1000	8
2688	computador	2990	10
2689	celular	1540	3
2690	celular	1040	4
2691	celular	1260	9
2692	celular	1010	10
2693	computador	1790	2
2694	computador	2980	9
2695	computador	1850	2
2696	celular	1340	9
2697	celular	1190	10
2698	televisao	1960	5
2699	computador	2370	8
2700	televisao	2050	8
2701	celular	1130	10
2702	computador	1720	7
2703	televisao	1930	7
2704	celular	1700	9
2705	computador	2700	9
2706	televisao	1970	7
2707	celular	1710	7
2708	computador	2040	10
2709	celular	1070	9
2710	celular	1610	10
2711	celular	940	7
2712	televisao	1530	8
2713	celular	1070	9
2714	computador	1760	9
2715	computador	1870	5
2716	celular	1130	10
2717	celular	1110	8
2718	televisao	1960	5
2719	televisao	2110	2
2720	computador	1950	0
2721	celular	1070	9
2722	celular	1000	10
2723	celular	1110	9
2724	celular	1100	10
2725	celular	1030	8
2726	computador	1760	4
2727	celular	1340	10
2728	celular	990	8
2729	televisao	2160	6
2730	celular	1010	10
2731	computador	2260	7
2732	televisao	1490	7
2733	televisao	1550	6
2734	celular	1310	10
2735	televisao	1330	6
2736	televisao	1440	5
2737	computador	2450	9
2738	computador	1860	1
2739	televisao	2460	4
2740	computador	2600	8
2741	celular	1060	10
2742	celular	1010	10
2743	computador	2600	7
2744	celular	1070	9
2745	televisao	1300	4
2746	celular	1280	8
2747	celular	1440	9
2748	celular	1280	7
2749	celular	1450	8
2750	televisao	1820	8
2751	celular	980	8
2752	celular	1040	10
2753	televisao	1700	9
2754	televisao	2400	8
2755	televisao	1360	9
2756	celular	1690	7
2757	computador	3190	8
2758	televisao	1360	3
2759	televisao	2020	8
2760	celular	960	10
2761	computador	1820	1
2762	computador	1690	3
2763	celular	1070	9
2764	televisao	1760	8
2765	televisao	2030	5
2766	celular	1020	9
2767	televisao	1890	8
2768	celular	1240	8
2769	celular	1080	10
2770	celular	1290	9
2771	televisao	2050	4
2772	computador	2730	9
2773	celular	1060	9
2774	computador	2050	5
2775	celular	1150	9
2776	computador	1860	4
2777	televisao	1370	8
2778	computador	1810	6
2779	televisao	2120	10
2780	celular	1530	9
2781	televisao	1520	5
2782	computador	3200	8
2783	celular	1040	8
2784	televisao	1850	6
2785	computador	1870	3
2786	celular	1580	9
2787	celular	1360	8
2788	celular	1400	10
2789	celular	1330	10
2790	celular	1100	10
2791	televisao	2190	4
2792	celular	1000	4
2793	celular	960	8
2794	celular	980	8
2795	celular	1080	10
2796	televisao	1920	5
2797	televisao	1310	6
2798	celular	1160	10
2799	celular	1480	10
2800	computador	1480	10
2801	celular	1360	9
2802	celular	1170	7
2803	televisao	2670	2
2804	celular	1020	10
2805	celular	980	8
2806	televisao	1640	5
2807	celular	1070	9
2808	televisao	2080	8
2809	computador	1740	3
2810	celular	970	8
2811	televisao	1320	8
2812	celular	1010	8
2813	televisao	1900	8
2814	celular	1090	9
2815	celular	920	9
2816	computador	2870	10
2817	computador	2280	9
2818	celular	1770	10
2819	computador	2040	10
2820	celular	1000	10
2821	celular	1240	9
2822	computador	2500	9
2823	computador	1840	5
2824	televisao	1500	4
2825	computador	1990	6
2826	celular	1030	9
2827	celular	1560	6
2828	computador	1860	5
2829	computador	2940	10
2830	celular	1060	7
2831	televisao	1610	5
2832	televisao	1520	5
2833	celular	990	10
2834	televisao	1400	7
2835	celular	1120	8
2836	computador	2760	9
2837	celular	1590	10
2838	computador	2000	1
2839	televisao	1510	3
2840	computador	1910	4
2841	celular	1150	10
2842	celular	1240	7
2843	celular	1340	10
2844	celular	1200	10
2845	celular	1410	8
2846	televisao	1360	3
2847	celular	1260	10
2848	computador	3190	8
2849	computador	1920	5
2850	celular	1170	7
2851	computador	2740	9
2852	celular	1160	8
2853	celular	1010	10
2854	computador	2460	7
2855	televisao	1950	7
2856	celular	960	10
2857	computador	1790	5
2858	celular	1000	9
2859	computador	2750	10
2860	celular	990	10
2861	computador	1860	1
2862	computador	2910	10
2863	computador	1580	4
2864	televisao	2220	6
2865	computador	2970	9
2866	computador	2450	9
2867	celular	1180	10
2868	televisao	2340	6
2869	televisao	1380	8
2870	celular	1040	8
2871	computador	1790	3
2872	televisao	1370	9
2873	celular	1600	10
2874	computador	2120	9
2875	televisao	1280	3
2876	televisao	1860	10
2877	televisao	2070	10
2878	celular	990	9
2879	celular	1080	10
2880	computador	2540	10
2881	celular	980	7
2882	celular	1190	7
2883	televisao	1470	9
2884	celular	1150	7
2885	celular	930	10
2886	celular	1300	9
2887	celular	1070	6
2888	televisao	2230	7
2889	celular	1160	10
2890	celular	1270	7
2891	televisao	1480	6
2892	computador	1930	7
2893	televisao	2240	8
2894	televisao	2020	2
2895	computador	1840	3
2896	celular	1000	9
2897	computador	1810	9
2898	televisao	1550	7
2899	celular	1000	8
2900	celular	1020	9
2901	celular	1090	10
2902	televisao	1690	3
2903	computador	1710	2
2904	celular	1110	7
2905	computador	2550	8
2906	celular	1010	8
2907	computador	2320	8
2908	computador	2510	8
2909	celular	1100	10
2910	televisao	2090	9
2911	celular	1720	7
2912	computador	2550	10
2913	celular	940	10
2914	televisao	1250	3
2915	televisao	2190	5
2916	televisao	1450	7
2917	televisao	1980	3
2918	televisao	1750	9
2919	computador	1740	4
2920	computador	1770	3
2921	celular	1400	10
2922	computador	2560	8
2923	celular	1030	4
2924	televisao	1840	3
2925	televisao	1880	8
2926	televisao	1630	10
2927	televisao	1760	5
2928	celular	1000	7
2929	celular	1680	9
2930	computador	1700	6
2931	televisao	1900	5
2932	celular	1380	7
2933	televisao	2030	4
2934	celular	1050	8
2935	computador	1680	4
2936	celular	1140	9
2937	celular	1190	9
2938	celular	1310	10
2939	celular	1050	7
2940	computador	1800	6
2941	televisao	1690	5
2942	celular	1140	10
2943	celular	1380	10
2944	computador	2470	9
2945	computador	2430	8
2946	celular	1530	9
2947	televisao	1370	8
2948	celular	1670	10
2949	celular	1500	10
2950	televisao	1740	4
2951	televisao	2270	6
2952	televisao	1610	8
2953	celular	1670	10
2954	celular	1030	10
2955	celular	1000	9
2956	televisao	2050	5
2957	celular	1060	10
2958	celular	1160	7
2959	celular	1530	10
2960	celular	940	9
2961	celular	1470	8
2962	computador	1750	4
2963	computador	2000	5
2964	celular	910	8
2965	computador	2830	9
2966	celular	1100	9
2967	televisao	2180	8
2968	televisao	1220	2
2969	computador	2510	10
2970	computador	2710	7
2971	celular	1090	9
2972	computador	2450	8
2973	celular	1420	9
2974	televisao	1840	7
2975	celular	1370	8
2976	celular	1640	10
2977	computador	2600	10
2978	televisao	1430	5
2979	computador	2080	2
2980	computador	1780	1
2981	celular	1220	9
2982	celular	1400	9
2983	televisao	1640	9
2984	celular	1150	10
2985	computador	1890	6
2986	computador	2500	9
2987	celular	1070	10
2988	celular	1040	10
2989	celular	1060	7
2990	celular	1760	9
2991	computador	1660	5
2992	celular	1790	8
